Quelle,Projektname,Webseite-Link,Organisation,Status,_single_url,status_code,final_url,error,Website_has_changed
https://citylab-berlin.org/de/projects/stadtlabor2go/,Stadtlabor2Go,"https://zukunftswerk.wiesbaden.de/, https://citylab-berlin.org/de/blog/prototyping-im-stadtraum/, https://gemeinsamdigital.berlin.de/de/, https://www.wiesbaden.de/wirtschaft/wirtschaftsstandort/zukunftswerk.php, https://kiezlabor.de/, https://www.egovernment.de/nutzerzentrierte-digitalisierung-im-stadtlabor2go-a-c21179e2f18ba56f79f015e7d74f5da8/, https://citylab-berlin.org/de/blog/theorie-trifft-realitaet-warum-prozesse-selten-so-ablaufen-wie-geplant/, https://www.moenchengladbach.de/de/aktuell-aktiv/newsroom/das-neue-stadtlabormg-sorgt-fuer-digitale-bildung-und-beteiligung-rund-um-die-digitalisierung-der-stadt, https://citylab-berlin.org/de/wissensspeicher/, https://citylab-berlin.org/en/newsletter, https://citylab-berlin.org/de/blog/digitale-souveraenitaet-fuer-die-berliner-verwaltung/, https://citylab-berlin.org/de/projects/labcamp/",CityLAB Berlin,Laufend,https://www.wiesbaden.de/wirtschaft/wirtschaftsstandort/zukunftswerk.php,404.0,https://www.wiesbaden.de/wirtschaft/wirtschaftsstandort/zukunftswerk,,True
https://citylab-berlin.org/de/projects/stadtlabor2go/,Stadtlabor2Go,"https://zukunftswerk.wiesbaden.de/, https://citylab-berlin.org/de/blog/prototyping-im-stadtraum/, https://gemeinsamdigital.berlin.de/de/, https://www.wiesbaden.de/wirtschaft/wirtschaftsstandort/zukunftswerk.php, https://kiezlabor.de/, https://www.egovernment.de/nutzerzentrierte-digitalisierung-im-stadtlabor2go-a-c21179e2f18ba56f79f015e7d74f5da8/, https://citylab-berlin.org/de/blog/theorie-trifft-realitaet-warum-prozesse-selten-so-ablaufen-wie-geplant/, https://www.moenchengladbach.de/de/aktuell-aktiv/newsroom/das-neue-stadtlabormg-sorgt-fuer-digitale-bildung-und-beteiligung-rund-um-die-digitalisierung-der-stadt, https://citylab-berlin.org/de/wissensspeicher/, https://citylab-berlin.org/en/newsletter, https://citylab-berlin.org/de/blog/digitale-souveraenitaet-fuer-die-berliner-verwaltung/, https://citylab-berlin.org/de/projects/labcamp/",CityLAB Berlin,Laufend,https://www.moenchengladbach.de/de/aktuell-aktiv/newsroom/das-neue-stadtlabormg-sorgt-fuer-digitale-bildung-und-beteiligung-rund-um-die-digitalisierung-der-stadt,,,Timeout,True
https://citylab-berlin.org/de/projects/berliner-energiecheckpoint/,Berliner EnergieCheckpoint,"https://odis-berlin.de/contact/, https://energiecheckpoint.odis-berlin.de, https://www.berlin.de/sen/uvk/klimaschutz/klimaschutzpolitik-in-berlin/energiewendegesetz/, https://www.bim-berlin.de/presse/publikationen/, https://odis-berlin.de, https://www.technologiestiftung-berlin.de/, https://github.com/technologiestiftung/energiekarte, https://odis-berlin.de/",CityLAB Berlin,Laufend,https://energiecheckpoint.odis-berlin.de,,,Timeout,True
https://citylab-berlin.org/de/projects/labcamp/,LabCamp,"https://stadtlabor-soest.de/, https://citylab-berlin.org/wp-content/uploads/2019/06/LabCamp-Positionspapier-20240808finaleversion.pdf, https://www.politicsfortomorrow.eu/, https://join.slack.com/t/labcamp-workspace/shared_invite/zt-29n7h1zib-eSo5kqtGZFNGCZbF67xGxA, https://www.notion.so/politicsfortomorrow/LabCamp-Vernetzungstreffen-ffentlicher-Innovationslabore-344f776f4ddd46f8b20dfe93f8e29a4f, https://next-netz.de/, https://citylab-berlin.org/de/newsletter/, https://citylab-berlin.org/de/start/, https://dit.bund.de/, https://www.witi-innovation.de/atlas-der-innovation/",CityLAB Berlin,Laufend,https://dit.bund.de/,,,Connection error,True
https://citylab-berlin.org/de/projects/labcamp/,LabCamp,"https://stadtlabor-soest.de/, https://citylab-berlin.org/wp-content/uploads/2019/06/LabCamp-Positionspapier-20240808finaleversion.pdf, https://www.politicsfortomorrow.eu/, https://join.slack.com/t/labcamp-workspace/shared_invite/zt-29n7h1zib-eSo5kqtGZFNGCZbF67xGxA, https://www.notion.so/politicsfortomorrow/LabCamp-Vernetzungstreffen-ffentlicher-Innovationslabore-344f776f4ddd46f8b20dfe93f8e29a4f, https://next-netz.de/, https://citylab-berlin.org/de/newsletter/, https://citylab-berlin.org/de/start/, https://dit.bund.de/, https://www.witi-innovation.de/atlas-der-innovation/",CityLAB Berlin,Laufend,https://www.witi-innovation.de/atlas-der-innovation/,503.0,https://www.witi-innovation.de/atlas-der-innovation/,SSL warning (unverified),True
https://citylab-berlin.org/de/projects/summerschool/,Summer School,"https://citylab-berlin.org/de/blog/summer-school-kottiflow/, https://citylab-berlin.org/de/events/summer-school-2025-stadt-wald-labor-digitale-perspektiven-auf-oekologische-raeume/, https://zukunftstadt.berlin/transferale, https://citylab-berlin.org/de/blog/summer-school-2023-prototyping-fur-die-gesunde-stadt/, https://edgecity.htw-berlin.de/, https://www.fixmycity.de/, https://spore-initiative.org/de/ueber-spore/im-werden/, https://minor-kontor.de/, https://citylab-berlin.org/de/events/urbaninnovation/, https://www.dw.com/en/digital-solutions-for-sustainable-cities/av-55899838, https://citylab-berlin.org/de/events/summerschool2021/, https://www.flickr.com/photos/182217318@N05/albums/72157711071189623, https://campus-stories.htw-berlin.de/jahr/2024/welche-papiere-fuer-ein-berlin-semester-frag-lia/, https://radbahn.berlin/de, https://junge-tueftler.de/, https://citylab-berlin.org/de/events/summer-school-2024/, https://citylab-berlin.org/events/summerschool2020/, https://www.berlin.de/lb/intmig/, https://citylab-berlin.org/de/events/summer-school-2023/, https://citylab-berlin.org/de/blog/welcome-to-berlin-die-citylab-summer-school-2024/, https://citylab-berlin.org/de/events/summer-school-2022-gruene-welle/, https://hydrotower.de/",CityLAB Berlin,Laufend,https://edgecity.htw-berlin.de/,,,Connection error,True
https://citylab-berlin.org/de/projects/summerschool/,Summer School,"https://citylab-berlin.org/de/blog/summer-school-kottiflow/, https://citylab-berlin.org/de/events/summer-school-2025-stadt-wald-labor-digitale-perspektiven-auf-oekologische-raeume/, https://zukunftstadt.berlin/transferale, https://citylab-berlin.org/de/blog/summer-school-2023-prototyping-fur-die-gesunde-stadt/, https://edgecity.htw-berlin.de/, https://www.fixmycity.de/, https://spore-initiative.org/de/ueber-spore/im-werden/, https://minor-kontor.de/, https://citylab-berlin.org/de/events/urbaninnovation/, https://www.dw.com/en/digital-solutions-for-sustainable-cities/av-55899838, https://citylab-berlin.org/de/events/summerschool2021/, https://www.flickr.com/photos/182217318@N05/albums/72157711071189623, https://campus-stories.htw-berlin.de/jahr/2024/welche-papiere-fuer-ein-berlin-semester-frag-lia/, https://radbahn.berlin/de, https://junge-tueftler.de/, https://citylab-berlin.org/de/events/summer-school-2024/, https://citylab-berlin.org/events/summerschool2020/, https://www.berlin.de/lb/intmig/, https://citylab-berlin.org/de/events/summer-school-2023/, https://citylab-berlin.org/de/blog/welcome-to-berlin-die-citylab-summer-school-2024/, https://citylab-berlin.org/de/events/summer-school-2022-gruene-welle/, https://hydrotower.de/",CityLAB Berlin,Laufend,https://www.fixmycity.de/,,,Timeout,True
https://citylab-berlin.org/de/projects/hacking-box-goes-citylab/,Hacking Box goes CityLAB Berlin,https://www.technologiestiftung-berlin.de/projekte/hacking-box,CityLAB Berlin,Laufend,https://www.technologiestiftung-berlin.de/projekte/hacking-box,,,Timeout,True
https://citylab-berlin.org/de/projects/digitalvereint/,Digital Vereint – mit digitalen Tools das Berliner Ehrenamt stärken,"Ausgangslage:, https://www.digital-vereint.berlin/de, https://citylab-berlin.org/de/blog/vier-jahre-digital-vereint-ein-rueckblick/, https://digital-vereint.berlin/de",CityLAB Berlin,Abgeschlossen,Ausgangslage:,,,Connection error,True
https://citylab-berlin.org/de/projects/qtrees/,Quantified Trees (Qtrees): Intelligente Bewässerungsvorhersage für Stadtbäume,"https://www.bmu.de/, https://www.technologiestiftung-berlin.de/de/startseite/, https://www.berlin.de/ba-mitte/politik-und-verwaltung/aemter/strassen-und-gruenflaechenamt/, https://citylab-berlin.org/wp-admin/myrian.rigal@ts.berlin, https://baumblick.qtrees.ai",CityLAB Berlin,Abgeschlossen,https://citylab-berlin.org/wp-admin/myrian.rigal@ts.berlin,404.0,https://citylab-berlin.org/wp-admin/myrian.rigal@ts.berlin,,True
https://citylab-berlin.org/de/projects/afs-dashboard/,Verwaltungsdashboard,"https://www.berlin.de/rbmskzl/politik/verwaltungssteuerung/aktuelles/artikel.1097486.php, https://citylab-berlin.org/de/blog/dash-neues-monitoring-dashboard-fuer-die-berliner-verwaltung/",CityLAB Berlin,Abgeschlossen,https://www.berlin.de/rbmskzl/politik/verwaltungssteuerung/aktuelles/artikel.1097486.php,404.0,https://www.berlin.de/rbmskzl/politik/verwaltungssteuerung/aktuelles/artikel.1097486.php,,True
https://citylab-berlin.org/de/projects/schatten/,Berliner Erfrischungskarte,"https://www.berlin.de/umweltatlas/klima/klimaanalyse/2014/karten/, https://odis-berlin.de, https://erfrischungskarte.odis-berlin.de, https://github.com/technologiestiftung/berlin-shade-map, https://fbinter.stadt-berlin.de/fb/index.jsp?loginkey=zoomStart&mapId=k_dom@senstadt&bbox=387046,5818588,391547,5821400",CityLAB Berlin,Abgeschlossen,5818588,,,Connection error,True
https://citylab-berlin.org/de/projects/schatten/,Berliner Erfrischungskarte,"https://www.berlin.de/umweltatlas/klima/klimaanalyse/2014/karten/, https://odis-berlin.de, https://erfrischungskarte.odis-berlin.de, https://github.com/technologiestiftung/berlin-shade-map, https://fbinter.stadt-berlin.de/fb/index.jsp?loginkey=zoomStart&mapId=k_dom@senstadt&bbox=387046,5818588,391547,5821400",CityLAB Berlin,Abgeschlossen,391547,,,Connection error,True
https://citylab-berlin.org/de/projects/schatten/,Berliner Erfrischungskarte,"https://www.berlin.de/umweltatlas/klima/klimaanalyse/2014/karten/, https://odis-berlin.de, https://erfrischungskarte.odis-berlin.de, https://github.com/technologiestiftung/berlin-shade-map, https://fbinter.stadt-berlin.de/fb/index.jsp?loginkey=zoomStart&mapId=k_dom@senstadt&bbox=387046,5818588,391547,5821400",CityLAB Berlin,Abgeschlossen,5821400,,,Connection error,True
https://citylab-berlin.org/de/projects/clair/,Clair Berlin,"https://www.technologiestiftung-berlin.de/projekte/como-berlin, https://clair-berlin.de/mitmachen.html, https://clair-berlin.de/",CityLAB Berlin,Abgeschlossen,https://www.technologiestiftung-berlin.de/projekte/como-berlin,,,Timeout,True
https://citylab-berlin.org/de/projects/clair/,Clair Berlin,"https://www.technologiestiftung-berlin.de/projekte/como-berlin, https://clair-berlin.de/mitmachen.html, https://clair-berlin.de/",CityLAB Berlin,Abgeschlossen,https://clair-berlin.de/mitmachen.html,,,"HTTPSConnectionPool(host='clair-berlin.de', port=443): Max retries exceeded with url: /mitmachen.html (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1007)')))",True
https://citylab-berlin.org/de/projects/clair/,Clair Berlin,"https://www.technologiestiftung-berlin.de/projekte/como-berlin, https://clair-berlin.de/mitmachen.html, https://clair-berlin.de/",CityLAB Berlin,Abgeschlossen,https://clair-berlin.de/,,,"HTTPSConnectionPool(host='clair-berlin.de', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1007)')))",True
https://codefor.de/projekte/2018-24-11-1000-lorawan-nodes-im-laendlichen-raum/,1000 LoRaWAN Nodes im ländlichen Raum von Schleswig-Holstein,"https://iot-usergroup.de/projekte/1000-lorawan-nodes-im-laendlichen-raum-von-schleswig-holstein/, https://gitlab.com/iotssl/nucleon-nodes","OK Lab Kreis Schleswig-Flensburg, Code for Germany",Laufend,https://iot-usergroup.de/projekte/1000-lorawan-nodes-im-laendlichen-raum-von-schleswig-holstein/,,,Connection error,True
https://codefor.de/projekte/chartchallenge/,30 Day Chart Challenge Bielefeld,https://bsky.app/profile/codeforbielefeld.bsky.social,"Code for Bielefeld, Code for Germany",Laufend,https://bsky.app/profile/codeforbielefeld.bsky.social,404.0,https://bsky.app/profile/codeforbielefeld.bsky.social,,False
https://codefor.de/projekte/2018-23-09-aufbau-von-lorawan-gateways-im-laendlichen-raum/,Aufbau von LoRaWAN Gateways im ländlichen Raum,https://nucleon-ev.eu/best-of-digital-2018/,"OK Lab Kreis Schleswig-Flensburg, Code for Germany",Laufend,https://nucleon-ev.eu/best-of-digital-2018/,,,Connection error,True
https://codefor.de/projekte/badeseen-hessen/,Badeseen in Hessen,"https://play.google.com/store/apps/details?id=de.codefor.giessen.Badeseenapp, https://github.com/CodeForGiessen/badeseenapp, https://github.com/CodeForGiessen/badeseenservice, http://badeseen.hlug.de/","OK Lab Gießen, Code for Germany",Abgeschlossen,https://play.google.com/store/apps/details?id=de.codefor.giessen.Badeseenapp,404.0,https://play.google.com/store/apps/details?id=de.codefor.giessen.Badeseenapp,,True
https://codefor.de/projekte/badeseen-hessen/,Badeseen in Hessen,"https://play.google.com/store/apps/details?id=de.codefor.giessen.Badeseenapp, https://github.com/CodeForGiessen/badeseenapp, https://github.com/CodeForGiessen/badeseenservice, http://badeseen.hlug.de/","OK Lab Gießen, Code for Germany",Abgeschlossen,http://badeseen.hlug.de/,404.0,http://badeseen.hlug.de/,,True
https://codefor.de/projekte/pricemap-eu/,Bahn- und Buspreiskarte,"https://pricemap.eu, https://github.com/juliuste/pricemap.eu","OK Lab Berlin, Code for Germany",Laufend,https://github.com/juliuste/pricemap.eu,404.0,https://github.com/juliuste/pricemap.eu,,True
https://codefor.de/projekte/hh-baumkataster/,Baumkataster nutzen,"http://achim-tack.de/projects/strassenbaeume/hh_strassenbaumkataster.html, http://www.hmdk.de/portal/_ns:YTU4fGMwfGQwfGVwbHVnaWQ9MT0vaW5ncmlkLWdyb3VwOmRzYy1zY3JpcHRlZC1pbnRlcm5ldHxlZG9jdXVpZD0xPUQzRkE3OTZGLTNEMTItNDc4NC1CN0YyLUUxOTg1NTQ3MkQyQQ__/search-detail.psml;jsessionid=7079CB7853A5FFD7B935CBEFFF66AD8F","OK Lab Hamburg, Code for Germany",Unbekannt,jsessionid=7079CB7853A5FFD7B935CBEFFF66AD8F,,,Connection error,True
https://codefor.de/projekte/p-brandengo/,BrandenGo,"https://brandengo.de, https://github.com/open-data-potsdam/brandengo","OK Lab Potsdam, Code for Germany",Laufend,https://brandengo.de,,,Connection error,True
https://codefor.de/projekte/hn-bad-wimpfen-app/,City-App für Bad Wimpfen,"http://blog.opendatalab.de/opendata/2015/04/29/bad-wimpfen-app/, https://itunes.apple.com/app/apple-store/id989719442?pt=74937800&ct=ODL&mt=8","Code for Heilbronn, Code for Germany",Abgeschlossen,http://blog.opendatalab.de/opendata/2015/04/29/bad-wimpfen-app/,404.0,http://blog.opendatalab.de/opendata/2015/04/29/bad-wimpfen-app/,,True
https://codefor.de/projekte/hn-bad-wimpfen-app/,City-App für Bad Wimpfen,"http://blog.opendatalab.de/opendata/2015/04/29/bad-wimpfen-app/, https://itunes.apple.com/app/apple-store/id989719442?pt=74937800&ct=ODL&mt=8","Code for Heilbronn, Code for Germany",Abgeschlossen,https://itunes.apple.com/app/apple-store/id989719442?pt=74937800&ct=ODL&mt=8,404.0,https://apps.apple.com/app/apple-store/id989719442,,True
https://codefor.de/projekte/hn-codeweek/,Code Week Heilbronn,"http://coworking-heilbronn.org/code-week-heilbronn-2015/, http://blog.opendatalab.de/opendata/2016/01/18/code-week-2015","Code for Heilbronn, Code for Germany",Abgeschlossen,http://coworking-heilbronn.org/code-week-heilbronn-2015/,404.0,https://coworking-heilbronn.org/code-week-heilbronn-2015,,True
https://codefor.de/projekte/dus-cycledorf/,CycleDorf,"http://www.cycledorf.de/, https://github.com/codefordus/CycleDorf-iOS, https://github.com/codefordus/CycleDorf-Android, https://codefordus.hackpad.com/collection/FvUzMKdDmvA","OK Lab Düsseldorf, Code for Germany",Laufend,http://www.cycledorf.de/,,,Connection error,True
https://codefor.de/projekte/dus-cycledorf/,CycleDorf,"http://www.cycledorf.de/, https://github.com/codefordus/CycleDorf-iOS, https://github.com/codefordus/CycleDorf-Android, https://codefordus.hackpad.com/collection/FvUzMKdDmvA","OK Lab Düsseldorf, Code for Germany",Laufend,https://codefordus.hackpad.com/collection/FvUzMKdDmvA,,,"HTTPSConnectionPool(host='codefordus.hackpad.com', port=443): Max retries exceeded with url: /collection/FvUzMKdDmvA (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1007)')))",True
https://codefor.de/projekte/denkmal-magdeburg/,Denkmal Magdeburg,"https://vis.one/denkmal-magdeburg/, https://github.com/code-for-magdeburg/denkmal-magdeburg","OK Lab Magdeburg, Code for Germany",Abgeschlossen,https://vis.one/denkmal-magdeburg/,405.0,https://vis.one/denkmal-magdeburg/,,True
https://codefor.de/projekte/p-hiddenkosmos/,Exploring the Hidden Kosmos,"http://humboldt-kosmos.oklab-potsdam.de/, https://github.com/calculatinginfinity/ExploringTheHiddenKosmos","OK Lab Potsdam, Code for Germany",Abgeschlossen,http://humboldt-kosmos.oklab-potsdam.de/,,,"HTTPSConnectionPool(host='humboldt-kosmos.oklab-potsdam.de', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1007)')))",True
https://codefor.de/projekte/le-fancylvbot/,fancyLVBot,"https://github.com/CodeforLeipzig/fancy_LVB_Telegram_Bot, https://gtfs.leipzig.codefor.de","OK Lab Leipzig, Code for Germany",Laufend,https://gtfs.leipzig.codefor.de,,,Connection error,True
https://codefor.de/projekte/hn-farmbot/,Farmbot // Code for Buga 2019,"https://codeforheilbronn.de/projects/2016-01-01-farmbot, https://codeforheilbronn.de/categories/#farmbot, http://award.codeweek.de/projects/code-for-buga-heilbronn-2016/, https://github.com/opendata-heilbronn/farmbot","Code for Heilbronn, Code for Germany",Abgeschlossen,https://codeforheilbronn.de/projects/2016-01-01-farmbot,404.0,https://codeforheilbronn.de/projects/2016-01-01-farmbot,,True
https://codefor.de/projekte/hn-farmbot/,Farmbot // Code for Buga 2019,"https://codeforheilbronn.de/projects/2016-01-01-farmbot, https://codeforheilbronn.de/categories/#farmbot, http://award.codeweek.de/projects/code-for-buga-heilbronn-2016/, https://github.com/opendata-heilbronn/farmbot","Code for Heilbronn, Code for Germany",Abgeschlossen,http://award.codeweek.de/projects/code-for-buga-heilbronn-2016/,401.0,http://award.codeweek.de/projects/code-for-buga-heilbronn-2016/,,True
https://codefor.de/projekte/dd-freieparkplaetze/,Freie Parkplätze Dresden,"https://ubahn.draco.uberspace.de/opendata/ui/, https://jkliemann.de/parkendd/, https://parkendd.kilian.io, https://mechlab-engineering.de/2015/03/vorhersage-der-parkhausbelegung-mit-offenen-daten/","Open Data Dresden, Code for Germany",Unbekannt,https://ubahn.draco.uberspace.de/opendata/ui/,404.0,https://ubahn.draco.uberspace.de/opendata/ui/,SSL warning (unverified),True
https://codefor.de/projekte/dd-freieparkplaetze/,Freie Parkplätze Dresden,"https://ubahn.draco.uberspace.de/opendata/ui/, https://jkliemann.de/parkendd/, https://parkendd.kilian.io, https://mechlab-engineering.de/2015/03/vorhersage-der-parkhausbelegung-mit-offenen-daten/","Open Data Dresden, Code for Germany",Unbekannt,https://parkendd.kilian.io,,,Connection error,True
https://codefor.de/projekte/grossstadtbaum/,Großstadt-Baum,"http://www.tursics.de/story/grossstadt-baum/, https://github.com/tursics/trees-story","OK Lab Berlin, Code for Germany",Abgeschlossen,http://www.tursics.de/story/grossstadt-baum/,,,Timeout,True
https://codefor.de/projekte/historic-berlin/,Historische Entwicklung Berlins,"http://community.codefor.de/entwicklung-berlins/, https://github.com/jochenklar/entwicklung-berlins","OK Lab Berlin, Code for Germany",Unbekannt,http://community.codefor.de/entwicklung-berlins/,,,Connection error,True
https://codefor.de/projekte/muc-ddj/,How-To Datenjournalismus,http://howto.ddjdach.de,"OK Lab München, Code for Germany",Abgeschlossen,http://howto.ddjdach.de,405.0,https://ddjdach.de/,,True
https://codefor.de/projekte/le-intelligentes-rathaus/,Intelligentes Rathaus Leipzig,"https://stadtratmonitor.codeforleipzig.de, https://github.com/CodeforLeipzig/stadtratmonitor-scraper, https://github.com/CodeforLeipzig/stadtratmonitor-frontend, https://github.com/orgs/CodeforLeipzig/projects/2, https://ratsinfo.leipzig.de","OK Lab Leipzig, Code for Germany",Laufend,https://stadtratmonitor.codeforleipzig.de,404.0,https://stadtratmonitor.codeforleipzig.de/,SSL warning (unverified),True
https://codefor.de/projekte/fl-open-biotope-map/,Interaktive Biotopkarte mit Wertbiotopen und Nichtwertbiotopen,"https://github.com/oklabflensburg/open-biotope-map, https://opendata.schleswig-holstein.de/dataset/biotopkartierung-sh4-flachen-gesamt, https://biotopkarte.oklabflensburg.de","OK Lab Flensburg, Code for Germany",Laufend,https://opendata.schleswig-holstein.de/dataset/biotopkartierung-sh4-flachen-gesamt,,,Connection error,True
https://codefor.de/projekte/fl-open-parcel-map/,Interaktive Flurstücksauskunft für Schleswig-Holstein,"https://github.com/oklabflensburg/open-parcel-map, https://opendata.schleswig-holstein.de/dataset/alkis-schleswig-holstein-ohne-eigentumerangaben, https://flurstuecksauskunft.oklabflensburg.de","OK Lab Flensburg, Code for Germany",Laufend,https://opendata.schleswig-holstein.de/dataset/alkis-schleswig-holstein-ohne-eigentumerangaben,,,Connection error,True
https://codefor.de/projekte/blitzerkarte-chemnitz/,Karte Chemnitzer Blitzer,http://morrisjobke.cartodb.com/viz/00030762-7ce5-11e4-9b32-0e4fddd5de28/public_map,"OK Lab Chemnitz, Code for Germany",Unbekannt,http://morrisjobke.cartodb.com/viz/00030762-7ce5-11e4-9b32-0e4fddd5de28/public_map,404.0,https://carto.com/noneuser.html,SSL warning (unverified),True
https://codefor.de/projekte/bn-opendatamap-nrw/,Karte der Open Data – Angebote in NRW,"http://data.paderta.com/OpenData-NRW-Map/, https://github.com/daimpad/OpenData_Map_NRW","OK Lab Bonn-Rhein-Sieg, Code for Germany",Abgeschlossen,http://data.paderta.com/OpenData-NRW-Map/,404.0,http://data.paderta.com/OpenData-NRW-Map/,,True
https://codefor.de/projekte/p-kitarechner/,Kitarechner für Potsdam,"https://kitarechner.oklab-potsdam.de, https://github.com/open-data-potsdam/Kita-Gebuehrenrechner-Potsdam","OK Lab Potsdam, Code for Germany",Laufend,https://kitarechner.oklab-potsdam.de,,,"HTTPSConnectionPool(host='kitarechner.oklab-potsdam.de', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1007)')))",True
https://codefor.de/projekte/le-kitas_und_schulen_in_leipzig/,Kitas und Schulen Verzeichnis Leipzig,"http://www.leipzig.de/jugend-familie-und-soziales/schulen-und-bildung/schulen/, https://github.com/CodeforLeipzig/kidsle, https://kidsle.leipzig.codefor.de/","OK Lab Leipzig, Code for Germany",Abgeschlossen,https://kidsle.leipzig.codefor.de/,,,Connection error,True
https://codefor.de/projekte/hn-klickde/,Klick Deutschland,"http://klickde.opendatalab.de/, https://github.com/opendatalab-de/click_that_hood","Code for Heilbronn, Code for Germany",Abgeschlossen,http://klickde.opendatalab.de/,403.0,https://klickde.opendatalab.de/,SSL warning (unverified),True
