Quelle,Projektname,Webseite-Link,Organisation,Status,_single_url,status_code,final_url,error,Website_has_changed
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,MBAZA A.I CHATBOT ,https://digitalumuganda.com/chatbot/,"Digital Umuganda, GIZ",Unbekannt,https://digitalumuganda.com/chatbot/,404.0,https://digitalumuganda.com/chatbot,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,OTT,https://nortal.com/de/einblicke/ott-eine-ki-gestutzte-erfolgsgeschichte-im-offentlichen-sektor/,Estonia Unemployment Insurance Fund,Unbekannt,https://nortal.com/de/einblicke/ott-eine-ki-gestutzte-erfolgsgeschichte-im-offentlichen-sektor/,404.0,https://nortal.com/de-de/einblicke/ott-eine-ki-gestutzte-erfolgsgeschichte-im-offentlichen-sektor/,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,ReCirCe,https://www.recirce.de/ https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/recirce/,"GreenDelta GmbH (mit Deutsches Forschungszentrum für Künstliche Intelligenz GmbH (DFKI), Technische Universität Darmstadt - FG Stoffstrommanagement und Ressourcenwirtschaft (SuR), Fraunhofer-Einrichtung für Wertstoffkreisläufe und Ressourcenstrategie (IWKS))",Unbekannt,https://www.recirce.de/,,,Connection error,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,CognitiveWeeding,https://cognitive-weeding.de/projekterklaerung/,"Hochschule Osnabrück, AMAZONEN-WERKE H. DREYER SE & Co. KG",Unbekannt,https://cognitive-weeding.de/projekterklaerung/,,,"HTTPSConnectionPool(host='cognitive-weeding.de', port=443): Max retries exceeded with url: /projekterklaerung/ (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1007)')))",True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Korn Recycling / Müll Sortierung,https://www.wirtschaft-digital-bw.de/ki-made-in-bw/innovationswettbewerb-ki-fuer-kmu/hyperspec-sortierung-von-wertstoffen,"Hochschule Reutlingen, Korn Recycling GmbH, LuxFlux GmbH",Unbekannt,https://www.wirtschaft-digital-bw.de/ki-made-in-bw/innovationswettbewerb-ki-fuer-kmu/hyperspec-sortierung-von-wertstoffen,404.0,https://www.wirtschaft-digital-bw.de/ki-made-in-bw/innovationswettbewerb-ki-fuer-kmu/hyperspec-sortierung-von-wertstoffen,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,C-19,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen (S.22),"ITZBund, Ministerien und Behörden",Unbekannt,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen,404.0,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,C-19,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen (S.22),"ITZBund, Ministerien und Behörden",Unbekannt,(S.22),,,Connection error,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Methods for Extremely Rapid Observation of Nutritional Status (MERON),https://kimetrica.com/our-projects/?country=&service=&search=Methods+for+Extremely+Rapid+Observation+of+Nutritional+Status#start,Kimetrica (Affiliate of the American Institutes for Research),Abgeschlossen,https://kimetrica.com/our-projects/?country=&service=&search=Methods+for+Extremely+Rapid+Observation+of+Nutritional+Status#start,,,Connection error,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KIVI ,https://www.medienanstalt-nrw.de/imagebroschuere/viel-mehr-als-nur-loeschen.html,Landesanstalt für Medien NRW,Unbekannt,https://www.medienanstalt-nrw.de/imagebroschuere/viel-mehr-als-nur-loeschen.html,404.0,https://www.medienanstalt-nrw.de/imagebroschuere/viel-mehr-als-nur-loeschen.html,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,General Computer Vision for Healthcare,https://de.mi4people.org/general-computer-vision-for-healthcare,MI4People,Laufend,https://de.mi4people.org/general-computer-vision-for-healthcare,404.0,https://www.mi4people.org/general-computer-vision-for-healthcare,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Marine Litter Detection via Satellites,https://de.mi4people.org/marinelitterdetectionviasatellites,MI4People,Laufend,https://de.mi4people.org/marinelitterdetectionviasatellites,404.0,https://www.mi4people.org/marinelitterdetectionviasatellites,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Soil Quality Evaluation System,https://de.mi4people.org/soil-quality-evaluation-system,MI4People,Laufend,https://de.mi4people.org/soil-quality-evaluation-system,404.0,https://www.mi4people.org/soil-quality-evaluation-system,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Syrianarchive,https://syrianarchive.org/en/about/methods-tools,"Mnemonic, a non-profit organisation",Unbekannt,https://syrianarchive.org/en/about/methods-tools,404.0,https://syrianarchive.org/en/about/methods-tools,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Kilkari,https://armman.org/about-us/,nonprofit organisation,Unbekannt,https://armman.org/about-us/,,,Connection error,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Business for Ocean Sustainability,https://www.mckinsey.com/about-us/new-at-mckinsey-blog/with-gen-ai-we-are-helping-green-businesses-strengthen-our-blue-economy,One Ocean Foundation & McKinsey,Abgeschlossen,https://www.mckinsey.com/about-us/new-at-mckinsey-blog/with-gen-ai-we-are-helping-green-businesses-strengthen-our-blue-economy,,,Timeout,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KI-Inspire,https://www.lms.ovgu.de/Forschung/Aktuelle+Projekte/KI_INSPIRE+%7C+Anwendung+von+KI+f%C3%BCr+den+Strahlenschutz-p-332.html https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ki-inspire/,"Otto-von-Guericke-Universität, Universität Lübeck, Deutsches Krebsforschungszentrum",Laufend,https://www.lms.ovgu.de/Forschung/Aktuelle+Projekte/KI_INSPIRE+%7C+Anwendung+von+KI+f%C3%BCr+den+Strahlenschutz-p-332.html,404.0,https://www.lms.ovgu.de/Forschung/Aktuelle+Projekte/KI_INSPIRE+%7C+Anwendung+von+KI+f%C3%BCr+den+Strahlenschutz-p-332.html,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Uwazi,https://uwazi.io/about/,"Projekt, Anwendung",Unbekannt,https://uwazi.io/about/,404.0,https://uwazi.io/about/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Health center chatbot,https://ai.hel.fi/en/health-center-chatbot/,Stadt Helsinki,Unbekannt,https://ai.hel.fi/en/health-center-chatbot/,404.0,https://ai.hel.fi/en/health-center-chatbot/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Maternity clinic chatbot NeRo,https://ai.hel.fi/en/maternity-clinic-chatbot-nero/,Stadt Helsinki,Unbekannt,https://ai.hel.fi/en/maternity-clinic-chatbot-nero/,404.0,https://ai.hel.fi/en/maternity-clinic-chatbot-nero/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Handwerkstatistiken,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen,Statistisches Bundesamt,Unbekannt,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen,404.0,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Kudu,https://ai4sibook.org/kudu/; ,unclear,Unbekannt,https://ai4sibook.org/kudu/,406.0,https://ai4sibook.org/kudu/,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Komp-Hi,https://komp-hi.de/,Universität Kassel,Abgeschlossen,https://komp-hi.de/,,,Timeout,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KIkKa,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/klkka/,"Variolytics GmbH, Hohenstaufenstadt Göppingen (Stadtentwässerung Göppingen), Universität Kassel (Fachgebiet Siedlungswasserwirtschaft, Institut für Wasser, Abfall, Umwelt), Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V. (Institut für Grenzflächen- und Bioverfahrenstechnik)",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/klkka/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/klkka/,,False
https://de.mi4people.org/general-computer-vision-for-healthcare,General Computer Vision für das Gesundheitswesen,https://de.mi4people.org/general-computer-vision-for-healthcare,MI4People gGmbH,In Weiterentwicklung,https://de.mi4people.org/general-computer-vision-for-healthcare,404.0,https://www.mi4people.org/general-computer-vision-for-healthcare,,True
https://paris-bikes-wfiz3bgwsa-ew.a.run.app,Paris Parking Demand Index,https://paris-bikes-wfiz3bgwsa-ew.a.run.app/,"CorrelAid, City of Paris",Im Testbetrieb,https://paris-bikes-wfiz3bgwsa-ew.a.run.app/,,,Timeout,True
https://laureus.shinyapps.io/Safeinsport-selfaudit/,Safeguarding Self-Audit,https://laureus.shinyapps.io/Safeinsport-selfaudit/,"Laureus, ISFC (International Safeguards for Children in Sport)",In Betrieb,https://laureus.shinyapps.io/Safeinsport-selfaudit/,405.0,https://laureus.shinyapps.io/Safeinsport-selfaudit/,,False
https://goodcitylife.org/chattymaps/project.php,Chatty Maps,"https://goodcitylife.org/chattymaps/project.php, https://goodcitylife.org/chattymaps/index.php","Nokia Bell Labs, Turin University, Goodcitylife.org",In Betrieb,https://goodcitylife.org/chattymaps/project.php,406.0,https://goodcitylife.org/chattymaps/project.php,,True
https://goodcitylife.org/chattymaps/project.php,Chatty Maps,"https://goodcitylife.org/chattymaps/project.php, https://goodcitylife.org/chattymaps/index.php","Nokia Bell Labs, Turin University, Goodcitylife.org",In Betrieb,https://goodcitylife.org/chattymaps/index.php,406.0,https://goodcitylife.org/chattymaps/index.php,,True
https://www.das-steht-dir-zu.de/,Das steht dir zu,"https://www.das-steht-dir-zu.de/start/, http://ki-chat.das-steht-dir-zu.de/, https://www.das-steht-dir-zu.de/arbeit/buergergeld/der-buergergeld-rechner/",Caritas in NRW und die Caritas- und Fachverbände in Nordrhein-Westfalen,In Betrieb,http://ki-chat.das-steht-dir-zu.de/,405.0,https://ki-chat.das-steht-dir-zu.de/,,True
https://Sunflower Care,Sunflower Care,https://Sunflower Care,sunflower care e.V.,Unbekannt,https://Sunflower,,,Connection error,True
https://Sunflower Care,Sunflower Care,https://Sunflower Care,sunflower care e.V.,Unbekannt,Care,,,Connection error,True
https://de.mi4people.org/covision,CoVision,https://covision.app/,"MI4People, InnovationLab der Stadt München, Bayerischer Blinden- und Sehbehindertenbund, TUM.ai",In Weiterentwicklung,https://covision.app/,,,Connection error,True
https://de.mi4people.org/artificialintelligenceforpediatricrarediseases,Künstliche Intelligenz für seltene Kinderkrankheiten,https://de.mi4people.org/artificialintelligenceforpediatricrarediseases,"MI4People, Care for Rare Foundation, Dr. von Haunersches Kinderspital (Ludwig-Maximilians-Universität München)",In Weiterentwicklung,https://de.mi4people.org/artificialintelligenceforpediatricrarediseases,404.0,https://www.mi4people.org/artificialintelligenceforpediatricrarediseases,,True
https://genialsozial - Sächsische Jugendstiftung,Prozessdigitalisierung bei der Sächsischen Jugendstiftung,https://genialsozial - Sächsische Jugendstiftung,Sächsische Jugendstiftung,Unbekannt,https://genialsozial,,,Connection error,True
https://genialsozial - Sächsische Jugendstiftung,Prozessdigitalisierung bei der Sächsischen Jugendstiftung,https://genialsozial - Sächsische Jugendstiftung,Sächsische Jugendstiftung,Unbekannt,-,,,Connection error,True
https://genialsozial - Sächsische Jugendstiftung,Prozessdigitalisierung bei der Sächsischen Jugendstiftung,https://genialsozial - Sächsische Jugendstiftung,Sächsische Jugendstiftung,Unbekannt,Sächsische,,,Connection error,True
https://genialsozial - Sächsische Jugendstiftung,Prozessdigitalisierung bei der Sächsischen Jugendstiftung,https://genialsozial - Sächsische Jugendstiftung,Sächsische Jugendstiftung,Unbekannt,Jugendstiftung,,,Connection error,True
https://citylab-berlin.org/de/projects/stadtlabor2go/,Stadtlabor2Go,"https://citylab-berlin.org/de/projects/labcamp/, https://zukunftswerk.wiesbaden.de/, https://www.moenchengladbach.de/de/aktuell-aktiv/newsroom/das-neue-stadtlabormg-sorgt-fuer-digitale-bildung-und-beteiligung-rund-um-die-digitalisierung-der-stadt, https://citylab-berlin.org/de/blog/digitale-souveraenitaet-fuer-die-berliner-verwaltung/, https://citylab-berlin.org/en/newsletter, https://gemeinsamdigital.berlin.de/de/, https://citylab-berlin.org/de/wissensspeicher/, https://kiezlabor.de/, https://www.wiesbaden.de/wirtschaft/wirtschaftsstandort/zukunftswerk.php, https://citylab-berlin.org/de/blog/prototyping-im-stadtraum/, https://www.egovernment.de/nutzerzentrierte-digitalisierung-im-stadtlabor2go-a-c21179e2f18ba56f79f015e7d74f5da8/, https://citylab-berlin.org/de/blog/theorie-trifft-realitaet-warum-prozesse-selten-so-ablaufen-wie-geplant/",CityLAB Berlin,Laufend,https://www.wiesbaden.de/wirtschaft/wirtschaftsstandort/zukunftswerk.php,404.0,https://www.wiesbaden.de/wirtschaft/wirtschaftsstandort/zukunftswerk,,True
https://citylab-berlin.org/de/projects/labcamp/,LabCamp,"https://www.notion.so/politicsfortomorrow/LabCamp-Vernetzungstreffen-ffentlicher-Innovationslabore-344f776f4ddd46f8b20dfe93f8e29a4f, https://join.slack.com/t/labcamp-workspace/shared_invite/zt-29n7h1zib-eSo5kqtGZFNGCZbF67xGxA, https://www.witi-innovation.de/atlas-der-innovation/, https://next-netz.de/, https://citylab-berlin.org/wp-content/uploads/2019/06/LabCamp-Positionspapier-20240808finaleversion.pdf, https://citylab-berlin.org/de/newsletter/, https://dit.bund.de/, https://stadtlabor-soest.de/, https://citylab-berlin.org/de/start/, https://www.politicsfortomorrow.eu/",CityLAB Berlin,Laufend,https://www.witi-innovation.de/atlas-der-innovation/,503.0,https://www.witi-innovation.de/atlas-der-innovation/,SSL warning (unverified),True
https://citylab-berlin.org/de/projects/labcamp/,LabCamp,"https://www.notion.so/politicsfortomorrow/LabCamp-Vernetzungstreffen-ffentlicher-Innovationslabore-344f776f4ddd46f8b20dfe93f8e29a4f, https://join.slack.com/t/labcamp-workspace/shared_invite/zt-29n7h1zib-eSo5kqtGZFNGCZbF67xGxA, https://www.witi-innovation.de/atlas-der-innovation/, https://next-netz.de/, https://citylab-berlin.org/wp-content/uploads/2019/06/LabCamp-Positionspapier-20240808finaleversion.pdf, https://citylab-berlin.org/de/newsletter/, https://dit.bund.de/, https://stadtlabor-soest.de/, https://citylab-berlin.org/de/start/, https://www.politicsfortomorrow.eu/",CityLAB Berlin,Laufend,https://dit.bund.de/,,,Connection error,True
https://citylab-berlin.org/de/projects/summerschool/,Summer School,"https://campus-stories.htw-berlin.de/jahr/2024/welche-papiere-fuer-ein-berlin-semester-frag-lia/, https://hydrotower.de/, https://spore-initiative.org/de/ueber-spore/im-werden/, https://edgecity.htw-berlin.de/, https://junge-tueftler.de/, https://citylab-berlin.org/de/blog/summer-school-kottiflow/, https://citylab-berlin.org/de/events/summerschool2021/, https://zukunftstadt.berlin/transferale, https://www.berlin.de/lb/intmig/, https://citylab-berlin.org/de/events/urbaninnovation/, https://citylab-berlin.org/de/events/summer-school-2023/, https://radbahn.berlin/de, https://www.fixmycity.de/, https://citylab-berlin.org/events/summerschool2020/, https://www.dw.com/en/digital-solutions-for-sustainable-cities/av-55899838, https://minor-kontor.de/, https://citylab-berlin.org/de/blog/welcome-to-berlin-die-citylab-summer-school-2024/, https://www.flickr.com/photos/182217318@N05/albums/72157711071189623, https://citylab-berlin.org/de/blog/summer-school-2023-prototyping-fur-die-gesunde-stadt/, https://citylab-berlin.org/de/events/summer-school-2024/, https://citylab-berlin.org/de/events/summer-school-2025-stadt-wald-labor-digitale-perspektiven-auf-oekologische-raeume/, https://citylab-berlin.org/de/events/summer-school-2022-gruene-welle/",CityLAB Berlin,Laufend,https://edgecity.htw-berlin.de/,,,Connection error,True
https://citylab-berlin.org/de/projects/hacking-box-goes-citylab/,Hacking Box goes CityLAB Berlin,https://www.technologiestiftung-berlin.de/projekte/hacking-box,CityLAB Berlin,Laufend,https://www.technologiestiftung-berlin.de/projekte/hacking-box,,,Timeout,True
https://citylab-berlin.org/de/projects/digitalvereint/,Digital Vereint – mit digitalen Tools das Berliner Ehrenamt stärken,"Ausgangslage:, https://www.digital-vereint.berlin/de, https://digital-vereint.berlin/de, https://citylab-berlin.org/de/blog/vier-jahre-digital-vereint-ein-rueckblick/",CityLAB Berlin,Abgeschlossen,Ausgangslage:,,,Connection error,True
https://citylab-berlin.org/de/projects/qtrees/,Quantified Trees (Qtrees): Intelligente Bewässerungsvorhersage für Stadtbäume,"https://www.bmu.de/, https://citylab-berlin.org/wp-admin/myrian.rigal@ts.berlin, https://www.berlin.de/ba-mitte/politik-und-verwaltung/aemter/strassen-und-gruenflaechenamt/, https://baumblick.qtrees.ai, https://www.technologiestiftung-berlin.de/de/startseite/",CityLAB Berlin,Abgeschlossen,https://citylab-berlin.org/wp-admin/myrian.rigal@ts.berlin,404.0,https://citylab-berlin.org/wp-admin/myrian.rigal@ts.berlin,,True
https://citylab-berlin.org/de/projects/afs-dashboard/,Verwaltungsdashboard,"https://www.berlin.de/rbmskzl/politik/verwaltungssteuerung/aktuelles/artikel.1097486.php, https://citylab-berlin.org/de/blog/dash-neues-monitoring-dashboard-fuer-die-berliner-verwaltung/",CityLAB Berlin,Abgeschlossen,https://www.berlin.de/rbmskzl/politik/verwaltungssteuerung/aktuelles/artikel.1097486.php,404.0,https://www.berlin.de/rbmskzl/politik/verwaltungssteuerung/aktuelles/artikel.1097486.php,,True
https://citylab-berlin.org/de/projects/schatten/,Berliner Erfrischungskarte,"https://erfrischungskarte.odis-berlin.de, https://fbinter.stadt-berlin.de/fb/index.jsp?loginkey=zoomStart&mapId=k_dom@senstadt&bbox=387046,5818588,391547,5821400, https://www.berlin.de/umweltatlas/klima/klimaanalyse/2014/karten/, https://github.com/technologiestiftung/berlin-shade-map, https://odis-berlin.de",CityLAB Berlin,Abgeschlossen,5818588,,,Connection error,True
https://citylab-berlin.org/de/projects/schatten/,Berliner Erfrischungskarte,"https://erfrischungskarte.odis-berlin.de, https://fbinter.stadt-berlin.de/fb/index.jsp?loginkey=zoomStart&mapId=k_dom@senstadt&bbox=387046,5818588,391547,5821400, https://www.berlin.de/umweltatlas/klima/klimaanalyse/2014/karten/, https://github.com/technologiestiftung/berlin-shade-map, https://odis-berlin.de",CityLAB Berlin,Abgeschlossen,391547,,,Connection error,True
https://citylab-berlin.org/de/projects/schatten/,Berliner Erfrischungskarte,"https://erfrischungskarte.odis-berlin.de, https://fbinter.stadt-berlin.de/fb/index.jsp?loginkey=zoomStart&mapId=k_dom@senstadt&bbox=387046,5818588,391547,5821400, https://www.berlin.de/umweltatlas/klima/klimaanalyse/2014/karten/, https://github.com/technologiestiftung/berlin-shade-map, https://odis-berlin.de",CityLAB Berlin,Abgeschlossen,5821400,,,Connection error,True
https://citylab-berlin.org/de/projects/clair/,Clair Berlin,"https://clair-berlin.de/mitmachen.html, https://www.technologiestiftung-berlin.de/projekte/como-berlin, https://clair-berlin.de/",CityLAB Berlin,Abgeschlossen,https://clair-berlin.de/mitmachen.html,,,"HTTPSConnectionPool(host='clair-berlin.de', port=443): Max retries exceeded with url: /mitmachen.html (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1007)')))",True
https://citylab-berlin.org/de/projects/clair/,Clair Berlin,"https://clair-berlin.de/mitmachen.html, https://www.technologiestiftung-berlin.de/projekte/como-berlin, https://clair-berlin.de/",CityLAB Berlin,Abgeschlossen,https://www.technologiestiftung-berlin.de/projekte/como-berlin,,,Timeout,True
https://citylab-berlin.org/de/projects/clair/,Clair Berlin,"https://clair-berlin.de/mitmachen.html, https://www.technologiestiftung-berlin.de/projekte/como-berlin, https://clair-berlin.de/",CityLAB Berlin,Abgeschlossen,https://clair-berlin.de/,,,"HTTPSConnectionPool(host='clair-berlin.de', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1007)')))",True
https://citylab-berlin.org/de/projects/startupmapping/,Berlin Urban Tech-Datenbank,https://www.urbanimpact.eu,CityLAB Berlin,Abgeschlossen,https://www.urbanimpact.eu,,,Timeout,True
