Quelle,Projektname,Webseite-Link,Organisation,Status,_single_url,status_code,final_url,error,Website_has_changed
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,PlasticObs_plus,https://www.plasticobs.de/   https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/plasticobs-plus/,"Deutsches Forschungszentrum für Künstliche Intelligenz GmbH, OPTIMARE Systems GmbH, Jade Hochschule Wilhelmshaven, Oldenburg, Elsflet, everwave GmbH",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/plasticobs-plus/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/plasticobs-plus/,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,AuSeSol_AI,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ausesol-ai/,"Deutsches Zentrum für Luft- und Raumfahrt e.V. (DLR), Concentrating Solar Power España S.L (CSPS), Industrial Solar GmbH, Technische Universität München, Forschungszentrum Jülich GmbH, fortiss GmbH",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ausesol-ai/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ausesol-ai/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Smart Recycling,https://robotik.dfki-bremen.de/de/forschung/projekte/smartrecycling-up/ https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/smart-recycling-up/,DFKI Bremen,Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/smart-recycling-up/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/smart-recycling-up/,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,MBAZA A.I CHATBOT ,https://digitalumuganda.com/chatbot/,"Digital Umuganda, GIZ",Unbekannt,https://digitalumuganda.com/chatbot/,404.0,https://digitalumuganda.com/chatbot,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,OTT,https://nortal.com/de/einblicke/ott-eine-ki-gestutzte-erfolgsgeschichte-im-offentlichen-sektor/,Estonia Unemployment Insurance Fund,Unbekannt,https://nortal.com/de/einblicke/ott-eine-ki-gestutzte-erfolgsgeschichte-im-offentlichen-sektor/,404.0,https://nortal.com/de-de/einblicke/ott-eine-ki-gestutzte-erfolgsgeschichte-im-offentlichen-sektor/,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Claudette Tool ,http://claudette.eui.eu/demo/,"European University Institute: Law Department, (led by professors Giovanni Sartor and Hans-W. Micklitz) & engineers from University of Bologna and University of Modena and Reggio Emilia",Unbekannt,http://claudette.eui.eu/demo/,,,Connection error,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KISTE,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/kiste/,"Forschungszentrum Jülich GmbH, Universität zu Köln, 52° North Initiative for Geospatial Open Source Software GmbH, Rheinisch-Westfälische Technische Hochschule Aachen, Rheinische Friedrich-Wilhelms-Universität Bonn, Ambrosys GmbH",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/kiste/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/kiste/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Smart-E-Factory,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/smart-e-factory/,"Fraunhofer-Anwendungszentrum Industrial Automation des IOSB-INA, Hadi-Plast GmbH, IANUS Simulation GmbH, Technische Hochschule Ostwestfalen-Lippe (Institut für Energieforschung – iFE)",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/smart-e-factory/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/smart-e-factory/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,DESIRE4ELECTRONICS,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/desire4electronics/,"Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V., acp systems AG, United Nations Institute for Training and Research (UNITAR), Deprag Schulz GmbH u. Co.",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/desire4electronics/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/desire4electronics/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,DeepBirdDetect,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/deepbirddetect/,"Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e.V. (Institut für Energiewirtschaft und Energiesystemtechnik), Universität Kassel (Fachgebiet Intelligente Eingebettete Systeme), Christian-Albrechts-Universität zu Kiel (Arbeitsgruppe Intelligente Systeme), Technische Universität Chemnitz (Fakultät für Informatik - Professur Medieninformatik)",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/deepbirddetect/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/deepbirddetect/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,ReCirCe,https://www.recirce.de/ https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/recirce/,"GreenDelta GmbH (mit Deutsches Forschungszentrum für Künstliche Intelligenz GmbH (DFKI), Technische Universität Darmstadt - FG Stoffstrommanagement und Ressourcenwirtschaft (SuR), Fraunhofer-Einrichtung für Wertstoffkreisläufe und Ressourcenstrategie (IWKS))",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/recirce/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/recirce/,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,EKAPEx,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ekapex/,"Hasso-Plattner-Institut für Digital Engineering gGmbH, Technische Universität München (School of Engineering and Design), Helmholtz-Zentrum Potsdam (Deutsches GeoForschungsZentrum)",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ekapex/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ekapex/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,RecyclaBot,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/recyclebot/,"Hochschule Aalen - Hochschule für Technik und Wirtschaft, Gesellschaft im Ostalbkreis für Abfallbewirtschaftung mbH, GreenDelta GmbH, WeSort.Al GmbH, Holzer GmbH",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/recyclebot/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/recyclebot/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,IsoSens,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/isosens/,"Hochschule für Angewandte Wissenschaften Hamburg, Zukunft – Umwelt – Gesellschaft (ZUG) gGmbH",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/isosens/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/isosens/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,CognitiveWeeding,https://cognitive-weeding.de/projekterklaerung/,"Hochschule Osnabrück, AMAZONEN-WERKE H. DREYER SE & Co. KG",Unbekannt,https://cognitive-weeding.de/projekterklaerung/,,,"HTTPSConnectionPool(host='cognitive-weeding.de', port=443): Max retries exceeded with url: /projekterklaerung/ (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1007)')))",True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Korn Recycling / Müll Sortierung,https://www.wirtschaft-digital-bw.de/ki-made-in-bw/innovationswettbewerb-ki-fuer-kmu/hyperspec-sortierung-von-wertstoffen,"Hochschule Reutlingen, Korn Recycling GmbH, LuxFlux GmbH",Unbekannt,https://www.wirtschaft-digital-bw.de/ki-made-in-bw/innovationswettbewerb-ki-fuer-kmu/hyperspec-sortierung-von-wertstoffen,404.0,https://www.wirtschaft-digital-bw.de/ki-made-in-bw/innovationswettbewerb-ki-fuer-kmu/hyperspec-sortierung-von-wertstoffen,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,GreenTwin,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/greentwin/,"Hochschule Trier – Umwelt Campus Birkenfeld, PSI Logistics GmbH, DFKI, RWTH Aachen",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/greentwin/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/greentwin/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,WindGISKI,https://www.iph-hannover.de/de/forschung/forschungsprojekte/?we_objectID=5712 https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/windgiski/,Institut für integrierte Produktion Hannover,Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/windgiski/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/windgiski/,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,C-19,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen (S.22),"ITZBund, Ministerien und Behörden",Unbekannt,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen,404.0,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,C-19,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen (S.22),"ITZBund, Ministerien und Behörden",Unbekannt,(S.22),,,Connection error,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Methods for Extremely Rapid Observation of Nutritional Status (MERON),https://kimetrica.com/our-projects/?country=&service=&search=Methods+for+Extremely+Rapid+Observation+of+Nutritional+Status#start,Kimetrica (Affiliate of the American Institutes for Research),Abgeschlossen,https://kimetrica.com/our-projects/?country=&service=&search=Methods+for+Extremely+Rapid+Observation+of+Nutritional+Status#start,,,Connection error,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KIVI ,https://www.medienanstalt-nrw.de/imagebroschuere/viel-mehr-als-nur-loeschen.html,Landesanstalt für Medien NRW,Unbekannt,https://www.medienanstalt-nrw.de/imagebroschuere/viel-mehr-als-nur-loeschen.html,404.0,https://www.medienanstalt-nrw.de/imagebroschuere/viel-mehr-als-nur-loeschen.html,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,General Computer Vision for Healthcare,https://de.mi4people.org/general-computer-vision-for-healthcare,MI4People,Laufend,https://de.mi4people.org/general-computer-vision-for-healthcare,404.0,https://www.mi4people.org/general-computer-vision-for-healthcare,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Marine Litter Detection via Satellites,https://de.mi4people.org/marinelitterdetectionviasatellites,MI4People,Laufend,https://de.mi4people.org/marinelitterdetectionviasatellites,404.0,https://www.mi4people.org/marinelitterdetectionviasatellites,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Soil Quality Evaluation System,https://de.mi4people.org/soil-quality-evaluation-system,MI4People,Laufend,https://de.mi4people.org/soil-quality-evaluation-system,404.0,https://www.mi4people.org/soil-quality-evaluation-system,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Syrianarchive,https://syrianarchive.org/en/about/methods-tools,"Mnemonic, a non-profit organisation",Unbekannt,https://syrianarchive.org/en/about/methods-tools,404.0,https://syrianarchive.org/en/about/methods-tools,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Kilkari,https://armman.org/about-us/,nonprofit organisation,Unbekannt,https://armman.org/about-us/,406.0,https://armman.org/about-us/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Business for Ocean Sustainability,https://www.mckinsey.com/about-us/new-at-mckinsey-blog/with-gen-ai-we-are-helping-green-businesses-strengthen-our-blue-economy,One Ocean Foundation & McKinsey,Abgeschlossen,https://www.mckinsey.com/about-us/new-at-mckinsey-blog/with-gen-ai-we-are-helping-green-businesses-strengthen-our-blue-economy,,,Timeout,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,WERTIS-KI,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/wertis-ki/,"Ostfalia Hochschule für angewandte Wissenschaften - Hochschule Braunschweig, Wolfenbüttel (Institut für Recycling), Abfallwirtschafts- und Beschäftigungsbetriebe Landkreis Peine, GE-T GmbH, dida Datenschmiede GmbH",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/wertis-ki/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/wertis-ki/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KI-Inspire,https://www.lms.ovgu.de/Forschung/Aktuelle+Projekte/KI_INSPIRE+%7C+Anwendung+von+KI+f%C3%BCr+den+Strahlenschutz-p-332.html https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ki-inspire/,"Otto-von-Guericke-Universität, Universität Lübeck, Deutsches Krebsforschungszentrum",Laufend,https://www.lms.ovgu.de/Forschung/Aktuelle+Projekte/KI_INSPIRE+%7C+Anwendung+von+KI+f%C3%BCr+den+Strahlenschutz-p-332.html,404.0,https://www.lms.ovgu.de/Forschung/Aktuelle+Projekte/KI_INSPIRE+%7C+Anwendung+von+KI+f%C3%BCr+den+Strahlenschutz-p-332.html,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KI-Inspire,https://www.lms.ovgu.de/Forschung/Aktuelle+Projekte/KI_INSPIRE+%7C+Anwendung+von+KI+f%C3%BCr+den+Strahlenschutz-p-332.html https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ki-inspire/,"Otto-von-Guericke-Universität, Universität Lübeck, Deutsches Krebsforschungszentrum",Laufend,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ki-inspire/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/ki-inspire/,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Health center chatbot,https://ai.hel.fi/en/health-center-chatbot/,Stadt Helsinki,Unbekannt,https://ai.hel.fi/en/health-center-chatbot/,404.0,https://ai.hel.fi/en/health-center-chatbot/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Maternity clinic chatbot NeRo,https://ai.hel.fi/en/maternity-clinic-chatbot-nero/,Stadt Helsinki,Unbekannt,https://ai.hel.fi/en/maternity-clinic-chatbot-nero/,404.0,https://ai.hel.fi/en/maternity-clinic-chatbot-nero/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Handwerkstatistiken,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen,Statistisches Bundesamt,Unbekannt,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen,404.0,https://www.oeffentliche-it.de/documents/10181/14412/KI+im+Beh%C3%B6rdeneinsatz+-+Erfahrungen+und+Empfehlungen,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Flora Incognita,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/natura-incognita/,"Technische Universität Ilmenau, Max-Planck-Gesellschaft zur Förderung der Wissenschaften e. V.",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/natura-incognita/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/natura-incognita/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Natura Incognita,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/natura-incognita/,"Technische Universität Ilmenau, Max-Planck-Gesellschaft zur Förderung der Wissenschaften e. V.",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/natura-incognita/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/natura-incognita/,,False
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Kudu,https://ai4sibook.org/kudu/; ,unclear,Unbekannt,https://ai4sibook.org/kudu/,406.0,https://ai4sibook.org/kudu/,,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,Komp-Hi,https://komp-hi.de/,Universität Kassel,Abgeschlossen,https://komp-hi.de/,,,Timeout,True
https://huggingface.co/datasets/hiig-ai-lab/publicinterest-ai-projects/blob/main/Public%20Interest%20AI%20Projects%202024.xlsx,KIkKa,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/klkka/,"Variolytics GmbH, Hohenstaufenstadt Göppingen (Stadtentwässerung Göppingen), Universität Kassel (Fachgebiet Siedlungswasserwirtschaft, Institut für Wasser, Abfall, Umwelt), Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V. (Institut für Grenzflächen- und Bioverfahrenstechnik)",Unbekannt,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/klkka/,404.0,https://www.z-u-g.org/foerderung/ki-leuchttuerme-fuer-umwelt-klima-natur-und-ressourcen/projekt/klkka/,,False
