Index,Quelle,Projektname,Einsatzbereich,Webseite-Link,Organisation,Status,Kurzzusammenfassung,Lizenz,Lizenz-Organisation
10,https://citylab-berlin.org/de/projects/hilf-mir-berlin/,Hilf-Mir.Berlin,"DE, Innovative Verwaltung",https://citylab-berlin.org/de/projects/hilf-mir-berlin/,CityLAB Berlin,In Planung,Hilf-Mir.Berlin fasst das Angebot von über 200 Beratungsstellen erstmals übersichtlich zusammen. ,CC-BY 4.0,https://citylab-berlin.org
11,https://citylab-berlin.org/de/projects/talking-treebot/,Talking Treebot,"DE, Energie und Nachhaltigkeit, Offene Daten, offene Städte",https://citylab-berlin.org/de/projects/talking-treebot/,CityLAB Berlin,In Planung,Der Talking Treebot gibt den Berliner Stadtbäumen mit Hilfe von Künstlicher Intelligenz eine Stimme.,CC-BY 4.0,https://citylab-berlin.org
12,https://citylab-berlin.org/de/projects/buergeramt-der-zukunft-tagebuchstudie/,Bürgeramt der Zukunft,"DE, Innovative Verwaltung",https://citylab-berlin.org/de/projects/buergeramt-der-zukunft-tagebuchstudie/,CityLAB Berlin,In Planung,"Das Ziel des Projekts Bürgeramt der Zukunft ist es, ein tieferes Verständnis für die Arbeit und die Abläufe in der Verwaltung zu erhalten und diese hinsichtlich ihrer Nutzer:innenorientierung zu verbessern.",CC-BY 4.0,https://citylab-berlin.org
13,https://citylab-berlin.org/de/projects/citylab-roadshow/,CityLAB Roadshow,"DE, Innovative Verwaltung",https://citylab-berlin.org/de/projects/citylab-roadshow/,CityLAB Berlin,In Planung,Das CityLAB Berlin kommt zum Hausbesuch.,CC-BY 4.0,https://citylab-berlin.org
14,https://citylab-berlin.org/de/projects/berliner-energiecheckpoint/,Berliner EnergieCheckpoint,"DE, Offene Daten, offene Städte",https://citylab-berlin.org/de/projects/berliner-energiecheckpoint/,CityLAB Berlin,In Planung,Der EnergieCheckpoint zeigt Daten zum Energieverbrauch öffentlicher Gebäude.,CC-BY 4.0,https://citylab-berlin.org
15,https://citylab-berlin.org/de/projects/smart_city/,Gemeinsam Digital: Berlin,"DE, Smart Cities für alle",https://citylab-berlin.org/de/projects/smart_city/,CityLAB Berlin,In Planung,Wir unterstützen die Maßnahmen der Smart City Strategie “Gemeinsam Digital: Berlin”.,CC-BY 4.0,https://citylab-berlin.org
16,https://citylab-berlin.org/de/projects/ki-zum-anfassen-unsere-interaktiven-exponate/,KI zum Anfassen,"DE, Prototyping",https://citylab-berlin.org/de/projects/ki-zum-anfassen-unsere-interaktiven-exponate/,CityLAB Berlin,In Planung,"Hier stellen wir euch vier unserer aktuellen KI-Experimente vor, die in unserem Prototyping-Team entstanden sind.",CC-BY 4.0,https://citylab-berlin.org
17,https://citylab-berlin.org/de/projects/labcamp/,LabCamp,"DE, Digitale Zusammenarbeit, Digitale Zusammenarbeit, Innovative Verwaltung, Offene Daten, offene Städte",https://citylab-berlin.org/de/projects/labcamp/,CityLAB Berlin,In Planung,Das LabCamp ist ein Vernetzungstreffen öffentlicher Innovationslabore.,CC-BY 4.0,https://citylab-berlin.org
18,https://citylab-berlin.org/de/projects/summerschool/,Summer School,"DE, Smart Cities für alle",https://citylab-berlin.org/de/projects/summerschool/,CityLAB Berlin,In Planung,Summer School zu jährlich wechselnden Themen.,CC-BY 4.0,https://citylab-berlin.org
19,https://citylab-berlin.org/de/projects/berliner-weihnachtsmarkt-finder/,Berliner Weihnachtsmarkt-Finder,"DE, Offene Daten, offene Städte, Open Source",https://citylab-berlin.org/de/projects/berliner-weihnachtsmarkt-finder/,CityLAB Berlin,In Planung,"Glühwein, Glögg, Glückseligkeit – Berliner Weihnachtsmärkte auf einen Blick!",CC-BY 4.0,https://citylab-berlin.org
20,https://citylab-berlin.org/de/projects/digitalwerkstatt/,Digitalwerkstatt Verwaltung,"DE, Innovative Verwaltung",https://citylab-berlin.org/de/projects/digitalwerkstatt/,CityLAB Berlin,In Planung,In der Digitalwerkstatt werden gemeinsam mit Bürger:innen Verwaltungsformulare verbessert.,CC-BY 4.0,https://citylab-berlin.org
21,https://citylab-berlin.org/de/projects/werkstatt-im-citylab/,Werkstatt im CityLAB,"DE, Smart Cities für alle",https://citylab-berlin.org/de/projects/werkstatt-im-citylab/,CityLAB Berlin,In Planung,Die Werkstatt ist Raum für Experiment und Methoden der Elektrotechnik und Informatik.,CC-BY 4.0,https://citylab-berlin.org
22,https://citylab-berlin.org/de/projects/hacking-box-goes-citylab/,Hacking Box goes CityLAB Berlin,"DE, Digitale Zusammenarbeit",https://citylab-berlin.org/de/projects/hacking-box-goes-citylab/,CityLAB Berlin,In Planung,"Hardwareboxen für Schulprojekte, Workshops, Seminare, Hackathons & Co.",CC-BY 4.0,https://citylab-berlin.org
23,https://citylab-berlin.org/de/projects/digitalvereint/,Digital Vereint – mit digitalen Tools das Berliner Ehrenamt stärken,"DE, Smart Cities für alle",https://citylab-berlin.org/de/projects/digitalvereint/,CityLAB Berlin,In Betrieb,Digital Vereint ist eine Plattform zur Unterstützung von digitalem zivilgesellschaftlichem Engagement.,CC-BY 4.0,https://citylab-berlin.org
24,https://citylab-berlin.org/de/projects/qtrees/,Quantified Trees (Qtrees): Intelligente Bewässerungsvorhersage für Stadtbäume,"DE, Energie und Nachhaltigkeit",https://citylab-berlin.org/de/projects/qtrees/,CityLAB Berlin,In Betrieb,Im Forschungsprojekt QTrees werden von Trockenheit gefährdete Stadtbäume mittels KI identifiziert.,CC-BY 4.0,https://citylab-berlin.org
25,https://citylab-berlin.org/de/projects/afs-dashboard/,Verwaltungsdashboard,"DE, Innovative Verwaltung",https://citylab-berlin.org/de/projects/afs-dashboard/,CityLAB Berlin,In Betrieb,Im Rahmen von Design Sprints unterstützten wir bei der Konzeption eines Verwaltungsdashboards.,CC-BY 4.0,https://citylab-berlin.org
26,https://citylab-berlin.org/de/projects/stadtpuls/,Stadtpuls – Deine Sensoren erklären Berlin,"DE, Offene Daten, offene Städte, Smart Cities für alle",https://citylab-berlin.org/de/projects/stadtpuls/,CityLAB Berlin,In Betrieb,Stadtpuls ist eine offene IoT-Datenplattform für Sensordaten.,CC-BY 4.0,https://citylab-berlin.org
27,https://citylab-berlin.org/de/projects/pixelwelt/,Pixelwelt,"DE, Digitale Zusammenarbeit",https://citylab-berlin.org/de/projects/pixelwelt/,CityLAB Berlin,In Betrieb,Die Pixelwelt ist ein digitales 2D-Modell des CityLAB für virtuelle Veranstaltungen.,CC-BY 4.0,https://citylab-berlin.org
28,https://citylab-berlin.org/de/projects/prototypenwerkstatt/,Prototypenwerkstatt – Am Beispiel der Seniorendatenbank,"DE, Innovative Verwaltung",https://citylab-berlin.org/de/projects/prototypenwerkstatt/,CityLAB Berlin,In Betrieb,Prototypisch digitale Projekte zur Ablösung von IT-Kleinstverfahren.,CC-BY 4.0,https://citylab-berlin.org
29,https://citylab-berlin.org/de/projects/prozessanalyse-radinfrastruktur-pari/,Prozessanalyse Radinfrastruktur (PARI),"DE, Energie und Nachhaltigkeit, Offene Daten, offene Städte",https://citylab-berlin.org/de/projects/prozessanalyse-radinfrastruktur-pari/,CityLAB Berlin,In Betrieb,Analyse von Prozessen und Verfahren der Berliner Radinfrastruktur.,CC-BY 4.0,https://citylab-berlin.org
30,https://citylab-berlin.org/de/projects/digitale-tools-fuer-radwegeplanung/,FixMyBerlin – Digitale Tools für Radwegeplanung,"DE, Innovative Verwaltung",https://citylab-berlin.org/de/projects/digitale-tools-fuer-radwegeplanung/,CityLAB Berlin,In Betrieb,Das Projekt begleitet die Berliner Verwaltung bei der Umsetzung des Mobilitätsgesetzes.,CC-BY 4.0,https://citylab-berlin.org
31,https://citylab-berlin.org/de/projects/schatten/,Berliner Erfrischungskarte,"DE, Offene Daten, offene Städte",https://citylab-berlin.org/de/projects/schatten/,CityLAB Berlin,In Betrieb,Open Data-basierte Kartenvisualisierung.,CC-BY 4.0,https://citylab-berlin.org
32,https://citylab-berlin.org/de/projects/clair/,Clair Berlin,"DE, Energie und Nachhaltigkeit",https://citylab-berlin.org/de/projects/clair/,CityLAB Berlin,In Betrieb,Initiative zur Messung von Luftqualität in öffentlichen Räumen.,CC-BY 4.0,https://citylab-berlin.org
33,https://citylab-berlin.org/de/projects/aiforberlin/,AI for Berlin,"DE, Offene Daten, offene Städte, Smart Cities für alle",https://citylab-berlin.org/de/projects/aiforberlin/,CityLAB Berlin,In Betrieb,Workshopreihe zum Nutzen von KI im Kontext urbaner Räume.,CC-BY 4.0,https://citylab-berlin.org
34,https://citylab-berlin.org/de/projects/bikesharing/,Shared Mobility Flows,"DE, Energie und Nachhaltigkeit, Offene Daten, offene Städte",https://citylab-berlin.org/de/projects/bikesharing/,CityLAB Berlin,In Betrieb,Das Projekt analysiert und visualisiert Leihfahrradrouten.,CC-BY 4.0,https://citylab-berlin.org
35,https://citylab-berlin.org/de/projects/trafficcount/,Open Traffic Count,"DE, Energie und Nachhaltigkeit, Offene Daten, offene Städte",https://citylab-berlin.org/de/projects/trafficcount/,CityLAB Berlin,In Betrieb,Das Projekt evaluiert Anwendungen zu Verkehrszählungen.,CC-BY 4.0,https://citylab-berlin.org
36,https://citylab-berlin.org/de/projects/districtprofiles/,Bezirksregionen digital,"DE, Innovative Verwaltung, Offene Daten, offene Städte",https://citylab-berlin.org/de/projects/districtprofiles/,CityLAB Berlin,In Betrieb,Projekt zur Vereinheitlichung und Zugänglichkeit von Bezirksregionenprofile.,CC-BY 4.0,https://citylab-berlin.org
37,https://citylab-berlin.org/de/projects/stadtvisionen/,Algorithmische Stadtvisionen,"DE, Neue Technologien",https://citylab-berlin.org/de/projects/stadtvisionen/,CityLAB Berlin,In Betrieb,Im Projekt wird KI und maschinelles Lernens für Architektur und Stadtplanung genutzt.,CC-BY 4.0,https://citylab-berlin.org
38,https://citylab-berlin.org/de/projects/startupmapping/,Berlin Urban Tech-Datenbank,"DE, Offene Daten, offene Städte",https://citylab-berlin.org/de/projects/startupmapping/,CityLAB Berlin,In Betrieb,Vernetzung von Start-Ups im Urban Tech-Bereich mit städtischen Akteuren und Investoren.,CC-BY 4.0,https://citylab-berlin.org
39,https://citylab-berlin.org/de/projects/prototype/,Prototype Your Future City!,"DE, Smart Cities für alle",https://citylab-berlin.org/de/projects/prototype/,CityLAB Berlin,In Betrieb,Studierende der HTW Berlin arbeiten an ihren ganz persönlichen Ideen für ihr Berlin der Zukunft. ,CC-BY 4.0,https://citylab-berlin.org
