Index,Quelle,Projektname,Webseite-Link,Organisation,Status,Kurzzusammenfassung,Lizenz,Lizenz-Organisation
10,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/wegweiserux-fuer-ki/13,Wegweiser.UX-für-KI,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/wegweiserux-fuer-ki/13,Civic Coding,Unbekannt,"Das Projekt ""Wegweiser.UX-für-<abbr title=""Künstliche Intelligenz"">KI</abbr>"" wird mittels einer Online-Lehrplattform mit Selbstlernmedien den aktuellen Forschungsstand und praxisnahes Wissen über User-Experience-Design für KI-Anwendungen an gemeinwohlorientierte Projekte vermitteln. Zielgruppen dieser Lehrinhalte sind UX-Quereinsteiger*innen, Programmierer*innen und Product Owner*innen aus dem gemeinwohlorientierten Sektor mit wenig UX-für-KI-Erfahrung, denen die Lehrplattform als Wegweiser dienen soll.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
11,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/comms4good-c4g/14,Comms4Good (C4G),https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/comms4good-c4g/14,Civic Coding,Unbekannt,"Der Projektverbund, bestehend aus der <i>IU Internationale Hochschule</i>, dem Start-up <i>Producer Media UG</i> und der gemeinnützigen Aktiengesellschaft <i>Phineo</i>, entwickelt den <abbr title=""Künstliche Intelligenz"">KI</abbr>-basierten, virtuellen Assistenten <i>Comms4Good</i> zur Unterstützung der Öffentlichkeitsarbeit von sozialen und gemeinnützigen Organisationen. Dadurch soll auch Nicht-Expert*innen eine professionelle Öffentlichkeitsarbeit zu geringen Kosten ermöglicht werden.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
12,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/kikka-kuenstliche-intelligenz-fuer-klimaneutrale-klaeranlagen/15,KIkKa: Künstliche Intelligenz für klimaneutrale Kläranlagen,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/kikka-kuenstliche-intelligenz-fuer-klimaneutrale-klaeranlagen/15,Civic Coding,Unbekannt,Bei biologischen Abwasserreinigungen kann klimaschädliches Lachgas (N2O) freigesetzt werden. Mithilfe eines datengetriebenen Ansatzes sollen schnell und kostengünstig Regelstrategien an kommunalen und industriellen Belebungsbecken zur biologischen Abwasserreinigung etabliert werden.,CC-BY-NC-ND 4.0,https://www.civic-coding.de
13,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/kiwa/16,KIWA,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/kiwa/16,Civic Coding,Unbekannt,"Das Projekt Kiwa hat das Ziel, Waldbrandgefahren früher zu erkennen und effektiver zu bekämpfen, indem Künstliche Intelligenz, Drohnen und Entscheidungsunterstützungssysteme kombiniert einsetzt. Spezielle Unmanned Aerial Vehicles, die <abbr title=""Künstliche Intelligenz"">KI</abbr>-basierte Computer-Vision-Anwendungen erlauben, sollen flächendeckend und ressourceneffizient bei der Frühdetektion von Gefahrenstellen Feuer und Rauch unterstützen. Ein Fokus liegt hierbei auf der Einbettung in bestehende Organisationsprozess-Ketten, um eine möglichst hohe Anwender*innen-Nähe zu schaffen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
14,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/nadiki-umweltindikatoren-fuer-digitale-infrastruktur-ki-anwendungen/17,NADIKI: Umweltindikatoren für digitale Infrastruktur & KI Anwendungen,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/nadiki-umweltindikatoren-fuer-digitale-infrastruktur-ki-anwendungen/17,Civic Coding,Unbekannt,"Das Projekt NADIKI zielt darauf ab, die Umweltauswirkungen von Künstlicher Intelligenz (KI) transparent zu machen. Hierfür wird eine Schnittstelle entwickelt, die Echtzeitdaten über den Energieverbrauch, Ressourcennutzung und CO2-Ausstoß von KI-Anwendungen bereitstellt. Ziel ist es, Entwicklerinnen und Nutzerinnen für nachhaltigere Entscheidungen zu sensibilisieren, <abbr title=""zum Beispiel"">z. B.</abbr> durch die zeitliche oder örtliche Verschiebung von KI-Lernvorgängen. Dies trägt dazu bei, die Lücke zwischen physischer und digitaler Infrastruktur zu schließen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
15,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/tinyaiot-energie-und-ressourceneffiziente-kuenstliche-intelligenz-fuer-moderne-iot-anwendungen/18,TinyAIoT: Energie- und ressourceneffiziente künstliche Intelligenz für moderne IoT-Anwendungen,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/tinyaiot-energie-und-ressourceneffiziente-kuenstliche-intelligenz-fuer-moderne-iot-anwendungen/18,Civic Coding,Unbekannt,"Das Projekt TinyAIoT hat das Ziel, den Ressourcenbedarf bestehender <abbr title=""Künstliche Intelligenz"">KI</abbr>-Verfahren für umweltbezogene <abbr title=""Internet of Things"">IoT</abbr>-Anwendungen zu reduzieren. Es basiert auf Mikrocontrollern, die mit verschiedenen Sensoren ausgestattet sind, um Umweltvariablen wie meteorologische Werte, Feinstaubbelastung und andere Parameter zu messen. Im Rahmen des Projektes sollen effiziente und energiesparende KI-Verfahren entwickelt werden, welche auf den Mikrocontrollern selbst für die Datensammlung und -analyse eingesetzt werden können.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
16,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/aican-ai-citizen-science-aqua-network/19,AI.CAN: AI Citizen Science Aqua Network,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/aican-ai-citizen-science-aqua-network/19,Civic Coding,Unbekannt,"Das Projekt soll der Verbesserung der Gewässerökologie dienen. Mithilfe von Sensor-Boxen werden Wasserqualitätsdaten durch Bürger*inneninitiativen, <abbr title=""Nicht-Regierungsorganisationen"">NGOs</abbr>, Umweltverbände und andere Akteur*innen gesammelt und mithilfe einer <abbr title=""Künstliche Intelligenz"">KI</abbr>-Anwendung ausgewertet. Dabei würden erstmalig offizielle und bürger*innenwissenschaftlich erhobene Wasserdaten zusammengebracht und verstetigt werden. Das Projekt ist an der Oder verortet und neben dem dort angelaufenen Odermonitoring mit dem IGB besteht eine Kooperation mit der re:edu (SenseBox). Es besteht grundsätzlich die Möglichkeit der Übertragbarkeit auf andere Gewässerkörper.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
17,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/ai-academy/20,AI-Academy: KI-Guide für die Verwaltung,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/ai-academy/20,Civic Coding,Unbekannt,"Das Team von „AI Academy“ will einen Guide entwickeln, der bei der Auswahl des passenden <abbr title=""Künstliche Intelligenz"">KI</abbr>-Tools in der Verwaltung unterstützt. Er soll Nutzer*innen ermöglichen, KI-Lösungen zu identifizieren, die den Anforderungen des AI Acts entsprechen. Darüber hinaus stellen Bewertungskriterien hinsichtlich Ressourceneffizienz und Diversität sicher, dass die ausgewählten Tools nicht nur leistungsfähig und effizient sind, sondern auch ethischen und rechtlichen Standards entsprechen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
18,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/seagrasswatch-kuesten-ki-fuer-den-schutz-von-seegraswiesen/21,SeagrassWatch: Küsten-KI für den Schutz von Seegraswiesen,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/seagrasswatch-kuesten-ki-fuer-den-schutz-von-seegraswiesen/21,Civic Coding,Unbekannt,"Mittels Dropdown-Kameras und Tiefensonar dem Seegras in der Ostsee auf die Spur kommen: Wo sind bestehende Seegrasbestände und Potenzialflächen zur Wiederansiedlung in der Ostsee? Eine Open-Source-<abbr title=""Künstliche Intelligenz"">KI</abbr>-Anwendung kann zu einem effektiveren Schutz der Meeresumwelt beitragen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
19,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/rentennavi/22,RentenNavi,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/rentennavi/22,Civic Coding,Unbekannt,"Immer mehr Menschen erreichen das Renteneintrittsalter, stehen aber vor der Herausforderung einen Überblick über das Thema zu gewinnen und die erforderlichen Unterlagen korrekt auszufüllen. Ein <abbr title=""Künstliche Intelligenz"">KI</abbr>-Assistent in einfacher Sprache soll hier unterstützend wirken.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
20,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/reimagine-spaces/23,Reimagine Spaces,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/reimagine-spaces/23,Civic Coding,Unbekannt,"Wir finden durch Geodatenanalyse gelungene Beispiele für barrierefreie und nachhaltige Orte. Mit dem Training einer <abbr title=""Künstliche Intelligenz"">KI</abbr>-Anwendung werden Lösungen mit dem aktuellen Zustand des zu gestaltenden städtischen Raums verglichen und Optionen aufgezeigt.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
21,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/wasser-fuer-den-hohen-flaeming-ki-basierte-entscheidungshilfe-fuer-massnahmen-zu-wasserrueckhalt-auf-landschaftsebene/24,Wasser für den hohen Fläming – KI-basierte Entscheidungshilfe für Maßnahmen zu Wasserrückhalt auf Landschaftsebene,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/wasser-fuer-den-hohen-flaeming-ki-basierte-entscheidungshilfe-fuer-massnahmen-zu-wasserrueckhalt-auf-landschaftsebene/24,Civic Coding,Unbekannt,"Im trockenen Gebiet des hohen Flämings in Deutschland entwickeln wir eine regionale <abbr title=""Künstliche Intelligenz"">KI</abbr>-gestützte Entscheidungshilfe für landschaftliche Maßnahmen zur Wasserrückhaltung und Waldbrandprävention. Unser Ziel ist es die Auswirkungen und Kosten ganzheitlich zu bewerten. Hiermit fördern wir auf Kooperation dieser Sektoren und schaffen neue Praxisbeispiele für die Anpassung an den Klimawandel.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
22,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/aufbau-gpt-hilfestellung-bei-der-planung-von-inklusiven-spielplaetzen/25,Aufbau GPT: Hilfestellung bei der Planung von inklusiven Spielplätzen,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/aufbau-gpt-hilfestellung-bei-der-planung-von-inklusiven-spielplaetzen/25,Civic Coding,Unbekannt,"Das Projekt zielt darauf ab, einen <abbr title=""Künstliche Intelligenz"">KI</abbr>-basierten Ratgeber für inklusive Spielplatzplanung zu entwickeln, der Expert*innenwissen mit KI-Analysen kombiniert, um Empfehlungen für inklusive Spielplatzdesign zu bieten. Die KI zeigt vorhandenes Wissen auf, schlägt Planungs- und Lösungsansätze vor, erweitert bestehende Konzepte und berücksichtigt aktuelle Normen und Bedürfnisse aller Menschen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
23,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/claim/26,Claim	,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/claim/26,Civic Coding,Unbekannt,"Mit „Claim“ können Nutzer:innen anonymisiert herausfinden, auf welche staatlichen Förderungen sie Anspruch haben und sich dazu beraten lassen. Das <abbr title=""Künstliche Intelligenz"">KI</abbr>-Tool berechnet individuelle Ansprüche auf Basis eines einzigen Formulars – und erleichtert damit den Zugang zu staatlichen Hilfen.   \r\n\r\nAuch Sozialarbeiter:innen und Berater:innen können von der Anwendung profitieren, da diese Claim gemeinsam mit ihren Klient:innen durchgehen oder sie dorthin verweisen können und sich somit der Beratungsaufwand reduziert.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
24,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/der-into-the-job-power-coach-itjo-poc/27,"BAT, das Bewerbungs-Assistenz-Tool",https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/der-into-the-job-power-coach-itjo-poc/27,Civic Coding,Unbekannt,"BAT ist ein Bewerbungs-Assistenz-Tool, das mithilfe von <abbr title=""Künstliche Intelligenz"">KI</abbr> Menschen aller Herkunft bei der Bewältigung schwieriger Bewerbungssituationen unterstützt. Durch KI-gestützte Trainingssimulationen und Transkription in die Muttersprache fördert BAT Chancengleichheit und bekämpft Diskriminierung im Bewerbungsprozess, zunächst mit Schwerpunkt auf Pflegeberufe.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
25,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/staatklar-dein-digitaler-assistent-fuer-die-beantragung-von-staatlicher-unterstuetzung/28,StaatKlar: dein digitaler Assistent für die Beantragung von staatlicher Unterstützung,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/staatklar-dein-digitaler-assistent-fuer-die-beantragung-von-staatlicher-unterstuetzung/28,Civic Coding,Unbekannt,"Entwicklung eines digitalen Assistenten, der mithilfe von Sprachmodellen komplexe Behördeninformationen vereinfacht. Ziel ist das Überbrücken von Wissenslücken und der Abbau bürokratischer Hürden bei der Beantragung staatlicher Ansprüche durch Bürger*innen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
26,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/helpmeai/29,helpme.ai,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/helpmeai/29,Civic Coding,Unbekannt,"helpme.ai ist ein <abbr title=""Künstliche Intelligenz"">KI</abbr>-gestützter Chatbot, der die Lücke bei der Unterstützung von Asylbewerbern und Flüchtlingen schließt und sofortige, zentralisierte und personalisierte Hilfe bietet.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
27,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/ki-geisternetz-interface/30,GhostNetZero.ai,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/ki-geisternetz-interface/30,Civic Coding,Unbekannt,"Der <abbr title=""World Wildlife Fund"">WWF</abbr> hat eine <abbr title=""Künstliche Intelligenz"">KI</abbr>-Anwendung entwickelt, die Satellitendaten nach verlorenen Fischereinetzen, sogenannten ""Geisternetzen"", absucht. Um die Effizienz zu steigern, wird ein Interface entwickelt, das die gemeinsame Nutzung von hydrografischen Daten ermöglicht, ohne dass sensible Informationen preisgegeben werden. Die Datenmengen des WWF sind begrenzt, während weitere Daten oft im Besitz von privaten Firmen und Behörden sind. Es wird ein Interface entwickelt, dass es ermöglicht, hydrografische Daten ausschließlich auf potenzielle Netzverdachtsstellen zu teilen. Die Daten selbst werden nicht übertragen und die Nutzungsrechte bleiben bei den Eigentümer*innen. Die gemeinsame Nutzung von hydrografischen Daten durch das KI-Geisternetz-Interface ermöglicht eine skalierbare, kostengünstige und ressourcenschonende Suche nach Geisternetzen. Dies kann einen wichtigen Beitrag zur Säuberung der Meere und zum Schutz der Meereslebewesen leisten.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
28,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/prisma3d-explain/31,Prisma3D Explain,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/prisma3d-explain/31,Civic Coding,Unbekannt,"Mit ""Prisma3D Explain"" erstellen Schüler*innen 3D-animierte Erklärvideos mithilfe einer vom Projektteam entwickelten intelligenten Motion Capture <abbr title=""Künstliche Intelligenz"">KI</abbr>-Anwendung in nur fünf Minuten. Durch die App entwickeln Schüler*innen 3D-gestalterische Kompetenzen für umweltrelevante Berufe in den Bereichen Medien, Architektur und Ingenieurswesen.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
29,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/lokaler-ki-assistent-fuer-die-zivilbevoelkerung-loki/32,Lokaler KI-Assistent für die Zivilbevölkerung (LoKI),https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/lokaler-ki-assistent-fuer-die-zivilbevoelkerung-loki/32,Civic Coding,Unbekannt,"Der <abbr title=""Künstliche Intelligenz"">KI</abbr>-Assistent LoKI soll Bürger*innen bei Fragen zu Behörden und Themen des öffentlichen Lebens schnell und unkompliziert helfen. Der Assistent bündelt Informationen aus verschiedenen Quellen, wie Websites, sozialen Medien und Fachdatenbanken, und bereitet sie nutzer*innenfreundlich auf. Relevante Informationen sind schnell und einfach auffindbar. Der Assistent versteht natürliche Sprache und beantwortet in Alltagssprache. Auch ohne technisches Vorwissen oder Fachkenntnisse ist der Assistent nutzbar. Bürger*innen erhalten allgemeine Informationen zu kommunalen Belangen, werden durch komplexe Behördengänge geleitet und bei der Antragstellung unterstützt. Die Interaktion mit Behörden wird somit effizienter und stressfreier für alle Beteiligten.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
30,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/mother-earth-ai-wir-geben-mutter-erde-eine-stimme/33,Mother Earth AI – Wir geben Mutter Erde eine Stimme!,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/mother-earth-ai-wir-geben-mutter-erde-eine-stimme/33,Civic Coding,Unbekannt,"Das Projekt „Mother Earth AI“ (Mutter Erde <abbr title=""Künstliche Intelligenz"">KI</abbr>) entwickelt ein eigenes Sprachmodell (LLM), dass aus der Perspektive von „Mutter Erde“ spricht und allgemeine Fragen in einfühlsamer, bildlicher Sprache beantworten kann. Als Grundkonzept dient die „Universal Declaration of the Rights of Mother Earth“ (Bolivien, 2010) und als Trainingsdaten Sprichwörter von indigenen Gruppen, um eine naturverbundene und bildliche Sprache zu ermöglichen. Das Team will dieses Sprachmodell vor allem für ihr bereits entwickeltes „Mutter Erde Telefon“ (Prototyp) nutzen, das im öffentlichen Raum Menschen mit ihrem Ökosystem in Kontakt bringen soll. Durch die Interaktion mit ""Mutter Erde"" wird ein Perspektivwechsel ermöglicht, der das Verständnis für die Umwelt und die Auswirkungen des menschlichen Handelns fördern soll. Über den mehrsprachigen Open Source Ansatz soll das Sprachmodell als Tool für bessere Klima- und Biodiversitätskommunikation eingesetzt werden können, um über für verschiedene Anwendungen im persönlichen Gespräch breitere Bevölkerungsgruppen zu erreichen als über klassische Informationskanäle.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
31,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/botschafft-inklusion/34,BOTschafft Inklusion,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/botschafft-inklusion/34,Civic Coding,Unbekannt,"Der Projektverbund, bestehend aus der <i>Technischen Hochschule Köln</i>, dem Softwareunternehmen <i>Founders1 <abbr title=""Gesellschaft mit beschränkter Haftung"">GmbH</abbr></i> und der <i>Gesundheitsregion KölnBonn e. V.</i>, reagiert direkt auf diese Lücke. Mit <i>BOTschafft Inklusion</i> sollen besonders pflegenden Eltern und Arbeitgeber*innen niedrigschwellige Beratungs- und Unterstützungsmöglichkeiten aufgezeigt werden, damit sie weiterhin berufstätig sein und am gesellschaftlichen Leben teilhaben können. Das Projekt soll unter anderem über Leistungsangebote, Rehabilitations- und Weiterbildungsmaßnahmen informieren.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
32,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/ki-coach-work-health/35,KI-Coach-Work-Health,https://www.civic-coding.de/ueber-civic-coding/projektlandkarte/projekt/ki-coach-work-health/35,Civic Coding,Unbekannt,"Der Projektverbund, bestehend aus der <i>Hochschule für angewandtes Management</i>, dem <i>Hamburger Informatik Technologie-Center <abbr title=""eingetragener Verein"">e. V.</abbr> (HITec)</i> und der <i>Habinator UG</i>, entwickelt einen <i><abbr title=""Künstliche Intelligenz"">KI</abbr>-Coach-Work-Health</i>, der Unternehmen bei der Umsetzung gesundheitsförderlicher Maßnahmen unterstützen soll.",CC-BY-NC-ND 4.0,https://www.civic-coding.de
