Index;Quelle;Projektname;Einsatzbereich;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Lizenz;Lizenz-Organisation;Projekt-Abkürzung;Art
10;https://citylab-berlin.org/de/projects/klimadashboard-xhain/;KlimaDashboard Xhain;Klimawandel, Umweltschutz, Nachhaltigkeit;https://www.berlin.de/ba-friedrichshain-kreuzberg/politik-und-verwaltung/service-und-organisationseinheiten/klima-und-internationales/artikel.1408194.php, https://klima-dashboard-xhain.vercel.app/current-projects/, https://klima-dashboard-xhain.vercel.app/climate-strategies/;CityLAB Berlin;Laufend;Mit dem Klimadashboard werden Klimadaten transparen.;CC BY-NC-SA;https://citylab-berlin.org;;Dashboard, Datenvisualisierung
11;https://citylab-berlin.org/de/projects/hilf-mir-berlin/;Hilf-Mir.Berlin;Beratung, Barrierefreiheit, Gesundheit, Soziale Arbeit, Stadt, Chancengleichheit;https://www.hilf-mir.berlin;CityLAB Berlin;Laufend;Hilf-Mir.Berlin fasst das Angebot von über 200 Beratungsstellen erstmals übersichtlich zusammen. ;CC BY-NC-SA;https://citylab-berlin.org;Hilf-Mir.Berlin;Web-App, Plattform, Kartenanwendung, Open Source, Empfehlungssystem
12;https://citylab-berlin.org/de/projects/talking-treebot/;Talking Treebot;Stadtplanung, Umweltschutz, Klimaschutz, Bildung, Klimawandel;https://senseable.mit.edu/, https://github.com/technologiestiftung/talking-treebot;CityLAB Berlin;Laufend;Der Talking Treebot gibt den Berliner Stadtbäumen mit Hilfe von Künstlicher Intelligenz eine Stimme.;CC BY-NC-SA;https://citylab-berlin.org;;KI Anwendung, Interaktive App, Interaktive Datenexploration, Web-App
13;https://citylab-berlin.org/de/projects/buergeramt-der-zukunft-tagebuchstudie/;Bürgeramt der Zukunft;Verwaltung;https://www.itdz-berlin.de/, https://service.berlin.de/standort/122238/;CityLAB Berlin;Laufend;Das Ziel des Projekts Bürgeramt der Zukunft ist es, ein tieferes Verständnis für die Arbeit und die Abläufe in der Verwaltung zu erhalten und diese hinsichtlich ihrer Nutzer:innenorientierung zu verbessern.;CC BY-NC-SA;https://citylab-berlin.org;;Forschung, Prozessautomatisierung, Web-App, Workshops
14;https://citylab-berlin.org/de/projects/citylab-roadshow/;CityLAB Roadshow;Verwaltung, Stadt;https://citylab-berlin.org/wp-content/uploads/2022/02/RoadshowCityLAB.pdf, https://citylab-berlin.org/de/wissensspeicher/, https://citylab-berlin.org/de/blog/die-citylab-roadshow-einblicke-in-unsere-tour-durch-die-berliner-verwaltungen/;CityLAB Berlin;Laufend;Das CityLAB Berlin kommt zum Hausbesuch.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops, Beratung, Wissensvermittlung
15;https://citylab-berlin.org/de/projects/berliner-energiecheckpoint/;Berliner EnergieCheckpoint;Energie, Klimaschutz, Nachhaltigkeit, Stadt, Umweltschutz, Datenanalyse;https://odis-berlin.de/contact/, https://energiecheckpoint.odis-berlin.de, https://www.berlin.de/sen/uvk/klimaschutz/klimaschutzpolitik-in-berlin/energiewendegesetz/, https://www.bim-berlin.de/presse/publikationen/, https://odis-berlin.de, https://www.technologiestiftung-berlin.de/, https://github.com/technologiestiftung/energiekarte, https://odis-berlin.de/;CityLAB Berlin;Laufend;Der EnergieCheckpoint zeigt Daten zum Energieverbrauch öffentlicher Gebäude.;CC BY-NC-SA;https://citylab-berlin.org;;Datenvisualisierung, Web-App, Interaktive Karte, Open Data, Datenanwendung für Öffentlichkeit
16;https://citylab-berlin.org/de/projects/smart_city/;Gemeinsam Digital: Berlin;Stadtplanung, Nachhaltigkeit, Demokratie, Technologie, Berlin;https://citylab-berlin.org/de/blog/rueckblick-das-jahr-2024-mit-blick-auf-die-strategie-gemeinsam-digital-berlin/, https://citylab-berlin.org/de/wissensspeicher-gdb-materialien/, https://gemeinsamdigital.berlin.de/de/, https://www.politicsfortomorrow.eu/, https://gemeinsamdigital.berlin.de/de/handbuch/;CityLAB Berlin;Laufend;Wir unterstützen die Maßnahmen der Smart City Strategie “Gemeinsam Digital: Berlin”.;CC BY-NC-SA;https://citylab-berlin.org;GD:B;Workshops, Beratung, Vernetzung, Forschung, Reporting
17;https://citylab-berlin.org/de/projects/ki-zum-anfassen-unsere-interaktiven-exponate/;KI zum Anfassen;Kultur, Bildung, Zivilgesellschaft, Demokratie, Technologie;https://chat.openai.com, https://ki-portrait.citylab-berlin.org/, https://citylab-berlin.org/de/projects/kiezlabor/, https://citylab-berlin.org/de/exhibition/;CityLAB Berlin;Laufend;Hier stellen wir euch vier unserer aktuellen KI-Experimente vor, die in unserem Prototyping-Team entstanden sind.;CC BY-NC-SA;https://citylab-berlin.org;;Explorative Analyse, KI Anwendung, Interaktive Datenexploration
18;https://citylab-berlin.org/de/projects/labcamp/;LabCamp;Vernetzung, Technologie, Demokratie, Zivilgesellschaft, Verwaltung;https://stadtlabor-soest.de/, https://citylab-berlin.org/wp-content/uploads/2019/06/LabCamp-Positionspapier-20240808finaleversion.pdf, https://www.politicsfortomorrow.eu/, https://join.slack.com/t/labcamp-workspace/shared_invite/zt-29n7h1zib-eSo5kqtGZFNGCZbF67xGxA, https://www.notion.so/politicsfortomorrow/LabCamp-Vernetzungstreffen-ffentlicher-Innovationslabore-344f776f4ddd46f8b20dfe93f8e29a4f, https://next-netz.de/, https://citylab-berlin.org/de/newsletter/, https://citylab-berlin.org/de/start/, https://dit.bund.de/, https://www.witi-innovation.de/atlas-der-innovation/;CityLAB Berlin;Laufend;Das LabCamp ist ein Vernetzungstreffen öffentlicher Innovationslabore.;CC BY-NC-SA;https://citylab-berlin.org;;Vernetzung, Workshops, Verzeichnis / Karte
19;https://citylab-berlin.org/de/projects/summerschool/;Summer School;Stadtplanung, Gesundheit, Mobilität, Nachhaltigkeit, Digitalisierung;https://citylab-berlin.org/de/blog/summer-school-kottiflow/, https://citylab-berlin.org/de/events/summer-school-2025-stadt-wald-labor-digitale-perspektiven-auf-oekologische-raeume/, https://zukunftstadt.berlin/transferale, https://citylab-berlin.org/de/blog/summer-school-2023-prototyping-fur-die-gesunde-stadt/, https://edgecity.htw-berlin.de/, https://www.fixmycity.de/, https://spore-initiative.org/de/ueber-spore/im-werden/, https://minor-kontor.de/, https://citylab-berlin.org/de/events/urbaninnovation/, https://www.dw.com/en/digital-solutions-for-sustainable-cities/av-55899838, https://citylab-berlin.org/de/events/summerschool2021/, https://www.flickr.com/photos/182217318@N05/albums/72157711071189623, https://campus-stories.htw-berlin.de/jahr/2024/welche-papiere-fuer-ein-berlin-semester-frag-lia/, https://radbahn.berlin/de, https://junge-tueftler.de/, https://citylab-berlin.org/de/events/summer-school-2024/, https://citylab-berlin.org/events/summerschool2020/, https://www.berlin.de/lb/intmig/, https://citylab-berlin.org/de/events/summer-school-2023/, https://citylab-berlin.org/de/blog/welcome-to-berlin-die-citylab-summer-school-2024/, https://citylab-berlin.org/de/events/summer-school-2022-gruene-welle/, https://hydrotower.de/;CityLAB Berlin;Laufend;Summer School zu jährlich wechselnden Themen.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops, Forschung, Vernetzung
20;https://citylab-berlin.org/de/projects/berliner-weihnachtsmarkt-finder/;Berliner Weihnachtsmarkt-Finder;Berlin, Tourismus, Kultur, Transparenz;https://brightsky.dev/, https://github.com/technologiestiftung/weihnachtsmarktkarte, https://odis-berlin.de/contact/, https://commons.wikimedia.org/wiki/Commons:First_steps/Uploading_files/de, https://www.technologiestiftung-berlin.de/, https://www.dwd.de/DE/leistungen/opendata/opendata.html, https://weihnachtsmaerkte.odis-berlin.de/?id=, https://daten.berlin.de/datensaetze/toiletten, https://daten.berlin.de/datensaetze/https-vbb-live-exozet-com-media-download-2035, https://odis-berlin.de/, https://daten.berlin.de/, https://www.openstreetmap.de/, https://daten.berlin.de/datensaetze/simple_search_wwwberlindesenwebservicemaerktefesteweihnachtsmaerkte;CityLAB Berlin;Laufend;Glühwein, Glögg, Glückseligkeit – Berliner Weihnachtsmärkte auf einen Blick!;CC BY-NC-SA;https://citylab-berlin.org;;Kartenanwendung, Web-App, Open Data, Datenvisualisierung, Interaktive Datenexploration, Information Retrieval
21;https://citylab-berlin.org/de/projects/digitalwerkstatt/;Digitalwerkstatt Verwaltung;Verwaltung, Demokratie;https://citylab-berlin.org/de/projects/digitalwerkstatt/;CityLAB Berlin;Laufend;In der Digitalwerkstatt werden gemeinsam mit Bürger:innen Verwaltungsformulare verbessert.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops
22;https://citylab-berlin.org/de/projects/werkstatt-im-citylab/;Werkstatt im CityLAB;Stadt, Technologie, Inklusion, Bildung, Demokratie;https://github.com/technologiestiftung/werkstatt;CityLAB Berlin;Laufend;Die Werkstatt ist Raum für Experiment und Methoden der Elektrotechnik und Informatik.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops, Open-Source, Veranstaltungskalender
23;https://citylab-berlin.org/de/projects/hacking-box-goes-citylab/;Hacking Box goes CityLAB Berlin;Bildung, Technologie, Partizipation, Kinder- und Jugendhilfe, Stadt;https://www.technologiestiftung-berlin.de/projekte/hacking-box;CityLAB Berlin;Laufend;Hardwareboxen für Schulprojekte, Workshops, Seminare, Hackathons & Co.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops, Beratung
24;https://citylab-berlin.org/de/projects/digitalvereint/;Digital Vereint – mit digitalen Tools das Berliner Ehrenamt stärken;Zivilgesellschaft, Wohlfahrt, Partizipation, Vernetzung, Bildung, Technologie;Ausgangslage:, https://www.digital-vereint.berlin/de, https://citylab-berlin.org/de/blog/vier-jahre-digital-vereint-ein-rueckblick/, https://digital-vereint.berlin/de;CityLAB Berlin;Abgeschlossen;Digital Vereint ist eine Plattform zur Unterstützung von digitalem zivilgesellschaftlichem Engagement.;CC BY-NC-SA;https://citylab-berlin.org;;Plattform, Webseite, Workshops, Verzeichnis / Karte, Datenportal, Blog
25;https://citylab-berlin.org/de/projects/qtrees/;Quantified Trees (Qtrees): Intelligente Bewässerungsvorhersage für Stadtbäume;Stadtplanung, Umweltschutz, Klima, Klimaschutz, Nachhaltigkeit;https://www.bmu.de/, https://www.technologiestiftung-berlin.de/de/startseite/, https://www.berlin.de/ba-mitte/politik-und-verwaltung/aemter/strassen-und-gruenflaechenamt/, https://citylab-berlin.org/wp-admin/myrian.rigal@ts.berlin, https://baumblick.qtrees.ai;CityLAB Berlin;Abgeschlossen;Im Forschungsprojekt QTrees werden von Trockenheit gefährdete Stadtbäume mittels KI identifiziert.;CC BY-NC-SA;https://citylab-berlin.org;QTrees;Plattform, Web-App, KI Anwendung, Datenportal, Datenvisualisierung
26;https://citylab-berlin.org/de/projects/afs-dashboard/;Verwaltungsdashboard;Stadt, Transparenz, Datenanalyse;https://www.berlin.de/rbmskzl/politik/verwaltungssteuerung/aktuelles/artikel.1097486.php, https://citylab-berlin.org/de/blog/dash-neues-monitoring-dashboard-fuer-die-berliner-verwaltung/;CityLAB Berlin;Abgeschlossen;Im Rahmen von Design Sprints unterstützten wir bei der Konzeption eines Verwaltungsdashboards.;CC BY-NC-SA;https://citylab-berlin.org;D:ASH;Dashboard, Web-App, Datenvisualisierung, Interaktive Dashboard
27;https://citylab-berlin.org/de/projects/stadtpuls/;Stadtpuls – Deine Sensoren erklären Berlin;Umwelt, Luftqualität, Stadt, Klimaschutz, Partizipation, Technologie;https://stories.stadtpuls.com/wrangelkiez, https://stories.stadtpuls.com/wenn-dies-dann-das, https://github.com/technologiestiftung/stadtpuls/discussions, http://www.stadtpuls.com;CityLAB Berlin;Abgeschlossen;Stadtpuls ist eine offene IoT-Datenplattform für Sensordaten.;CC BY-NC-SA;https://citylab-berlin.org;;Plattform, Open Data, Datenvisualisierung, Datenportal, API, Datenmanagement
28;https://citylab-berlin.org/de/projects/pixelwelt/;Pixelwelt;Kultur, Bildung, Partizipation, Technologie, Stadt;https://play.workadventu.re/_/global/technologiestiftung.github.io/pixelwelt/map.json;CityLAB Berlin;Abgeschlossen;Die Pixelwelt ist ein digitales 2D-Modell des CityLAB für virtuelle Veranstaltungen.;CC BY-NC-SA;https://citylab-berlin.org;;Web-App, Plattform, Interaktive App
29;https://citylab-berlin.org/de/projects/prototypenwerkstatt/;Prototypenwerkstatt – Am Beispiel der Seniorendatenbank;Senioren, Integration, Arbeit, Soziale Arbeit, Verwaltung, Technologie, Stadt;https://www.berlin.de/sen/ias/, https://citylab-berlin.org/wp-content/uploads/2021/12/Seniorendatenbank-CityLAB-Berlin.pdf, https://www.itdz-berlin.de;CityLAB Berlin;Abgeschlossen;Prototypisch digitale Projekte zur Ablösung von IT-Kleinstverfahren.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops, Prozessautomatisierung, Datenbank, Datenvisualisierung, Dokumentationstool, Plattform
30;https://citylab-berlin.org/de/projects/prozessanalyse-radinfrastruktur-pari/;Prozessanalyse Radinfrastruktur (PARI);Mobilität, Stadtplanung, Klimaschutz, Umweltschutz, Verkehr;https://citylab-berlin.org/de/projects/prozessanalyse-radinfrastruktur-pari/;CityLAB Berlin;Abgeschlossen;Analyse von Prozessen und Verfahren der Berliner Radinfrastruktur.;CC BY-NC-SA;https://citylab-berlin.org;PARI;Prozessautomatisierung
31;https://citylab-berlin.org/de/projects/digitale-tools-fuer-radwegeplanung/;FixMyBerlin – Digitale Tools für Radwegeplanung;Mobilität, Stadtplanung, Verkehr, Stadt, Partizipation, Technologie, Datenanalyse;https://fixmyberlin.de, https://www.meetup.com/de-DE/Datacycle-Meetup-Fahrraddaten-fur-Berlin/;CityLAB Berlin;Abgeschlossen;Das Projekt begleitet die Berliner Verwaltung bei der Umsetzung des Mobilitätsgesetzes.;CC BY-NC-SA;https://citylab-berlin.org;FixMyBerlin;Webseite, Karten, Interaktive Karte, Umfrage, Workshop, Datenportal
32;https://citylab-berlin.org/de/projects/schatten/;Berliner Erfrischungskarte;Klima, Klimaschutz, Stadtplanung, Gesundheit, Umwelt;https://www.berlin.de/umweltatlas/klima/klimaanalyse/2014/karten/, https://odis-berlin.de, https://erfrischungskarte.odis-berlin.de, https://github.com/technologiestiftung/berlin-shade-map, https://fbinter.stadt-berlin.de/fb/index.jsp?loginkey=zoomStart&mapId=k_dom@senstadt&bbox=387046,5818588,391547,5821400;CityLAB Berlin;Abgeschlossen;Open Data-basierte Kartenvisualisierung.;CC BY-NC-SA;https://citylab-berlin.org;;Open-Source, Web-App, Kartenanwendung, Visualisierung mit Karten
33;https://citylab-berlin.org/de/projects/clair/;Clair Berlin;Luftqualität, Open Data, Stadt, Technologie, Umwelt, Datenanalyse, Partizipation;https://www.technologiestiftung-berlin.de/projekte/como-berlin, https://clair-berlin.de/mitmachen.html, https://clair-berlin.de/;CityLAB Berlin;Abgeschlossen;Initiative zur Messung von Luftqualität in öffentlichen Räumen.;CC BY-NC-SA;https://citylab-berlin.org;;Open-Source, Datenportal, Monitoring, Plattform, API, Open Data, Datenvisualisierung
34;https://citylab-berlin.org/de/projects/aiforberlin/;AI for Berlin;Stadtplanung, Technologie, KI;https://www.birdsonmars.com;CityLAB Berlin;Abgeschlossen;Workshopreihe zum Nutzen von KI im Kontext urbaner Räume.;CC BY-NC-SA;https://citylab-berlin.org;;Workshops
35;https://citylab-berlin.org/de/projects/bikesharing/;Shared Mobility Flows;Mobilität, Stadtplanung, Verkehr, Stadt, Verwaltung;https://bikesharing.citylab-berlin.org/, https://github.com/technologiestiftung/bike-sharing, https://github.com/technologiestiftung/bikesharing-vis;CityLAB Berlin;Abgeschlossen;Das Projekt analysiert und visualisiert Leihfahrradrouten.;CC BY-NC-SA;https://citylab-berlin.org;;Datenvisualisierung, Kartenanwendung, Open-Source, Web-App, Plattform, Datenportal
36;https://citylab-berlin.org/de/projects/trafficcount/;Open Traffic Count;Verkehr, Stadtplanung, Mobilität, Stadt;https://github.com/opendatacam/opendatacam, https://www.tandfonline.com/doi/full/10.1080/21650020.2021.1950044;CityLAB Berlin;Abgeschlossen;Das Projekt evaluiert Anwendungen zu Verkehrszählungen.;CC BY-NC-SA;https://citylab-berlin.org;;Open-Source, Bericht
37;https://citylab-berlin.org/de/projects/districtprofiles/;Bezirksregionen digital;Stadtplanung, Open Data, Transparenz, Verwaltung, Datenanalyse, Stadt, Partizipation;https://github.com/technologiestiftung/bezirksregionenprofile_2_0, https://odis-berlin.de, https://bezirksregionenprofile-ts.netlify.app/;CityLAB Berlin;Abgeschlossen;Projekt zur Vereinheitlichung und Zugänglichkeit von Bezirksregionenprofile.;CC BY-NC-SA;https://citylab-berlin.org;;Open-Source, Webseite, Datenvisualisierung, Datenportal, Interaktive App
38;https://citylab-berlin.org/de/projects/stadtvisionen/;Algorithmische Stadtvisionen;Stadtplanung;https://www.birdsonmars.com;CityLAB Berlin;Abgeschlossen;Im Projekt wird KI und maschinelles Lernens für Architektur und Stadtplanung genutzt.;CC BY-NC-SA;https://citylab-berlin.org;;Maschinelles Lernen, KI-Anwendung, Datenvisualisierung
39;https://citylab-berlin.org/de/projects/startupmapping/;Berlin Urban Tech-Datenbank;Stadtplanung, Nachhaltigkeit, Umwelt, Technologie, Verwaltung;https://www.urbanimpact.eu;CityLAB Berlin;Abgeschlossen;Vernetzung von Start-Ups im Urban Tech-Bereich mit städtischen Akteuren und Investoren.;CC BY-NC-SA;https://citylab-berlin.org;;Datenportal, Datenbank, Verzeichnis / Karte, Plattform
40;https://citylab-berlin.org/de/projects/prototype/;Prototype Your Future City!;Stadtplanung, Partizipation;https://citylab-berlin.org/de/projects/prototype/;CityLAB Berlin;Abgeschlossen;Studierende der HTW Berlin arbeiten an ihren ganz persönlichen Ideen für ihr Berlin der Zukunft. ;CC BY-NC-SA;https://citylab-berlin.org;;Workshops
