Index;Quelle;Projektname;Einsatzbereich;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Lizenz;Lizenz-Organisation;data_source;Projekt-Abkürzung;Art
10;https://citylab-berlin.org/de/projects/klimadashboard-xhain/;KlimaDashboard Xhain;Klimaschutz, Klimawandel, Transparenz, Demokratie, Partizipation;https://klima-dashboard-xhain.vercel.app/current-projects/, https://klima-dashboard-xhain.vercel.app/climate-strategies/, https://www.berlin.de/ba-friedrichshain-kreuzberg/politik-und-verwaltung/service-und-organisationseinheiten/klima-und-internationales/artikel.1408194.php;CityLAB Berlin;Laufend;Mit dem Klimadashboard werden Klimadaten transparen.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Interaktives Dashboard, Web-App, Datenvisualisierung
11;https://citylab-berlin.org/de/projects/hilf-mir-berlin/;Hilf-Mir.Berlin;Beratung, Gesundheit, Inklusion, Chancengleichheit, Stadt, Soziale Arbeit, Menschenrechte;https://www.hilf-mir.berlin;CityLAB Berlin;Laufend;Hilf-Mir.Berlin fasst das Angebot von über 200 Beratungsstellen erstmals übersichtlich zusammen. ;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Web-App, Plattform, Kartenanwendung, Open-Source, Datenportal, Datenvisualisierung, Datenmanagement
12;https://citylab-berlin.org/de/projects/talking-treebot/;Talking Treebot;Stadtplanung, Umweltschutz, Klimaschutz, Nachhaltigkeit, Kultur, Bildung;https://senseable.mit.edu/, https://github.com/technologiestiftung/talking-treebot;CityLAB Berlin;Laufend;Der Talking Treebot gibt den Berliner Stadtbäumen mit Hilfe von Künstlicher Intelligenz eine Stimme.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;KI Anwendung, Interaktive App, Datenvisualisierung, Datenanwendung für Öffentlichkeit
13;https://citylab-berlin.org/de/projects/buergeramt-der-zukunft-tagebuchstudie/;Bürgeramt der Zukunft;Verwaltung, Wirkungsmessung;https://service.berlin.de/standort/122238/, https://www.itdz-berlin.de/;CityLAB Berlin;Laufend;Das Ziel des Projekts Bürgeramt der Zukunft ist es, ein tieferes Verständnis für die Arbeit und die Abläufe in der Verwaltung zu erhalten und diese hinsichtlich ihrer Nutzer:innenorientierung zu verbessern.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Beratung, Prozessautomatisierung, Datenanalyse, Monitoring
14;https://citylab-berlin.org/de/projects/citylab-roadshow/;CityLAB Roadshow;Verwaltung;https://citylab-berlin.org/de/blog/die-citylab-roadshow-einblicke-in-unsere-tour-durch-die-berliner-verwaltungen/, https://citylab-berlin.org/de/wissensspeicher/, https://citylab-berlin.org/wp-content/uploads/2022/02/RoadshowCityLAB.pdf;CityLAB Berlin;Laufend;Das CityLAB Berlin kommt zum Hausbesuch.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Workshops, Beratung
15;https://citylab-berlin.org/de/projects/berliner-energiecheckpoint/;Berliner EnergieCheckpoint;Energie, Klimaschutz, Umweltschutz, Bildung, Kultur;https://odis-berlin.de/, https://odis-berlin.de/contact/, https://energiecheckpoint.odis-berlin.de, https://www.technologiestiftung-berlin.de/, https://www.bim-berlin.de/presse/publikationen/, https://github.com/technologiestiftung/energiekarte, https://www.berlin.de/sen/uvk/klimaschutz/klimaschutzpolitik-in-berlin/energiewendegesetz/, https://odis-berlin.de;CityLAB Berlin;Laufend;Der EnergieCheckpoint zeigt Daten zum Energieverbrauch öffentlicher Gebäude.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Datenvisualisierung, Web-App, Interaktive Karte, Open Data
16;https://citylab-berlin.org/de/projects/smart_city/;Gemeinsam Digital: Berlin;Stadtplanung, Nachhaltigkeit, Demokratie;https://citylab-berlin.org/de/blog/rueckblick-das-jahr-2024-mit-blick-auf-die-strategie-gemeinsam-digital-berlin/, https://gemeinsamdigital.berlin.de/de/, https://citylab-berlin.org/de/wissensspeicher-gdb-materialien/, https://www.politicsfortomorrow.eu/, https://gemeinsamdigital.berlin.de/de/handbuch/;CityLAB Berlin;Laufend;Wir unterstützen die Maßnahmen der Smart City Strategie “Gemeinsam Digital: Berlin”.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Workshops, Vernetzung, Beratung
17;https://citylab-berlin.org/de/projects/ki-zum-anfassen-unsere-interaktiven-exponate/;KI zum Anfassen;Klimaschutz, Nachhaltigkeit, Stadt, Kultur, Bildung, Technologie, KI;https://ki-portrait.citylab-berlin.org/, https://citylab-berlin.org/de/exhibition/, https://chat.openai.com, https://citylab-berlin.org/de/projects/kiezlabor/;CityLAB Berlin;Laufend;Hier stellen wir euch vier unserer aktuellen KI-Experimente vor, die in unserem Prototyping-Team entstanden sind.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;KI Anwendung, Interaktive Datenexploration, Generative KI, Interaktive App, Chatbot
18;https://citylab-berlin.org/de/projects/labcamp/;LabCamp;Technologie, Verwaltung, Zivilgesellschaft, Wissenschaft, Demokratie, Nachhaltigkeit;https://www.notion.so/politicsfortomorrow/LabCamp-Vernetzungstreffen-ffentlicher-Innovationslabore-344f776f4ddd46f8b20dfe93f8e29a4f, https://join.slack.com/t/labcamp-workspace/shared_invite/zt-29n7h1zib-eSo5kqtGZFNGCZbF67xGxA, https://www.witi-innovation.de/atlas-der-innovation/, https://next-netz.de/, https://citylab-berlin.org/wp-content/uploads/2019/06/LabCamp-Positionspapier-20240808finaleversion.pdf, https://citylab-berlin.org/de/newsletter/, https://dit.bund.de/, https://stadtlabor-soest.de/, https://citylab-berlin.org/de/start/, https://www.politicsfortomorrow.eu/;CityLAB Berlin;Laufend;Das LabCamp ist ein Vernetzungstreffen öffentlicher Innovationslabore.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Vernetzung, Workshops
19;https://citylab-berlin.org/de/projects/summerschool/;Summer School;Stadtplanung, Gesundheit, Mobilität, Klimaschutz, Nachhaltigkeit, Migration, Umweltschutz;https://campus-stories.htw-berlin.de/jahr/2024/welche-papiere-fuer-ein-berlin-semester-frag-lia/, https://hydrotower.de/, https://spore-initiative.org/de/ueber-spore/im-werden/, https://edgecity.htw-berlin.de/, https://junge-tueftler.de/, https://citylab-berlin.org/de/blog/summer-school-kottiflow/, https://citylab-berlin.org/de/events/summerschool2021/, https://zukunftstadt.berlin/transferale, https://www.berlin.de/lb/intmig/, https://citylab-berlin.org/de/events/urbaninnovation/, https://citylab-berlin.org/de/events/summer-school-2023/, https://radbahn.berlin/de, https://www.fixmycity.de/, https://citylab-berlin.org/events/summerschool2020/, https://www.dw.com/en/digital-solutions-for-sustainable-cities/av-55899838, https://minor-kontor.de/, https://citylab-berlin.org/de/blog/welcome-to-berlin-die-citylab-summer-school-2024/, https://www.flickr.com/photos/182217318@N05/albums/72157711071189623, https://citylab-berlin.org/de/blog/summer-school-2023-prototyping-fur-die-gesunde-stadt/, https://citylab-berlin.org/de/events/summer-school-2024/, https://citylab-berlin.org/de/events/summer-school-2025-stadt-wald-labor-digitale-perspektiven-auf-oekologische-raeume/, https://citylab-berlin.org/de/events/summer-school-2022-gruene-welle/;CityLAB Berlin;Laufend;Summer School zu jährlich wechselnden Themen.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Workshops, Forschung, Datenanalyse, Interaktive Datenexploration
20;https://citylab-berlin.org/de/projects/berliner-weihnachtsmarkt-finder/;Berliner Weihnachtsmarkt-Finder;Berlin, Tourismus, Öffentlicher Nahverkehr, Transparenz, Kultur, Open Data, Datenanalyse;https://odis-berlin.de/, https://odis-berlin.de/contact/, https://weihnachtsmaerkte.odis-berlin.de/?id=, https://www.technologiestiftung-berlin.de/, https://brightsky.dev/, https://daten.berlin.de/, https://www.openstreetmap.de/, https://daten.berlin.de/datensaetze/https-vbb-live-exozet-com-media-download-2035, https://daten.berlin.de/datensaetze/simple_search_wwwberlindesenwebservicemaerktefesteweihnachtsmaerkte, https://github.com/technologiestiftung/weihnachtsmarktkarte, https://commons.wikimedia.org/wiki/Commons:First_steps/Uploading_files/de, https://www.dwd.de/DE/leistungen/opendata/opendata.html, https://daten.berlin.de/datensaetze/toiletten;CityLAB Berlin;Laufend;Glühwein, Glögg, Glückseligkeit – Berliner Weihnachtsmärkte auf einen Blick!;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Web-App, Interaktive Karte, Open Data, Open-Source
21;https://citylab-berlin.org/de/projects/digitalwerkstatt/;Digitalwerkstatt Verwaltung;Verwaltung, Demokratie;https://citylab-berlin.org/de/projects/digitalwerkstatt/;CityLAB Berlin;Laufend;In der Digitalwerkstatt werden gemeinsam mit Bürger:innen Verwaltungsformulare verbessert.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Workshops
22;https://citylab-berlin.org/de/projects/werkstatt-im-citylab/;Werkstatt im CityLAB;Stadtplanung, Technologie, Bildung, Inklusion, Demokratie, Stadt;https://github.com/technologiestiftung/werkstatt;CityLAB Berlin;Laufend;Die Werkstatt ist Raum für Experiment und Methoden der Elektrotechnik und Informatik.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Workshops, E-Learning, Vernetzung, Bericht
23;https://citylab-berlin.org/de/projects/hacking-box-goes-citylab/;Hacking Box goes CityLAB Berlin;Bildung, Technologie;https://www.technologiestiftung-berlin.de/projekte/hacking-box;CityLAB Berlin;Laufend;Hardwareboxen für Schulprojekte, Workshops, Seminare, Hackathons & Co.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Workshops, Beratung, Plattform
24;https://citylab-berlin.org/de/projects/digitalvereint/;Digital Vereint – mit digitalen Tools das Berliner Ehrenamt stärken;Zivilgesellschaft, Ehrenamt, Berlin, Vereine, Digitalisierung, Open Data, Datenschutz;Ausgangslage:, https://www.digital-vereint.berlin/de, https://digital-vereint.berlin/de, https://citylab-berlin.org/de/blog/vier-jahre-digital-vereint-ein-rueckblick/;CityLAB Berlin;Abgeschlossen;Digital Vereint ist eine Plattform zur Unterstützung von digitalem zivilgesellschaftlichem Engagement.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Plattform, Workshops, Datenportal, Open Source, Training, Web-App, Datenanwendung für Öffentlichkeit
25;https://citylab-berlin.org/de/projects/qtrees/;Quantified Trees (Qtrees): Intelligente Bewässerungsvorhersage für Stadtbäume;Klimaschutz, Umweltschutz, Stadtplanung, Berlin, Zivilgesellschaft, Verwaltung, Klimawandel;https://www.bmu.de/, https://citylab-berlin.org/wp-admin/myrian.rigal@ts.berlin, https://www.berlin.de/ba-mitte/politik-und-verwaltung/aemter/strassen-und-gruenflaechenamt/, https://baumblick.qtrees.ai, https://www.technologiestiftung-berlin.de/de/startseite/;CityLAB Berlin;Abgeschlossen;Im Forschungsprojekt QTrees werden von Trockenheit gefährdete Stadtbäume mittels KI identifiziert.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;Qtrees;KI Anwendung, Plattform, Datenanalyse, Forschung, Vernetzung, Datenvisualisierung
26;https://citylab-berlin.org/de/projects/afs-dashboard/;Verwaltungsdashboard;Verwaltung, Datenanalyse;https://www.berlin.de/rbmskzl/politik/verwaltungssteuerung/aktuelles/artikel.1097486.php, https://citylab-berlin.org/de/blog/dash-neues-monitoring-dashboard-fuer-die-berliner-verwaltung/;CityLAB Berlin;Abgeschlossen;Im Rahmen von Design Sprints unterstützten wir bei der Konzeption eines Verwaltungsdashboards.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;D:ASH;Dashboard, Workshops, Datenvisualisierung
27;https://citylab-berlin.org/de/projects/stadtpuls/;Stadtpuls – Deine Sensoren erklären Berlin;Umwelt, Klima, Open Data, Bildung, Zivilgesellschaft, Stadt, Umweltschutz;https://stories.stadtpuls.com/wrangelkiez, https://github.com/technologiestiftung/stadtpuls/discussions, http://www.stadtpuls.com, https://stories.stadtpuls.com/wenn-dies-dann-das;CityLAB Berlin;Abgeschlossen;Stadtpuls ist eine offene IoT-Datenplattform für Sensordaten.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Datenportal, Open Data, Plattform, Datenvisualisierung, Interaktives Dashboard, API, Monitoring
28;https://citylab-berlin.org/de/projects/pixelwelt/;Pixelwelt;Vernetzung, Partizipation;https://play.workadventu.re/_/global/technologiestiftung.github.io/pixelwelt/map.json;CityLAB Berlin;Abgeschlossen;Die Pixelwelt ist ein digitales 2D-Modell des CityLAB für virtuelle Veranstaltungen.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Web-App, Interaktive Datenexploration, Online-Spiel
29;https://citylab-berlin.org/de/projects/prototypenwerkstatt/;Prototypenwerkstatt – Am Beispiel der Seniorendatenbank;Stadtplanung, Senioren;https://citylab-berlin.org/wp-content/uploads/2021/12/Seniorendatenbank-CityLAB-Berlin.pdf, https://www.itdz-berlin.de, https://www.berlin.de/sen/ias/;CityLAB Berlin;Abgeschlossen;Prototypisch digitale Projekte zur Ablösung von IT-Kleinstverfahren.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Prozessautomatisierung, Workshops
30;https://citylab-berlin.org/de/projects/prozessanalyse-radinfrastruktur-pari/;Prozessanalyse Radinfrastruktur (PARI);Mobilität, Stadtplanung;https://citylab-berlin.org/de/projects/prozessanalyse-radinfrastruktur-pari/;CityLAB Berlin;Abgeschlossen;Analyse von Prozessen und Verfahren der Berliner Radinfrastruktur.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;PARI;Prozessanalyse
31;https://citylab-berlin.org/de/projects/digitale-tools-fuer-radwegeplanung/;FixMyBerlin – Digitale Tools für Radwegeplanung;Mobilität, Umweltschutz, Nachhaltigkeit, Stadt, Verwaltung, Wohnen;https://fixmyberlin.de, https://www.meetup.com/de-DE/Datacycle-Meetup-Fahrraddaten-fur-Berlin/;CityLAB Berlin;Abgeschlossen;Das Projekt begleitet die Berliner Verwaltung bei der Umsetzung des Mobilitätsgesetzes.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;FixMyBerlin;Datenvisualisierung, Partizipation, Vernetzung, Umfrage, Web-App, Plattform
32;https://citylab-berlin.org/de/projects/schatten/;Berliner Erfrischungskarte;Klima, Umweltschutz, Stadtplanung;https://erfrischungskarte.odis-berlin.de, https://fbinter.stadt-berlin.de/fb/index.jsp?loginkey=zoomStart&mapId=k_dom@senstadt&bbox=387046,5818588,391547,5821400, https://www.berlin.de/umweltatlas/klima/klimaanalyse/2014/karten/, https://github.com/technologiestiftung/berlin-shade-map, https://odis-berlin.de;CityLAB Berlin;Abgeschlossen;Open Data-basierte Kartenvisualisierung.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Kartenanwendung, Web-App, Datenvisualisierung
33;https://citylab-berlin.org/de/projects/clair/;Clair Berlin;Luftqualität, Stadt, Klimaschutz, Umweltschutz, Datenanalyse;https://clair-berlin.de/mitmachen.html, https://www.technologiestiftung-berlin.de/projekte/como-berlin, https://clair-berlin.de/;CityLAB Berlin;Abgeschlossen;Initiative zur Messung von Luftqualität in öffentlichen Räumen.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Monitoring, Open Source, Datenportal, Web-App, Datenvisualisierung, Datenanalyse, Interaktives Dashboard
34;https://citylab-berlin.org/de/projects/aiforberlin/;AI for Berlin;Stadt, KI;https://www.birdsonmars.com;CityLAB Berlin;Abgeschlossen;Workshopreihe zum Nutzen von KI im Kontext urbaner Räume.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Workshops, KI Anwendung
35;https://citylab-berlin.org/de/projects/bikesharing/;Shared Mobility Flows;Mobilität, Stadtplanung, Verkehr, Datenanalyse, Open Data;https://github.com/technologiestiftung/bikesharing-vis, https://bikesharing.citylab-berlin.org/, https://github.com/technologiestiftung/bike-sharing;CityLAB Berlin;Abgeschlossen;Das Projekt analysiert und visualisiert Leihfahrradrouten.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Datenvisualisierung, Web-App, Datenstandards, Workshops
36;https://citylab-berlin.org/de/projects/trafficcount/;Open Traffic Count;Mobilität, Stadtplanung, Datenanalyse;https://www.tandfonline.com/doi/full/10.1080/21650020.2021.1950044, https://github.com/opendatacam/opendatacam;CityLAB Berlin;Abgeschlossen;Das Projekt evaluiert Anwendungen zu Verkehrszählungen.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Forschung, Open Source, Maschinelles Lernen, Datenauswertung
37;https://citylab-berlin.org/de/projects/districtprofiles/;Bezirksregionen digital;Stadt, Stadtplanung, Open Data, Transparenz, Datenanalyse;https://github.com/technologiestiftung/bezirksregionenprofile_2_0, https://odis-berlin.de, https://bezirksregionenprofile-ts.netlify.app/;CityLAB Berlin;Abgeschlossen;Projekt zur Vereinheitlichung und Zugänglichkeit von Bezirksregionenprofile.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Open Source, Web-App, Datenportal, Datenvisualisierung
38;https://citylab-berlin.org/de/projects/stadtvisionen/;Algorithmische Stadtvisionen;Stadtplanung, KI;https://www.birdsonmars.com;CityLAB Berlin;Abgeschlossen;Im Projekt wird KI und maschinelles Lernens für Architektur und Stadtplanung genutzt.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Maschinelles Lernen, KI Anwendung, Datenvisualisierung
39;https://citylab-berlin.org/de/projects/startupmapping/;Berlin Urban Tech-Datenbank;Stadt, Vernetzung, Nachhaltigkeit, Berlin, Klimaschutz;https://www.urbanimpact.eu;CityLAB Berlin;Abgeschlossen;Vernetzung von Start-Ups im Urban Tech-Bereich mit städtischen Akteuren und Investoren.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;Startupmapping;Datenportal, Vernetzung, Datenanalyse
40;https://citylab-berlin.org/de/projects/prototype/;Prototype Your Future City!;Stadtplanung, Bildung, Vernetzung;https://citylab-berlin.org/de/projects/prototype/;CityLAB Berlin;Abgeschlossen;Studierende der HTW Berlin arbeiten an ihren ganz persönlichen Ideen für ihr Berlin der Zukunft. ;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Workshop, Beratung, Forschung
