Index;Quelle;Projektname;Einsatzbereich;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Lizenz;Lizenz-Organisation;data_source;Projekt-Abkürzung;Art
28;https://citylab-berlin.org/de/projects/pixelwelt/;Pixelwelt;Kultur, Stadt, Bildung, Partizipation, Technologie;https://play.workadventu.re/_/global/technologiestiftung.github.io/pixelwelt/map.json;CityLAB Berlin;Abgeschlossen;Die Pixelwelt ist ein digitales 2D-Modell des CityLAB für virtuelle Veranstaltungen.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Web-App, Interaktive App, Plattform, Simulation, Interaktive Karte, Datenvisualisierung
29;https://citylab-berlin.org/de/projects/prototypenwerkstatt/;Prototypenwerkstatt – Am Beispiel der Seniorendatenbank;Senioren, Integration, Verwaltung, Arbeit, Soziale Arbeit;https://www.itdz-berlin.de, https://citylab-berlin.org/wp-content/uploads/2021/12/Seniorendatenbank-CityLAB-Berlin.pdf, https://www.berlin.de/sen/ias/;CityLAB Berlin;Abgeschlossen;Prototypisch digitale Projekte zur Ablösung von IT-Kleinstverfahren.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Workshops, Prozessautomatisierung, Bericht
30;https://citylab-berlin.org/de/projects/prozessanalyse-radinfrastruktur-pari/;Prozessanalyse Radinfrastruktur (PARI);Mobilität, Stadtplanung, Verkehr, Klima, Umweltschutz;https://citylab-berlin.org/de/projects/prozessanalyse-radinfrastruktur-pari/;CityLAB Berlin;Abgeschlossen;Analyse von Prozessen und Verfahren der Berliner Radinfrastruktur.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;PARI;Prozessautomatisierung
31;https://citylab-berlin.org/de/projects/digitale-tools-fuer-radwegeplanung/;FixMyBerlin – Digitale Tools für Radwegeplanung;Mobilität, Stadtplanung, Verkehr, Technologie;https://fixmyberlin.de, https://www.meetup.com/de-DE/Datacycle-Meetup-Fahrraddaten-fur-Berlin/;CityLAB Berlin;Abgeschlossen;Das Projekt begleitet die Berliner Verwaltung bei der Umsetzung des Mobilitätsgesetzes.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;FixMyBerlin;Web-App, Datenportal, Kartenanwendung, Open Data, Plattform, Umfrage
32;https://citylab-berlin.org/de/projects/schatten/;Berliner Erfrischungskarte;Klimaschutz, Stadtplanung, Gesundheit, Umwelt;https://erfrischungskarte.odis-berlin.de, https://odis-berlin.de, https://fbinter.stadt-berlin.de/fb/index.jsp?loginkey=zoomStart&mapId=k_dom@senstadt&bbox=387046,5818588,391547,5821400, https://www.berlin.de/umweltatlas/klima/klimaanalyse/2014/karten/, https://github.com/technologiestiftung/berlin-shade-map;CityLAB Berlin;Abgeschlossen;Open Data-basierte Kartenvisualisierung.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Web-App, Karten, Datenvisualisierung, Open-Source, Simulation
33;https://citylab-berlin.org/de/projects/clair/;Clair Berlin;Luftqualität, Umweltschutz, Klima, Stadtplanung, Gesundheit;https://www.technologiestiftung-berlin.de/projekte/como-berlin, https://clair-berlin.de/, https://clair-berlin.de/mitmachen.html;CityLAB Berlin;Abgeschlossen;Initiative zur Messung von Luftqualität in öffentlichen Räumen.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Open-Source, Monitoring, Datenportal, Web-App
34;https://citylab-berlin.org/de/projects/aiforberlin/;AI for Berlin;Stadtplanung, KI;https://www.birdsonmars.com;CityLAB Berlin;Abgeschlossen;Workshopreihe zum Nutzen von KI im Kontext urbaner Räume.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Workshops
35;https://citylab-berlin.org/de/projects/bikesharing/;Shared Mobility Flows;Mobilität, Stadtplanung, Verkehr, Datenanalyse, Open Data, Verwaltung, Technologie;https://github.com/technologiestiftung/bikesharing-vis, https://github.com/technologiestiftung/bike-sharing, https://bikesharing.citylab-berlin.org/;CityLAB Berlin;Abgeschlossen;Das Projekt analysiert und visualisiert Leihfahrradrouten.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Datenvisualisierung, Web-App, Open-Source, Datenstandards, Kartenanwendung, Plattform
36;https://citylab-berlin.org/de/projects/trafficcount/;Open Traffic Count;Verkehr, Stadtplanung, Mobilität, Datenanalyse;https://github.com/opendatacam/opendatacam, https://www.tandfonline.com/doi/full/10.1080/21650020.2021.1950044;CityLAB Berlin;Abgeschlossen;Das Projekt evaluiert Anwendungen zu Verkehrszählungen.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Open-Source, Monitoring, Datenvisualisierung, Plattform
37;https://citylab-berlin.org/de/projects/districtprofiles/;Bezirksregionen digital;Stadtplanung, Verwaltung, Open Data, Transparenz, Datenanalyse;https://github.com/technologiestiftung/bezirksregionenprofile_2_0, https://odis-berlin.de, https://bezirksregionenprofile-ts.netlify.app/;CityLAB Berlin;Abgeschlossen;Projekt zur Vereinheitlichung und Zugänglichkeit von Bezirksregionenprofile.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Open-Source, Web-App, Datenvisualisierung, Datenportal, Dashboard
38;https://citylab-berlin.org/de/projects/stadtvisionen/;Algorithmische Stadtvisionen;Stadtplanung, Stadt, Technologie, KI;https://www.birdsonmars.com;CityLAB Berlin;Abgeschlossen;Im Projekt wird KI und maschinelles Lernens für Architektur und Stadtplanung genutzt.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Maschinelles Lernen, KI-Anwendung, Datenvisualisierung
39;https://citylab-berlin.org/de/projects/startupmapping/;Berlin Urban Tech-Datenbank;Stadt, Stadtplanung, Nachhaltigkeit, Verwaltung, Technologie, Umwelt, Partizipation;https://www.urbanimpact.eu;CityLAB Berlin;Abgeschlossen;Vernetzung von Start-Ups im Urban Tech-Bereich mit städtischen Akteuren und Investoren.;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Datenportal, Datenbank, Webseite, Verzeichnis / Karte
40;https://citylab-berlin.org/de/projects/prototype/;Prototype Your Future City!;Stadtplanung, Partizipation, Bildung;https://citylab-berlin.org/de/projects/prototype/;CityLAB Berlin;Abgeschlossen;Studierende der HTW Berlin arbeiten an ihren ganz persönlichen Ideen für ihr Berlin der Zukunft. ;CC BY-NC-SA;https://citylab-berlin.org;CityLAB Berlin;;Workshops
