Quelle;Projektname;Art;Einsatzbereich;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Projekt-Abkürzung;Lizenz;Lizenz-Organisation
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/seagrasswatch-kusten-ki-fur-den-schutz-von-seegraswiesen/1005;SeagrassWatch: Küsten-KI für den Schutz von Seegraswiesen;Datenerhebung, Datenanalyse, KI Anwendung, Monitoring;Meeresschutz, Umweltschutz;;;In Planung;Mittels Dropdown-Kameras und Tiefensonar dem Seegras in der Ostsee auf die Spur kommen. Wo sind bestehende Seegrasbestände und Potenzialflächen zur Wiederansiedlung in der Ostsee? Meeresnaturschutz trifft KI.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/staatklar-dein-digitaler-assistent-fur-die-beantragung-von-staatlicher-unterstutzung/1004;StaatKlar: dein digitaler Assistent für die Beantragung von staatlicher Unterstützung;KI Anwendung, Large Language Model (LLM), Entscheidungsassistent, Interaktive App;Verwaltung, Demokratie, Teilhabe, Barrierefreiheit;;Civic Coding;In Planung;Entwicklung eines digitalen Assistenten, der mithilfe von Sprachmodellen komplexe Behördeninformationen vereinfacht. Ziel ist das Überbrücken von Wissenslücken und der Abbau bürokratischer Hürden bei der Beantragung staatlicher Ansprüche durch Bürger:innen.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-geisternetze-open-source/1003;KI Geisternetze Open Source;KI Anwendung, Datenanalyse, Automatisierte Datenübermittlung, Digitale Plattform, Datenschutz;Meeresschutz, Umweltschutz;;;In Planung;Das KI-Geisternetz-Interface ermöglicht es privatwirtschaftlichen Firmen und staatlichen Institutionen, ihre hydrografischen Daten ausschließlich hinsichtlich potenzieller Netzverdachtsstellen zu teilen, ohne Nutzungsrechte abtreten oder die Daten übertragen zu müssen.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/visueller-nachhaltigkeitsassistent-fur-kommunale-entscheidungen-ki-basierte-folgenabschaetzung-nach-der-cdmw-methode/1002;Digitaler Assistent für Nachhaltige Kommunale Entwicklung;KI Anwendung, Entscheidungsassistent, Visualisierung;Nachhaltigkeit, Stadtplanung, Verwaltung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/visueller-nachhaltigkeitsassistent-fur-kommunale-entscheidungen-ki-basierte-folgenabschaetzung-nach-der-cdmw-methode/1002;;In Planung;Das Cornwall Decision Making Wheel ist eine in Cornwall (UK) entwickelte und praktizierte Methode, um Nachhaltigkeitsfolgen kommunaler Entscheidungen systematisch abzuschätzen und zu visualisieren. Mittels KI kann diese Methode automatisch auf Planungsdokumente angewendet werden.;DANKE;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/claim/1001;Claim;KI Anwendung, Entscheidungsassistent, Datenanalyse, Datenerhebung;Verwaltung, Wohlfahrt, Chancengleichheit, Armut;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/claim/1001;Civic Coding;Im Testbetrieb;Mit Claim findest du anonymisiert heraus, auf welche staatlichen Förderungen du Anspruch hast und wir helfen dir auch bei der Beantragung dieser. Hierzu füllst du einfach ein Formular in deiner bevorzugten Sprache aus und Claim berechnet KI-unterstützt deine Ansprüche.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/deine-ide/1000;Deine-I.de;Digitale Plattform, Visualisierung, Datenanwendung für Öffentlichkeit, Entscheidungsassistent;Partizipation, Demokratie, Verwaltung, Stadtplanung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/deine-ide/1000;InnovationCamps;In Planung;Eine für Kommunen/Politik einfach nutzbare Plattform, um Ideen aus Bürgerbeteiligungsprojekten zu visualisieren, die übersichtlich, und hübsch folgende Fragen beantwortet: Was für Ideen hat es gegeben? Was ist aus ihnen geworden? Wo bleibe ich auf dem Laufenden zu „meiner“ Idee?;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/lokaler-ki-assistent-fur-die-zivilbevoelkerung-loki/999;Lokaler KI-Assistent für die Zivilbevölkerung;KI Anwendung, Digitale Plattform, Entscheidungsassistent;Verwaltung, Demokratie, Partizipation;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/lokaler-ki-assistent-fur-die-zivilbevoelkerung-loki/999;Civic Coding;In Planung;Der Lokale KI-Assistent für die Zivilbevölkerung (LoKI) wird ein digitales Kommunikationssystem, welches Bürgerinnen und Bürger auf einfache und schnelle Weise bei Fragen in Bezug auf Behördenprozesse oder andere für die Zivilgesellschaft relevante Themen unterstützt.;LoKI;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ecoadvisor-der-digitale-energieberater-fur-nachhaltiges-wohnen/998;EcoAdvisor: Der Digitale Energieberater für nachhaltiges Wohnen;KI Anwendung, Interaktive App, Entscheidungsassistent;Energie, Nachhaltigkeit, Umweltschutz;;;In Planung;EcoAdvisor ist eine KI-gesteuerte App, die Privathaushalten hilft, Energie effizient zu nutzen, Kosten zu sparen und ökologisch bewusster zu leben, indem sie personalisierte Einsparungstipps und Produktvorschläge bietet.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/aufbau-gpt-als-hilfestellung-bei-der-planung-von-inklusiven-spielplaetzen/997;Aufbau GPT als Hilfestellung bei der Planung von inklusiven Spielplätzen;Generative KI, KI Anwendung, Entscheidungsassistent;Inklusion, Barrierefreiheit, Stadtplanung;;Civic Coding;In Planung;Unser Projekt zielt darauf ab, einen KI-basierten Ratgeber für die Planung barrierefreier Spielplätze zu entwickeln, damit Inklusion möglich ist. Dieser Ratgeber wird Expertenwissen mit KI-Analysen kombinieren, um Empfehlungen für barrierefreies Spielplatzdesign bereitzustellen.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-co-pilot-kicop/996;KI-Co-Pilot;Generative KI, KI Anwendung, Digitale Plattform;;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-co-pilot-kicop/996;Civic Coding;Im Testbetrieb;Der KI-Co-Pilot (KICoP) ist eine Anbindung von generativen KI-Lösungen wie ChatGPT an eine Block-basierte No-Code-Plattform. So können mittels generativer KI neue Blöcke erzeugt werden, was die Fähigkeiten des No-Code Konzepts multipliziert.;KICoP;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/wasser-fur-den-hohen-flaeming-ki-basierte-entscheidungshilfe-fur-massnahmen-zu-wasserruckhalt-auf-landschaftsebene/1018;Wasser für den hohen Fläming - KI-basierte Entscheidungshilfe für Maßnahmen zu Wasserrückhalt auf Landschaftsebene;Entscheidungsassistent, KI Anwendung, Datenanalyse;Umweltschutz, Nachhaltigkeit, Katastrophenschutz;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/wasser-fur-den-hohen-flaeming-ki-basierte-entscheidungshilfe-fur-massnahmen-zu-wasserruckhalt-auf-landschaftsebene/1018;Civic Coding;In Planung;Der hohe Fläming ist eine der trockensten Orte Deutschlands und wir planen eine regionale, KI-basierte Entscheidungshilfe, die es ermöglicht sinnvolle landschaftliche Maßnahmen zum Wasserrückhalt und zur Vermeidung von Waldbränden in ihren Wirkungen und Kosten einzuschätzen.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/entrynavigator-der-wegbegleiter-fur-internationale-fachkraefte-nach-deutschland/1015;EntryNavigator - Der Wegbegleiter für internationale Fachkräfte nach Deutschland;KI Anwendung, Entscheidungsassistent, Interaktive App;Migration, Integration, Beratung, Arbeit;;Civic Coding;In Planung;Ein KI-gestützter Chatbot, der internationale Fachkräfte bei der Einreise und Arbeitssuche in Deutschland unterstützt, indem er bei Visumsanträgen und behördlichen Prozessen hilft, um Integration und Berufseinstieg zu erleichtern.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki/1014;KI²;KI Anwendung, Datenanwendung für Öffentlichkeit;Soziale Arbeit, Barrierefreiheit, Inklusion, Migration, Menschen mit Behinderung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki/1014;Civic Coding;Im Testbetrieb;Das Vorhaben zielt darauf ab, künstliche Intelligenz (KI) in der sozialen Arbeit einzusetzen, um Barrieren für Menschen mit Behinderungen und Menschen mit Migrationsgeschichte abzubauen und einen barrierefreien Zugang zur sozialen Gesellschaft zu fördern. Die Idee besteht darin,;KI²;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/equal-work-hub/1012;Human Work Hub;KI Anwendung, Digitale Plattform, Matching;Geflüchtete, Integration, Migration, Arbeit, Umwelt;;Civic Coding;In Planung;KI-Job-Matching-Plattform für Immigrant:innen und Geflüchtete mit Unternehmen. Anonymisiert Herkunft,, Religion etc., um Bias zu vermeiden. Zusätzlich Fort-und Weiterbildungen besonders in umweltrelevanten Berufen. Startpunkt in der Solarbranche.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ainsight/1011;AInsight;KI Anwendung, Interaktive App, Monitoring;Umwelt, Umweltschutz, Nachhaltigkeit;;;Im Testbetrieb;Viele Nutzende haben kein Verständnis für die Klimaauswirkungen von digitalen Anwendungen. Wir wollen ein Browser-Plugin für ChatGPT implementieren, das die nutzende Person über dessen CO2-Emissionen aufklärt und somit ein Bewusstsein für Ressourcenverbräuche von KI schafft.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/helpmeai/1010;helpme.ai;KI Anwendung, Interaktive App, Entscheidungsassistent;Beratung, Gesundheit, Armut, Soziale Arbeit;;;In Planung;helpme.ai is an AI-powered chatbot, accessible through an app, designed to bridge the gap in healthcare access for socially disadvantaged communities. It simplifies the complexity of healthcare systems, providing immediate, personalized assistance.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/prisma3d-explain/1009;Prisma3D Explain;KI Anwendung, Interaktive App, Generative KI, Visualisierung;Jugendarbeit, Jugendbeteiligung, Umwelt, Umweltschutz, Partizipation, Wissensmanagement;;;In Planung;"Mit ""Prisma3D Explain"" erstellen Schüler*innen 3D-animierte Erklärvideos dank KI-gestütztem Motion Capture in nur 5 Minuten. Durch die App entwickeln Schüler*innen 3D-gestalterische Kompetenzen für umweltrelevante Berufe in den Bereichen Medien, Architektur und Ingenieurswesen.";;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/scan-your-trash/1008;Scan Your Trash;Interaktive App, KI Anwendung, Datenerhebung, Citizen Science;Umwelt, Umweltschutz;;;In Planung;Scan Your Trash denkt Recycling, Machine Learning und Aufklärung zusammen. Es wird eine Citizen-Science-App entwickelt, die es den Anwender*innen ermöglicht, ihren LVP-Abfall zu fotografieren und mit diesen Bildern menschliches und maschinelles Lernen zu verbinden.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/der-into-the-job-power-coach-itjo-poc/1007;Der Into-the-job-Power-Coach;KI Anwendung, Interaktive App, Entscheidungsassistent;Arbeit, Beratung, Chancengleichheit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/der-into-the-job-power-coach-itjo-poc/1007;;Im Testbetrieb;Itjo-Poc ist ein digitaler Trainer, der fit für Bewerbungsgespräche und den Beruf macht. Er beinhaltet verschiedene Jobprofile und Schwierigkeitsgrade („zugewandter“ bis offen ablehnender, sozialen und beruflichen Hintergrund des Bewerbenden angreifender Gesprächsführender.);Itjo-Poc;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/predictive-maintanance-fur-den-foodcube-ein-aquaponik-lehrsystem-fur-umwelttechnologische-nachwuchsfoerderung/1006;"Predictive maintanance für den ""Foodcube"", ein Aquaponik-Lehrsystem für umwelttechnologische Nachwuchsförderung";Analyse von Sensordaten und ML, KI Anwendung, Monitoring;Umwelt, Umweltschutz, Nachhaltigkeit;;;In Planung;In der Aquaponik gedeihen Fische und Pflanzen in einem ressourcensparenden Kreislaufsystem. Der Foodcube bringt diese zukunftsweisende Agrar- und Umwelttechnologie an Schulen. Mit einem Predictive-Maintenance-Ansatz kann der komplexe Betrieb stabiler gestaltet werden.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/seagrasswatch-kusten-ki-fur-den-schutz-von-seegraswiesen/1005;SeagrassWatch: Küsten-KI für den Schutz von Seegraswiesen;Datenerhebung, Datenanalyse, KI Anwendung, Monitoring;Umweltschutz, Meeresschutz, Nachhaltigkeit;;;In Planung;Mittels Dropdown-Kameras und Tiefensonar dem Seegras in der Ostsee auf die Spur kommen. Wo sind bestehende Seegrasbestände und Potenzialflächen zur Wiederansiedlung in der Ostsee? Meeresnaturschutz trifft KI.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/staatklar-dein-digitaler-assistent-fur-die-beantragung-von-staatlicher-unterstutzung/1004;StaatKlar: dein digitaler Assistent für die Beantragung von staatlicher Unterstützung;Entscheidungsassistent, KI Anwendung, Large Language Model (LLM), Datenanwendung für Öffentlichkeit;Verwaltung, Partizipation, Transparenz;;Civic Coding;In Planung;Entwicklung eines digitalen Assistenten, der mithilfe von Sprachmodellen komplexe Behördeninformationen vereinfacht. Ziel ist das Überbrücken von Wissenslücken und der Abbau bürokratischer Hürden bei der Beantragung staatlicher Ansprüche durch Bürger:innen.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-geisternetze-open-source/1003;KI Geisternetze Open Source;KI Anwendung, Datenanalyse, Digitale Plattform, Monitoring;Meeresschutz, Umweltschutz;;Civic Coding;In Weiterentwicklung;Das KI-Geisternetz-Interface ermöglicht es privatwirtschaftlichen Firmen und staatlichen Institutionen, ihre hydrografischen Daten ausschließlich hinsichtlich potenzieller Netzverdachtsstellen zu teilen, ohne Nutzungsrechte abtreten oder die Daten übertragen zu müssen.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/visueller-nachhaltigkeitsassistent-fur-kommunale-entscheidungen-ki-basierte-folgenabschaetzung-nach-der-cdmw-methode/1002;"""DANKE"" - Digitaler Assistent für Nachhaltige Kommunale Entwicklung";KI Anwendung, Datenanalyse, Visualisierung, Entscheidungsassistent;Nachhaltigkeit, Stadt, Verwaltung;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/visueller-nachhaltigkeitsassistent-fur-kommunale-entscheidungen-ki-basierte-folgenabschaetzung-nach-der-cdmw-methode/1002;Civic Coding;In Planung;Das Cornwall Decision Making Wheel ist eine in Cornwall (UK) entwickelte und praktizierte Methode, um Nachhaltigkeitsfolgen kommunaler Entscheidungen systematisch abzuschätzen und zu visualisieren. Mittels KI kann diese Methode automatisch auf Planungsdokumente angewendet werden.;DANKE;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/claim/1001;Claim;KI Anwendung, Entscheidungsassistent, Digitale Plattform;Beratung, Soziale Arbeit, Verwaltung;;Civic Coding;Im Testbetrieb;Mit Claim findest du anonymisiert heraus, auf welche staatlichen Förderungen du Anspruch hast und wir helfen dir auch bei der Beantragung dieser. Hierzu füllst du einfach ein Formular in deiner bevorzugten Sprache aus und Claim berechnet KI-unterstützt deine Ansprüche.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/deine-ide/1000;Deine-I.de;Digitale Plattform, Visualisierung, Datenanwendung für Öffentlichkeit;Partizipation, Demokratie, Stadt, Verwaltung;;InnovationCamps;In Planung;Eine für Kommunen/Politik einfach nutzbare Plattform, um Ideen aus Bürgerbeteiligungsprojekten zu visualisieren, die übersichtlich, und hübsch folgende Fragen beantwortet: Was für Ideen hat es gegeben? Was ist aus ihnen geworden? Wo bleibe ich auf dem Laufenden zu „meiner“ Idee?;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/lokaler-ki-assistent-fur-die-zivilbevoelkerung-loki/999;Lokaler KI-Assistent für die Zivilbevölkerung;Digitale Plattform, KI Anwendung, Entscheidungsassistent, Kommunikationssystem;Verwaltung, Partizipation, Zivilgesellschaft;;Civic Coding;In Planung;Der Lokale KI-Assistent für die Zivilbevölkerung (LoKI) wird ein digitales Kommunikationssystem, welches Bürgerinnen und Bürger auf einfache und schnelle Weise bei Fragen in Bezug auf Behördenprozesse oder andere für die Zivilgesellschaft relevante Themen unterstützt.;LoKI;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ecoadvisor-der-digitale-energieberater-fur-nachhaltiges-wohnen/998;EcoAdvisor: Der Digitale Energieberater für nachhaltiges Wohnen;KI Anwendung, Interaktive App, Datenanalyse, Entscheidungsassistent;Energie, Nachhaltigkeit, Umweltschutz;;;In Planung;EcoAdvisor ist eine KI-gesteuerte App, die Privathaushalten hilft, Energie effizient zu nutzen, Kosten zu sparen und ökologisch bewusster zu leben, indem sie personalisierte Einsparungstipps und Produktvorschläge bietet.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/aufbau-gpt-als-hilfestellung-bei-der-planung-von-inklusiven-spielplaetzen/997;Aufbau GPT als Hilfestellung bei der Planung von inklusiven Spielplätzen;Generative KI, KI Anwendung, Entscheidungsassistent;Inklusion, Barrierefreiheit;;Civic Coding;In Planung;Unser Projekt zielt darauf ab, einen KI-basierten Ratgeber für die Planung barrierefreier Spielplätze zu entwickeln, damit Inklusion möglich ist. Dieser Ratgeber wird Expertenwissen mit KI-Analysen kombinieren, um Empfehlungen für barrierefreies Spielplatzdesign bereitzustellen.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-co-pilot-kicop/996;KI-Co-Pilot;Generative KI, KI Anwendung;;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ki-co-pilot-kicop/996;Civic Coding;In Betrieb;Der KI-Co-Pilot (KICoP) ist eine Anbindung von generativen KI-Lösungen wie ChatGPT an eine Block-basierte No-Code-Plattform. So können mittels generativer KI neue Blöcke erzeugt werden, was die Fähigkeiten des No-Code Konzepts multipliziert.;KICoP;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/futero-jobs-zum-anpacken/995;Futero - Jobs zum Anpacken;KI Anwendung, Digitale Plattform, Matching;Arbeit, Wirtschaft;;;In Weiterentwicklung;Mit Futero haben wir es uns zum Ziel gemacht, das Recruiting im Handwerk und der mittelständischen Industrie zu revolutionieren. Hierfür ergänzen wir unsere Jobplattform mit vielen nützlichen KI-Features, so schaffen wir ein modernes & transparentes Recruitment.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/ecoskills-navigator/994;EcoSkills Navigator;KI Anwendung, Digitale Plattform;Nachhaltigkeit, Umwelt, Umweltschutz;;Civic Coding;In Planung;Der 'EcoSkills Navigator' ist eine KI-gestützte Lernplattform, die individuelle Lernpfade für Nachhaltigkeitswissen in Unternehmen schafft, um den Übergang zu umweltrelevanten Zukunftsberufen zu fördern.;;CC-BY-NC-ND 4.0;https://www.civic-coding.de
https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/connectcare/993;ConnectCare;KI Anwendung, Digitale Plattform, Vernetzungsassistent;Mentale Gesundheit, Gesundheit, Soziale Arbeit;https://www.civic-coding.de/community-information/projekte/vorschauseite-projekt/connectcare/993;Civic Coding;In Planung;"Einsamkeit und psychische Erkrankungen sind in ländlichen Regionen weit verbreitet, während die psychologische Versorgung dort besonders knapp ist. ""ConnectCare“ schafft als KI-gestützte, kollaborative Plattform Abhilfe, indem es Betroffene verbindet und unterstützt.";;CC-BY-NC-ND 4.0;https://www.civic-coding.de
