Index,Quelle,Projektname,Art,Einsatzbereich,Webseite-Link,Organisation,Status,Kurzzusammenfassung,Projekt-Abkürzung,Lizenz,Lizenz-Organisation
10,https://correlaid.org/daten-nutzen/projektdatenbank/2024-11-LAF,Auswertung einer Umfrage zu KI im Ehrenamt,"['reporting', 'visualization', 'exploratory']","['survey', 'text']","https://digital-vereint.de/aktuelles/ki-anwendungen-im-ehrenamt-hype-oder-echter-nutzen/, https://github.com/CorrelAid/dv_ai_survey, https://civic-data.de/ki-ehrenamt/","Civic Data Lab, lagfa bayern, CorrelAid e.V.",In Betrieb,Auswertung und Visualisierung einer Umfrage zum Einsatz von KI in der Freiwilligenarbeit.,,CC-BY 4.0,https://correlaid.org/
11,https://correlaid.org/daten-nutzen/projektdatenbank/2025-01-SGC,Data Story mit Konstanzer Klima- und Wetterdaten,"['visualization', 'data_management']",['open'],"https://stadtdaten.konstanz.digital/stadtklima/ , https://github.com/sgc-kn/dashboards","Smart Green City Konstanz, CorrelAid e.V.",In Betrieb,"Wir haben eine Data Story entwickelt, die den Bürger*innen in Konstanz anhand offener Klima- und Wetterdaten anschaulich aufzeigt, wie sich klimatische Veränderungen in der Stadt auswirken.",,CC-BY 4.0,https://correlaid.org/
12,https://correlaid.org/daten-nutzen/projektdatenbank/2025-05-SIL,Improving and upgrading the Silbernetz dashboard,"['reporting', 'visualization', 'impact']","['process', 'geospatial']",,"Silbernetz e.V., CorrelAid e.V.",In Betrieb,Eines der erfolgreichsten CorrelAid-Projekte auf den neuesten Stand bringen und stabiler gestalten.,,CC-BY 4.0,https://correlaid.org/
13,https://correlaid.org/daten-nutzen/projektdatenbank/2025-05-CAS,Automatisierung von Reportings aus Evaluationsdaten,"['reporting', 'visualization', 'automation', 'impact']",['survey'],,"Coach@School, CorrelAid e.V.",In Planung,Unterstützung von coach@school mit automatisiertem Reporting aus Evaluationsdaten wie Lehrkräftebefragungen zur Reduzierung des Verwaltungsaufwands.,,CC-BY 4.0,https://correlaid.org/
14,https://correlaid.org/daten-nutzen/projektdatenbank/2025-10-ECF,Datenbankverwaltungssystem für die Europäische Gemeinschaftsstiftungsinitiative (ECFI),"['automation', 'open_source', 'data_management', 'data_collection']","['survey', 'open']",,"European Community Foundation Initiative, CorrelAid e.V.",In Planung,"Unterstütze ECFI mit einer Datenbanklösung, die ihnen bei der Erleichterung der Datenerfassung, Datenspeicherung und Datenanalyse europäischer Gemeinschaftsstiftungen hilft.",,CC-BY 4.0,https://correlaid.org/
15,https://correlaid.org/daten-nutzen/projektdatenbank/2025-05-PBE, Fortschritts-Monitor,"['automation', 'impact']",['process'],,"Phase BE, CorrelAid e.V.",In Betrieb,"Phase BE begleitet Jugendliche beim Übergang in die Berufswelt. Doch die Kommunikation zwischen Camp, Betreuung und Büro war fragmentiert. Wichtige Fortschritte und Herausforderungen gingen zwischen verschiedenen Dateien verloren. Mit einem Ampelsystem in Excel konnten wir alle Informationen zentral zusammenführen. Jetzt erkennt Phase BE sofort, wo Jugendliche Unterstützung brauchen und kann rechtzeitig handeln.",,CC-BY 4.0,https://correlaid.org/
16,https://correlaid.org/daten-nutzen/projektdatenbank/2019-01-MAP,Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen,"['exploratory', 'modeling']",['process'],https://osf.io/3zsn6/,"Mannheimer Platte, CorrelAid e.V.",In Betrieb,"Wir analysierten die Daten des Restaurants Mannheimer Platte, um die Umsatz- und Nachfragemuster zu verstehen, und lieferten Erkenntnisse, die zur Entscheidungsfindung und zur Verbesserung der Beschaffungsplanung beitrugen.",,CC-BY 4.0,https://correlaid.org/
17,https://correlaid.org/daten-nutzen/projektdatenbank/2015-08-PBN,Analyse einer Mitgliederbefragung des Pfadfinderbunds Nord,"['reporting', 'exploratory']",['survey'],,"Pfadfinder*innenbund Nord, CorrelAid e.V.",In Betrieb,"Wir halfen den Pfadfindern, ihre Mitglieder besser zu verstehen, indem wir die Daten analysierten und mit anderen Jugendstudien verglichen, so dass sie ihre Aktivitäten auf die Bedürfnisse und Interessen ihrer jungen Mitglieder abstimmen konnten.",,CC-BY 4.0,https://correlaid.org/
18,https://correlaid.org/daten-nutzen/projektdatenbank/2018-11-TVK,Mitgliederbefragung des Turnvereins Käfertal,"['data_collection', 'reporting']",['survey'],,"Turnverein 1880 Käfertal, CorrelAid e.V.",In Betrieb,"Wir führten eine Mitgliederbefragung durch, um TV K&auml;fertal dabei zu helfen, die Zufriedenheit der Mitglieder und die Effektivität der Kommunikation zu verstehen. Die Umfrageergebnisse bildeten die Grundlage für datengestützte Entscheidungen, mit denen die Strategien und Strukturen des Verbandes für eine nachhaltige Zukunft angepasst wurden.",,CC-BY 4.0,https://correlaid.org/
19,https://correlaid.org/daten-nutzen/projektdatenbank/2019-02-MIN,tf-idf zu Babel: Text Mining zur Optimierung von automatisierten Prozessen in multilingualen Kontexten,"['exploratory', 'modeling']",['process'],,"Minor Kontor, CorrelAid e.V.",In Betrieb,"Wir haben ein interaktives Tool entwickelt, um Minor EU dabei zu helfen, besser mit Migranten in den sozialen Medien in Kontakt zu treten, Zeit zu sparen und die Berichterstattung für Geldgeber zu verbessern.",,CC-BY 4.0,https://correlaid.org/
20,https://correlaid.org/daten-nutzen/projektdatenbank/2019-06-WEL,Automatisierte Reportgenerierung zur Verbesserung der Arbeit der Weltläden,['automation'],['process'],,"Weltladen Dachverband, CorrelAid e.V.",In Betrieb,"Wir haben den Weltladen-Dachverband dabei unterstützt, die Erstellung individueller Berichte für seine Weltläden zu automatisieren, um den Prozess effizienter zu gestalten und Fehler zu reduzieren.",,CC-BY 4.0,https://correlaid.org/
21,https://correlaid.org/daten-nutzen/projektdatenbank/2019-10-BEE,Mithilfe von Machine Learning Anomalien in Bienenstöcken erkennen,['modeling'],['open'],"https://www.youtube.com/watch?v=POqqK7Qj4cU, https://www.youtube.com/watch?v=eGZ98pMt4YI","Bee Observer BOB, CorrelAid e.V.",In Betrieb,"Wir haben BeeObserver dabei geholfen, die Bienenbeobachtung auf ein neues Niveau zu heben, indem wir Sensordaten nutzbar gemacht und ein Warnsystem für Imker geschaffen haben.",,CC-BY 4.0,https://correlaid.org/
22,https://correlaid.org/daten-nutzen/projektdatenbank/2019-11-WBD,Dashboard für das Tracking von Websitezugriffszahlen,['visualization'],['process'],,CorrelAid e.V.,In Betrieb,"Wir erstellten ein Dashboard, das uns half, die Leistung unserer Website besser zu verstehen und wertvolle Erkenntnisse für Verbesserungen zu gewinnen.",,CC-BY 4.0,https://correlaid.org/
23,https://correlaid.org/daten-nutzen/projektdatenbank/2019-11-ODA,Weiterbildungen im nachhaltigen Sektor fördern,['web_development'],['process'],https://www.umweltprofis.ch/assessment,"OdA Umwelt, CorrelAid e.V.",In Betrieb,"Wir haben eine durchsuchbare Datenbank entwickelt, um fundierte Entscheidungen und die berufliche Entwicklung im Bereich der Nachhaltigkeit zu unterstützen und eine benutzerfreundliche Plattform für die Erkundung und Bewertung von Qualifikationen bereitzustellen.",,CC-BY 4.0,https://correlaid.org/
24,https://correlaid.org/daten-nutzen/projektdatenbank/2020-01-KOM,Komunat - die Wirkung von Wahlentscheidungshilfen bei Kommunalwahlen,"['exploratory', 'visualization', 'reporting']","['survey', 'process']",https://youtu.be/JJoEJGc1eNc?t=2745,"VOTO, CorrelAid e.V.",In Betrieb,"Für die Kommunalwahl 2019 in Stuttgart haben wir ein Wahlentscheidungstool entwickelt, mit dem die Nutzerinnen und Nutzer die Kandidatinnen und Kandidaten anhand ihrer Einstellungen zu verschiedenen Aussagen bewerten und ein Ranking erhalten.",,CC-BY 4.0,https://correlaid.org/
25,https://correlaid.org/daten-nutzen/projektdatenbank/2020-03-DEN,Wer ist interessiert an einem guten Leben im ländlichen Raum?,"['data_collection', 'visualization']","['survey', 'administrative']",https://www.berliner-zeitung.de/mensch-metropole/ein-herrenhaus-in-der-warteschleife-li.102754,"Denk-mal-Kultur e.V., CorrelAid e.V.",In Betrieb,"Wir haben Denk-mal-Kultur e.V. dabei unterstützt, das Interesse an seiner Akademie für selbstbestimmtes Altern und seinem Praxisforschungszentrum zu ermitteln und Erkenntnisse für künftige Aktivitäten und die Sicherung der Finanzierung zu gewinnen.",,CC-BY 4.0,https://correlaid.org/
26,https://correlaid.org/daten-nutzen/projektdatenbank/2020-03-ERL,Interaktives Dashboard zur besseren Darstellung von Verschuldungsdaten,"['visualization', 'automation']",['administrative'],"https://github.com/CorrelAid/erlassjahr, https://erlassjahr.de/informieren/karte-ueberschuldete-staaten-weltweit/","Erlassjahr e.V., CorrelAid e.V.",In Betrieb,"Wir halfen dem erlassjahr-Team, Zeit und Mühe zu sparen, indem wir die Datengenerierung automatisierten und eine interaktive Weltkarte erstellten, um die Verschuldungssituation weltweit zu visualisieren und den Nutzern das Erkunden und Verstehen der Daten zu erleichtern.",,CC-BY 4.0,https://correlaid.org/
27,https://correlaid.org/daten-nutzen/projektdatenbank/2020-05-EYP,Anschauliche Aufbereitung von Umfragen zur Teilnehmerstruktur und dem Impact von Veranstaltungen,['exploratory'],"['survey', 'process']",,"European Youth Parliament, CorrelAid e.V.",In Betrieb,"Wir analysierten Umfragedaten von fünf Veranstaltungen des Europäischen Jugendparlaments, um die Auswirkungen ihrer Aktivitäten auf die Einstellungen und Fähigkeiten der Teilnehmer zu verstehen, und gaben Empfehlungen für künftige Umfragen zur Verbesserung der Zuverlässigkeit.",,CC-BY 4.0,https://correlaid.org/
28,https://correlaid.org/daten-nutzen/projektdatenbank/2020-10-CIT,Netzwerkdynamiken in Citizen Science - Nutzer*innenverhalten auf der iNaturalist Plattform,['modeling'],"['process', 'open']","https://github.com/correlaid-paris/citizen_science_inaturalist, https://youtu.be/JJoEJGc1eNc?t=3032, https://inaturalist-cnc.correlaid.org/, https://arxiv.org/abs/2112.02693, https://github.com/correlaid-paris/open_inaturalist_code",CorrelAid e.V.,In Betrieb,Wir halfen bei der Analyse von Daten der Citizen-Science-Plattform iNaturalist und deckten interessante Trends im Nutzerverhalten und in den Interaktionen auf.,,CC-BY 4.0,https://correlaid.org/
29,https://correlaid.org/daten-nutzen/projektdatenbank/2020-11-MAR,Datenvisualisierungen für mehr Aufmerksamkeit für illegale Pushbacks,['visualization'],['process'],"https://cms.correlaid.org/assets/0620a79e-e97d-45d8-aa16-a7b5867f40c3, https://youtu.be/JJoEJGc1eNc?t=222, https://cms.correlaid.org/assets/f804a3f2-e40c-4c04-9867-923c33865910","Mare Liberum, CorrelAid e.V.",In Betrieb,"Wir haben Mare Liberum dabei geholfen, ihre Daten in aussagekräftige Visualisierungen umzuwandeln, um das Bewusstsein für Pushbacks im Mittelmeer zu schärfen, und dabei dank ihrer vorhandenen Kenntnisse in der R-Programmierung eine nachhaltige Wirkung zu erzielen.",,CC-BY 4.0,https://correlaid.org/
30,https://correlaid.org/daten-nutzen/projektdatenbank/2021-02-CFE,Diversität erforschen - Visualisierung der Afrozensus Umfrage in R,['visualization'],['survey'],https://afrozensus.de,"Citizens for Europe, CorrelAid e.V.",In Betrieb,"Wir haben ein R-Paket entwickelt, das Forschern dabei hilft, Daten aus der Afrozensus-Umfrage zu analysieren und zu visualisieren, damit sie die Erfahrungen von Menschen afrikanischer Herkunft in Deutschland besser erforschen und verstehen können.",,CC-BY 4.0,https://correlaid.org/
31,https://correlaid.org/daten-nutzen/projektdatenbank/2021-03-HAC,"Erstellung eines interaktiven Survey-Reports für die Hacklab Foundation, Ghana",['visualization'],['survey'],"https://github.com/CorrelAid/hacklab-foundation, https://correlaid.github.io/hacklab-foundation/Developer-Census-2020-Report.html, https://github.com/Hacklab-Foundation/Developer-Census-2020, https://youtu.be/JJoEJGc1eNc?t=421","Hacklab Foundation, CorrelAid e.V.",In Betrieb,"Wir haben Umfragedaten analysiert, um Einblicke in die ghanaische Entwicklergemeinschaft zu gewinnen und Verbesserungsmöglichkeiten und Wachstumschancen zu entdecken. Unser Bericht bietet der Hacklab Foundation eine Plattform, um die Ergebnisse zu teilen und mit Partnern zusammenzuarbeiten.",,CC-BY 4.0,https://correlaid.org/
32,https://correlaid.org/daten-nutzen/projektdatenbank/2021-03-NAK,Ein Dashboard zur Steigerung der Motivation von ehrenamtlichen Tutor*innen,['web_development'],['process'],https://github.com/CorrelAid/naklar.io,CorrelAid e.V.,In Betrieb,"Wir halfen bei der Erstellung eines Dashboards zur Unterstützung der Tutoren, um sie zu motivieren, durch ihre ehrenamtliche Tätigkeit einen positiven Einfluss auf das deutsche Schulsystem zu nehmen.",,CC-BY 4.0,https://correlaid.org/
33,https://correlaid.org/daten-nutzen/projektdatenbank/2021-04-KOB,R Wrapper für die KoboToolbox API,['open_source'],['survey'],"https://github.com/CorrelAid/kbtbr, https://correlaid.github.io/kbtbr/",CorrelAid e.V.,In Betrieb,"Mit dem R-Paket CorrelAid für KoboToolbox haben wir dazu beigetragen, Daten-Workflows für Forscher und humanitäre Organisationen zu automatisieren.",,CC-BY 4.0,https://correlaid.org/
34,https://correlaid.org/daten-nutzen/projektdatenbank/2021-07-SIL,Zeitersparnisse und verbesserte Wirkungskommunikation dank Automatisierung und Datenvisualisierungen,"['automation', 'visualization']",['process'],,"Silbernetz e.V., CorrelAid e.V.",In Betrieb,"Wir haben ein interaktives Tool entwickelt, das Silbernetz Zeit und Mühe erspart und es euch ermöglicht, euch auf wichtigere Aktivitäten zu konzentrieren und eure Wirkung bei den Interessengruppen effektiv zu kommunizieren, was letztendlich zu mehr Finanzierung und Unterstützung führt.",,CC-BY 4.0,https://correlaid.org/
35,https://correlaid.org/daten-nutzen/projektdatenbank/2021-10-CAR,Alleinerziehend und arbeitslos: Analyse von Daten der Allgemeinen Sozialberatung der Caritas,['exploratory'],"['survey', 'process']","https://www.caritas.de/neue-caritas/heftarchiv/jahrgang2022/artikel/alleinerziehend-und-arbeitslos, https://github.com/CorrelAid/caritas-project","Deutscher Caritasverband e.V., Referat Soziale Lebenslagen und Solidarität, CorrelAid e.V.",In Betrieb,"Wir haben die Daten von 37 000 Kunden analysiert und festgestellt, dass alleinerziehende Mütter ein höheres Risiko haben, langzeitarbeitslos zu werden, insbesondere diejenigen mit geringerer Bildung.",,CC-BY 4.0,https://correlaid.org/
36,https://correlaid.org/daten-nutzen/projektdatenbank/2022-04-GEP,Python-Package für die GENESIS Datenbank,['open_source'],"['administrative', 'open']",https://github.com/CorrelAid/pystatis,CorrelAid e.V.,In Betrieb,"Das CorrelAid Team entwickelte ein Python-Package, um offene Verwaltungsdaten zugänglicher zu machen.",,CC-BY 4.0,https://correlaid.org/
37,https://correlaid.org/daten-nutzen/projektdatenbank/2022-04-GER,R Wrapper for the Genesis API,['open_source'],"['administrative', 'open']","https://github.com/CorrelAid/restatis, https://cran.r-project.org/web/packages/restatis/index.html, https://correlaid.github.io/restatis/",CorrelAid e.V.,In Betrieb,"Das CorrelAid Team entwickelte ein R-Package, um offene Verwaltungsdaten zugänglicher zu machen.",,CC-BY 4.0,https://correlaid.org/
38,https://correlaid.org/daten-nutzen/projektdatenbank/2022-04-LAU,Entwicklung eines interaktiven Fragebogens zur Verbesserung von Kinderschutzmaßnahmen im Sport,"['visualization', 'web_development']",['process'],"https://laureus.shinyapps.io/Safeinsport-selfaudit/, https://www.laureus.de/international-safeguards-for-children-in-sport-laureus-sport-for-good-setzt-sich-aktiv-dafuer-ein-dass-der-sport-ein-sicherer-ort-fuer-jedes-kind-wird/","Laureus Sport For Good Germany, CorrelAid e.V.",In Betrieb,"Wir haben eine interaktive Web-App entwickelt, die Sportorganisationen dabei hilft, eure Kinderschutzmaßnahmen zu bewerten und personalisierte Empfehlungen für Verbesserungen zu erhalten. Dieses neue Tool strafft den Prozess, spart Zeit und erhöht die Zugänglichkeit.",,CC-BY 4.0,https://correlaid.org/
39,https://correlaid.org/daten-nutzen/projektdatenbank/2022-07-COP,Wo sollen neue Fahrradparkplätze in Paris entstehen? Unterstützung der Entscheidungsfindung mit offenen Daten,"['exploratory', 'modeling']","['administrative', 'open']","https://github.com/CorrelAid/paris-bikes/, https://paris-bikes-wfiz3bgwsa-ew.a.run.app/","City of Paris , CorrelAid e.V.",In Betrieb,Wir haben die Stadt Paris bei der Erstellung einer Karte zur besseren Planung von Fahrradparkplätzen unterstützt und dabei offene Daten für datengestützte Entscheidungen genutzt.,,CC-BY 4.0,https://correlaid.org/
40,https://correlaid.org/daten-nutzen/projektdatenbank/2022-07-MIP,Aufbau eines Systems zur Bewertung der Bodenqualität durch maschinelles Lernen und Computer Vision,"['open_source', 'modeling']",['open'],,CorrelAid e.V.,unclear,"Wir haben maschinelles Lernen und Computer Vision eingesetzt, um die Bodenqualität zu bewerten und landwirtschaftliche Praktiken zu verbessern.",,CC-BY 4.0,https://correlaid.org/
41,https://correlaid.org/daten-nutzen/projektdatenbank/2022-10-ETL,ETL Pipeline von Limesurvey zu einer Datenbank,"['automation', 'data_management']","['survey', 'process']",,CorrelAid e.V.,In Betrieb,"Wir haben dazu beigetragen, die Datenextraktion und das Laden von Daten zu rationalisieren und die Datenverwaltung und -analyse effizienter zu gestalten.",,CC-BY 4.0,https://correlaid.org/
42,https://correlaid.org/daten-nutzen/projektdatenbank/2022-10-LCR,Datenfluss von R zu Metabase zu Google Docs: ein live-verbundener Berichtsworkflow,"['open_source', 'automation', 'web_development']","['survey', 'process']","https://github.com/CorrelAid/metabase-to-google, https://github.com/CorrelAid/DataToMetabase, https://cms.correlaid.org/assets/1c8e7346-2bc2-4ef8-ba25-dbfd863b2666",CorrelAid e.V.,In Betrieb,"Wir haben erfolgreich zwei Komponenten zur Automatisierung von Datenaufgaben entwickelt, die zeigen, dass auch technisch weniger versierte Nutzer von Datenpipelines außerhalb der traditionellen technischen Stacks profitieren können.",,CC-BY 4.0,https://correlaid.org/
