Quelle;Projektname;Art;Einsatzbereich;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Projekt-Abkürzung;Lizenz;Lizenz-Organisation
https://correlaid.org/projekte/projektdatenbank/2025-10-ECF;Datenbankverwaltungssystem für die Europäische Gemeinschaftsstiftungsinitiative (ECFI);Datenbank, Open-Source, Datenmanagement, Datenvisualisierung, Plattform;Open Data, Datenanalyse, International, Europa, Partizipation;;European Community Foundation Initiative, CorrelAid e.V.;Laufend;Die ECFI braucht einen Überblick über Europas Gemeinschaftsstiftungen. Wir bauen eine DSGVO-konforme Open-Source-Datenbank für systematische Erfassung und Visualisierung.;ECFI;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2025-05-PBE; Fortschritts-Monitor;Dashboard, Datenvisualisierung, Prozessautomatisierung, Reporting;Jugendarbeit, Soziale Arbeit, Bildung, Arbeit, Chancengleichheit;;Phase BE, CorrelAid e.V.;Abgeschlossen;Phase BE begleitet Jugendliche in die Berufswelt. Wir entwickeln ein Ampelsystem, das Fortschritte zentral bündelt und Unterstützungsbedarf sofort sichtbar macht.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2026-02-DTC;Bedarfsorientierte Wirkungsmessung für mehr sozial-emotionale Kompetenzen an Schulen;Monitoring, Reporting, Datenanalyse;Bildung, Kinder- und Jugendhilfe, Soziale Arbeit, Gesundheit;;Dare2Care, CorrelAid e.V.;Laufend;Wirkungsmessung für sozial-emotionale Schulprogramme: Wir entwickeln mit Dare2Care Fragebögen und Tools, die zeigen, wie Resilienztraining an Schulen wirkt.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2026-01-KMB;Von Daten zu Wirkung – Datenbasierte Argumente für Bildungsgerechtigkeit;Datenportal, Datenvisualisierung, Datenanalyse, Reporting, Datenmanagement, Open Data;Chancengleichheit, Kinder- und Jugendhilfe, Soziale Arbeit, Wohlfahrt, Partizipation;;Stiftung ein Quadratkilometer Bildung, CorrelAid e.V.;Laufend;km2 Bildung sammelt jährlich Daten aus lokalen Bildungsnetzwerken, doch Auswertungen scheitern an fehlenden Standards. Wir schaffen Strukturen für datenbasierte Argumente.;km2 Bildung;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2026-03-CHW;(Teil)-Automatisierung von Datenprozessen im Kontext Wirkungsmessung;Prozessautomatisierung, Datenportal, Datenmanagement, Datenanalyse, Reporting, Automatisierung;Wirkungsmessung, Bildung, Kinder- und Jugendhilfe, Soziale Arbeit, Chancengleichheit, Partizipation;;Chancenwerk e.V., CorrelAid e.V.;Laufend;Wirkungsmessung bei Chancenwerk braucht weniger Handarbeit. Wir automatisieren Datenexport, Bereinigung und Auswertung mit maßgeschneiderten Tools.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2026-04-KSJ;Prozessoptimierung und Datenprodukte für besseres Wirkungsmanagement;Prozessautomatisierung, Datenvisualisierung, Dashboard, Datenmanagement, Datenanalyse;Bildung, Chancengleichheit, Soziale Arbeit, Wirkungsmessung;;Kindersprachbrücke Jena e.V., CorrelAid e.V.;Laufend;Die Kindersprachbrücke Jena will Wirkung in der Jugendhilfe besser messen. Wir vereinheitlichen Datenquellen und bauen ein Dashboard für schnelle Auswertungen.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2026-03-KMS;“Es war einmal… Wirkung” - Data Storytelling zum Engagement für bessere KI Bildung;Datenvisualisierung, Webseite, Datenmanagement, Automatisierung, Reporting, Datenanalyse, Wirkungsmessung;Bildung, KI, Partizipation, Demokratie, Technologie, Open Data, Wirkungsmessung;;KI macht Schule, CorrelAid e.V.;Laufend;Über 100 Ehrenamtliche bringen KI-Bildung an Schulen. Wir machen ihre Wirkung mit Data Storytelling sichtbar – für Förderpartner und die Öffentlichkeit.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2026-03-AEF;Wirkungsmessung & Datenintegration für mehr Bildungsgerechtigkeit;Wirkungsmessung, Dashboard, Datenvisualisierung, Wissensmanagement, Reporting, Datenmanagement, Monitoring;Kinder- und Jugendhilfe, Chancengleichheit, Soziale Arbeit, Wohlfahrt, Evaluation, Partizipation;;Aelius Förderwerk e.V., CorrelAid e.V.;Laufend;Wirkungsmessung für Bildungsgerechtigkeit: Wir integrieren Datenquellen des Aelius Förderwerks und bauen ein Dashboard, das Steuerung und Kommunikation verbessert.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2019-01-MAP;Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen;Datenanalyse, Statistik, Zeitreihenanalyse, Bericht, Workshops, Prozessoptimierung, Datenvisualisierung;Armut, Ernährungssicherung, Soziale Arbeit, Wohlfahrt;https://osf.io/3zsn6/;Mannheimer Platte, CorrelAid e.V.;Abgeschlossen;Die Mannheimer Platte serviert bezahlbare Mahlzeiten für Bedürftige. Wir analysieren 17 Jahre Verkaufsdaten, um Nachfragemuster zu erkennen und Lebensmittelverschwendung zu reduzieren.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2025-06-UFZ;Monitoring der Verfügbarkeit und Kapazität des Beratungsangebots U25;Monitoring;Gesundheit, Jugend, Beratung, Soziale Arbeit;;U25, CorrelAid e.V.;Laufend;U25 berät suizidgefährdete junge Menschen, doch die Kapazität schwankt. Wir werten Ampeldaten aus und machen Engpässe sichtbar.;U25;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2020-10-OKP;Python Paket für Open Data der Stadt Konstanz;Open-Source, Datenportal;Open Data, Stadt, Verwaltung, Datenanalyse;https://github.com/MisterXY89/konstanz-open-data-api/, https://pypi.org/project/opencity/;Offene Daten Konstanz, CorrelAid e.V.;Abgeschlossen;Die Stadt Konstanz veröffentlicht Open Data, wir machen sie durch die Entwicklung eines Python Pakets einfach nutzbar für Data Scientists.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2026-05-MIC;Von Umfragedaten zu Grafiken: App zur Optimierung von Datenvisualisierungsworkflows;Datenvisualisierung, Prozessautomatisierung, Web-App, Dashboard;Soziale Arbeit, Demokratie, Partizipation, Umfrage, Datenanalyse;;More in Common e.V., CorrelAid e.V.;Laufend;Import/Export, manuelle Datenaufbereitung in Excel und zeitaufwändige Fehlerprüfung: So sah der Datenvisualisierungsprozess bei More in Common bis jetzt aus. Wir entwickeln eine Shiny-App, um diese Arbeitsabläufe zu optimieren und teilweise zu automatisieren.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2026-06-HER;Analyse der Wirkung von außerschulischem Erfahrungslernen auf Lehrkräfte;Bericht, Datenvisualisierung, Datenanalyse, Statistik, Wirkungsmessung;Soziale Arbeit, Kinder- und Jugendhilfe;;HERAUSFORDERUNG einfach machen, CorrelAid e.V.;Laufend;„HERAUSFORDERUNG einfach machen“ fehlen Zeit und Kompetenzen, um aus quantitativen Wirkungsdaten fundierte Erkenntnisse zu ziehen. Wir analysieren die Daten und dokumentieren die Ergebnisse in einem Report.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2026-06-YFU;Datenbasierte Steuerung für Schüleraustauschprogramme;Dashboard, Datenvisualisierung, Reporting, Datenportal;Bildung, International, Kultur;;Youth For Understanding Deutschland e.V., CorrelAid e.V.;Laufend;YFU will datenbasierte Entscheidungen treffen. Wir konzipieren KPIs und bauen Datenprozesse und ein Dashboard.;YFU;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2026-06-LLH;Datenbasierte Steuerung eines Kursangebots für Menschen mit Krebs ermöglichen;Datenmanagement, Dashboard, Reporting, Datenvisualisierung, Datenanalyse, Prozessautomatisierung, Interaktives Dashboard;Gesundheit, Wohlfahrt, Soziale Arbeit, Datenanalyse, Menschen mit Behinderung, Integration, Partizipation;;lebensmut Landshut e.V., CorrelAid e.V.;Laufend;lebensmut Landshut will qualitativ hochwertige und bedarfsorientierte Kurse für Menschen mit Krebs anbieten. Wir ermöglichen eine datenbasierte Steuerung des spendenfinanzierten Kursangebots.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2015-08-PBN;Analyse einer Mitgliederbefragung des Pfadfinderbunds Nord;Blog;Jugendarbeit, Stadt, Datenanalyse;;Pfadfinder*innenbund Nord, CorrelAid e.V.;Abgeschlossen;Der Pfadfinderbund Nord befragt regelmäßig seine 1000 Mitglieder. Wir werten die Umfragedaten aus und machen Erkenntnisse für die 15 Stämme nutzbar.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2026-03-KKN;Datenvisualisierungen für die Konstanzer Schüler*innen-Umfrage;Datenvisualisierung, Reporting, Datenanalyse;Partizipation;https://karla-magazin.de/politik/was-konstanzer-schuelerinnen-wirklich-ueber-ihre-schule-denken, https://karla-magazin.de/meinung/wie-wir-die-demokratie-auf-dem-schulklo-retten, https://karla-magazin.de/politik/wir-muessen-schulen-klueger-planen, https://www.instagram.com/p/DYkCE4DiETd/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==;karla Magazin, CorrelAid e.V.;Abgeschlossen;Für die Umfrage von karla unter Konstanzer Schüler*innen werten wir die Daten aus und übersetzen sie in Visualisierungen für die Artikel-Serie.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2018-11-TVK;Mitgliederbefragung des Turnvereins Käfertal;Umfrage, Datenanalyse, Bericht, Datenvisualisierung, Reporting;Umfrage, Evaluation, Partizipation, Jugendarbeit, Gesundheit;;Turnverein 1880 Käfertal, CorrelAid e.V.;Abgeschlossen;Der TV Käfertal will wissen, was seine Mitglieder bewegt. Wir werten eine Befragung aus und zeigen, wo Kommunikation und Strukturen besser werden können.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2019-02-MIN;tf-idf zu Babel: Text Mining zur Optimierung von automatisierten Prozessen in multilingualen Kontexten;Maschinelles Lernen, Datenanalyse, Reporting, Prozessautomatisierung, Natural Language Processing, Dashboard;Migration, Integration, Soziale Arbeit, Antirassismus, Flucht und Migration, Datenanalyse;;Minor Kontor, CorrelAid e.V.;Abgeschlossen;Minor EU erreicht Migranten über Facebook-Gruppen. Wir bauen ein Tool, das relevante Beiträge automatisch filtert und die manuelle Sortierung erspart.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2019-06-WEL;Automatisierte Reportgenerierung zur Verbesserung der Arbeit der Weltläden;Prozessautomatisierung, Bericht, Datenanalyse;Wohlfahrt, Soziale Arbeit, Nachhaltigkeit, Datenanalyse;;Weltladen Dachverband, CorrelAid e.V.;Abgeschlossen;Der Weltladen Dachverband befragt jährlich seine Mitglieder. Wir automatisieren die Erstellung von über 300 individualisierten Reports mit R und LaTeX.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2019-10-BEE;Mithilfe von Machine Learning Anomalien in Bienenstöcken erkennen;Maschinelles Lernen, Anomalieerkennung, Analyse von Sensordaten, Datenanalyse, Monitoring;Umweltschutz, Klima, Nachhaltigkeit, Landwirtschaft, Technologie, Klimaschutz;https://www.youtube.com/watch?v=POqqK7Qj4cU, https://www.youtube.com/watch?v=eGZ98pMt4YI;Bee Observer BOB, CorrelAid e.V.;Abgeschlossen;Maschinelles Lernen auf Sensordaten aus Bienenstöcken erkennt Anomalien und alarmiert Imker*innen rechtzeitig bei Notfällen.;BOB;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2019-11-WBD;Dashboard für das Tracking von Websitezugriffszahlen;Dashboard, Interaktives Dashboard, Monitoring, Web-App, Datenvisualisierung;Technologie, Verwaltung, Datenanalyse;;CorrelAid e.V.;Abgeschlossen;Wir bauen ein internes Dashboard, das Website-Zugriffszahlen zentral bündelt und die Analyse wichtiger Metriken auf einen Blick ermöglicht.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2019-11-ODA;Weiterbildungen im nachhaltigen Sektor fördern;Web-App, Dashboard;Umwelt, Klima, Klimaschutz;https://www.umweltprofis.ch/assessment;OdA Umwelt, CorrelAid e.V.;Abgeschlossen;Wer sich im Nachhaltigkeitsbereich weiterbilden will, verliert schnell den Überblick. Wir bauen eine durchsuchbare Datenbank mit Bewertungsfunktion für Qualifikationsangebote.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2020-01-KOM;Komunat - die Wirkung von Wahlentscheidungshilfen bei Kommunalwahlen;Bericht, Datenanalyse, Web-App, Datenvisualisierung, Interaktive Datenexploration, Wirkungsmessung;Wahlen, Demokratie, Politische Bildung, Stadt, Partizipation;https://youtu.be/JJoEJGc1eNc?t=2745;VOTO, CorrelAid e.V.;Abgeschlossen;Wir analysieren Nutzungsdaten des KOMUNAT, einer Wahlentscheidungshilfe für Kommunalwahlen, und zeigen, wie solche Tools Wahlverhalten beeinflussen können.;KOMUNAT;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2020-03-DEN;Wer ist interessiert an einem guten Leben im ländlichen Raum?;Umfrage, Bericht, Datenanalyse, Datenvisualisierung;Senioren, Gesundheit, Partizipation;https://www.berliner-zeitung.de/mensch-metropole/ein-herrenhaus-in-der-warteschleife-li.102754;Denk-mal-Kultur e.V., CorrelAid e.V.;Abgeschlossen;Wie gelingt selbstbestimmtes Altwerden auf dem Land? Wir befragen Bevölkerung und lokale Akteur*innen und liefern Erkenntnisse für Fundraising und Partnersuche.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2020-03-ERL;Interaktives Dashboard zur besseren Darstellung von Verschuldungsdaten;Web-App, Dashboard, Interaktives Dashboard, Datenvisualisierung, Automatisierung, Prozessautomatisierung, Open-Source;International, Transparenz, Open Data, Zivilgesellschaft, Wohlfahrt, Datenanalyse, Partizipation;https://github.com/CorrelAid/erlassjahr, https://erlassjahr.de/informieren/karte-ueberschuldete-staaten-weltweit/;Erlassjahr e.V., CorrelAid e.V.;Abgeschlossen;Erlassjahr.de setzt sich für faire Entschuldung ein. Wir bauen eine interaktive Weltkarte mit R und Shiny, die Verschuldungsdaten zugänglich macht.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2020-05-EYP;Anschauliche Aufbereitung von Umfragen zur Teilnehmerstruktur und dem Impact von Veranstaltungen;Datenanalyse, Bericht, Datenvisualisierung;Politische Bildung, Jugendarbeit, International, Evaluation, Datenanalyse;;European Youth Parliament, CorrelAid e.V.;Abgeschlossen;Das Europäische Jugendparlament will wissen, wie seine Events wirken. Wir analysieren Umfragedaten und visualisieren Teilnehmerprofile und Wirkungsindikatoren.;EYP;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2020-10-CIT;Netzwerkdynamiken in Citizen Science - Nutzer*innenverhalten auf der iNaturalist Plattform;Datenanalyse, Datenvisualisierung, Web-App, Dashboard, Open-Source;Bildung, Umwelt, Open Data, Nachhaltigkeit;https://github.com/correlaid-paris/citizen_science_inaturalist, https://youtu.be/JJoEJGc1eNc?t=3032, https://inaturalist-cnc.correlaid.org/, https://arxiv.org/abs/2112.02693, https://github.com/correlaid-paris/open_inaturalist_code;CorrelAid e.V.;Abgeschlossen;Wer nutzt iNaturalist und wie? Wir analysieren offene Daten der Citizen-Science-Plattform und zeigen, wie sich Nutzertypen und Interaktionsmuster über die Zeit entwickeln.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2020-11-MAR;Datenvisualisierungen für mehr Aufmerksamkeit für illegale Pushbacks;Datenvisualisierung, Datenanalyse, Bericht, Datenmanagement;Flucht und Migration, Menschenrechte, Geflüchtete;https://cms.correlaid.org/assets/0620a79e-e97d-45d8-aa16-a7b5867f40c3, https://youtu.be/JJoEJGc1eNc?t=222, https://cms.correlaid.org/assets/f804a3f2-e40c-4c04-9867-923c33865910;Mare Liberum, CorrelAid e.V.;Abgeschlossen;Mare Liberum dokumentiert illegale Pushbacks im Mittelmeer. Wir bereinigen ihre Datenbank und erstellen Visualisierungen, die das Thema sichtbarer machen.;Data4Good;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2021-02-CFE;Diversität erforschen - Visualisierung der Afrozensus Umfrage in R;R-Paket, Datenvisualisierung, Open-Source, Prozessautomatisierung, Bericht, Automatisierung, Datenanalyse;Antidiskriminierung, Integration, Menschenrechte, Chancengleichheit;https://afrozensus.de;Citizens for Europe, CorrelAid e.V.;Abgeschlossen;Der Afrozensus ist die größte Umfrage unter Menschen afrikanischer Abstammung in Deutschland. Wir entwickeln ein R-Paket, das Visualisierungen automatisiert und Datenexploration vereinfacht.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2021-03-HAC;Erstellung eines interaktiven Survey-Reports für die Hacklab Foundation, Ghana;Bericht, Datenvisualisierung, Webseite, Interaktive App, Reporting, Open Data, Dashboard;Ghana, Bildung, Jugendarbeit, Technologie, Internationale, Zivilgesellschaft, Partizipation;https://github.com/CorrelAid/hacklab-foundation, https://correlaid.github.io/hacklab-foundation/Developer-Census-2020-Report.html, https://github.com/Hacklab-Foundation/Developer-Census-2020, https://youtu.be/JJoEJGc1eNc?t=421;Hacklab Foundation, CorrelAid e.V.;Abgeschlossen;Die Hacklab Foundation in Ghana will ihre Developer Community besser verstehen. Wir analysieren Survey-Daten und machen sie in einem interaktiven Report für alle zugänglich.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2021-03-NAK;Ein Dashboard zur Steigerung der Motivation von ehrenamtlichen Tutor*innen;Dashboard, Web-App, Datenvisualisierung, Interaktives Dashboard;Bildung, Kinder- und Jugendhilfe, Soziale Arbeit, Chancengleichheit;https://github.com/CorrelAid/naklar.io;CorrelAid e.V.;Abgeschlossen;Eine Nachhilfeplattform braucht motivierte Ehrenamtliche. Wir bauen ein Dashboard, das Tutor*innen ihre Wirkung zeigt – von Schülerfeedback bis Lernfortschritt.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2021-04-KOB;R Wrapper für die KoboToolbox API;Open-Source, Prozessautomatisierung, Datenmanagement, Automatisierung;Humanitäre Hilfe, International, Technologie, Datenanalyse, Open Data;https://github.com/CorrelAid/kbtbr, https://correlaid.github.io/kbtbr/;CorrelAid e.V.;Abgeschlossen;Wir entwickeln ein R-Package, das den programmatischen Zugriff auf die KoboToolbox API ermöglicht und so Daten-Workflows für Feldforschung automatisiert.;;CC-BY 4.0;https://correlaid.org/
https://correlaid.org/projekte/projektdatenbank/2021-07-CGV;Matching-Algorithmus für die Vereinheitlichung von Ortsnamen in Verlustlisten des 1. Weltkrieges;Open-Source, Datenanalyse, Matching, Datenstandard;Kultur, Open Data;https://github.com/CorrelAid/compgen-ii-cgv/, https://github.com/CorrelAid/compgen-ii-cgv/wiki;Verein für Computergenealogie e.V., CorrelAid e.V.;Abgeschlossen;Millionen Datenpunkte von vor über 100 Jahren - wir helfen bei der Bereinigung für bessere offene Daten!;;CC-BY 4.0;https://correlaid.org/
