Quelle;Projektname;Art;Einsatzbereich;Webseite-Link;Organisation;Status;Kurzzusammenfassung;Projekt-Abkürzung;Lizenz;Lizenz-Organisation;Index
https://correlaid.org/daten-nutzen/projektdatenbank/2024-11-LAF;Auswertung einer Umfrage zu KI im Ehrenamt;{'Datenanalyse': 'Datenanalyse', 'Datenerhebung': 'Datenerhebung', 'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'Datenstandards': 'Datenmanagement', 'Datensatz und Visualisierung': 'Datenreporting', 'Reporting': 'Datenreporting', 'Visualisierung': 'Datenreporting'};{'Arbeit mit Kindern': 'Jugendhilfe', 'Antidiskriminierung': 'Anti Dismkriminierung', 'Antirassismus': 'Anti Dismkriminierung', 'Beratung': 'Soziale Dienste', 'Chancengleichheit': 'Anti Dismkriminierung', 'Demokratie': 'Demokratie & Soziale Rechte', 'Datenschutz': '', 'Evaluation': 'Organisation & Professionalisierung', 'Frauen': 'Anti Dismkriminierung', 'Geflüchtete': 'Flucht & Migration', 'Gleichberechtigung': 'Anti Dismkriminierung', 'Gleichstellung': 'Anti Dismkriminierung', 'Gesundheit': 'Gesundheit', 'Humanitäre Hilfe': 'Internationale Projekte', 'Inklusion': 'Inklusion & Teilhabe', 'Integration': 'Inklusion & Teilhabe', 'Internationales': '', 'Jugendarbeit': 'Jugendhilfe', 'Jugendbeteiligung': 'Jugendhilfe', 'Jugendhilfe': 'Jugendhilfe', 'KI': 'Gesundheit', 'Menschen mit Behinderung': 'Inklusion & Teilhabe', 'Menschenrechte': 'Demokratie & Soziale Rechte', 'Migration': 'Flucht & Migration', 'Migrationsberatung': 'Flucht & Migration', 'Nachhaltigkeit': 'Klima & Umwelt', 'Offene Daten': '', 'Partizipation': 'Inklusion & Teilhabe', 'Patenschaft': 'Organisation & Professionalisierung', 'Pflege': 'Gesundheit', 'Pflegende Angehörige': '', 'Queere Sichtbarkeit': 'Anti Dismkriminierung', 'Soziale Arbeit': 'Soziale Dienste', 'Sport': 'Sport', 'Stadt': 'Stadtentwicklung', 'Stadtplanung': 'Stadtentwicklung', 'Teilhabe': 'Inklusion & Teilhabe', 'Telemedizin': 'Gesundheit', 'Transparenz': 'Inklusion & Teilhabe', 'Umwelt': 'Klima & Umwelt', 'Umweltschutz': 'Klima & Umwelt', 'Vernetzung': 'Organisation & Professionalisierung', 'Verwaltung': 'Organisation & Professionalisierung', 'Wirkungsmessung': 'Organisation & Professionalisierung', 'Wohlfahrt': 'Soziale Dienste', 'Wohnen': 'Stadtentwicklung', 'Wohnungslosenhilfe': 'Soziale Dienste', 'Wissensmanagement': 'Organisation & Professionalisierung'};https://digital-vereint.de/aktuelles/ki-anwendungen-im-ehrenamt-hype-oder-echter-nutzen/, https://github.com/CorrelAid/dv_ai_survey, https://civic-data.de/ki-ehrenamt/;Civic Data Lab, lagfa bayern, CorrelAid e.V.;In Betrieb;Auswertung und Visualisierung einer Umfrage zum Einsatz von KI in der Freiwilligenarbeit.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2025-01-SGC;Data Story mit Konstanzer Klima- und Wetterdaten;{'Data Story': '', 'Visualisierung': 'Datenreporting', 'Datenmanagement': 'Datenmanagement', 'Open Data': 'Öffentliche Daten', 'Smart Green City': ''};{'Klima': 'Klima & Umwelt', 'Umwelt': 'Klima & Umwelt', 'Stadt': 'Stadtentwicklung', 'Konstanz': '', 'Deutschland': ''};https://stadtdaten.konstanz.digital/stadtklima/ , https://github.com/sgc-kn/dashboards;Smart Green City Konstanz, CorrelAid e.V.;In Betrieb;Wir haben eine Data Story entwickelt, die den Bürger*innen in Konstanz anhand offener Klima- und Wetterdaten anschaulich aufzeigt, wie sich klimatische Veränderungen in der Stadt auswirken.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2025-05-SIL;Improving and upgrading the Silbernetz dashboard;{'Reporting': 'Datenreporting', 'Visualisierung': 'Datenreporting', 'Wirkungsmessung': 'Wirkungsmessung', 'Prozess': ''};{'Altersarmut': '', 'Demenz': 'Gesundheit', 'Deutschland': '', 'Gesundheit': 'Gesundheit', 'Inklusion': 'Inklusion & Teilhabe', 'Menschenrechte': 'Demokratie & Soziale Rechte', 'Nachhaltigkeit': 'Klima & Umwelt', 'Soziale Arbeit': 'Soziale Dienste', 'Teilhabe': 'Inklusion & Teilhabe', 'Wohlfahrt': 'Soziale Dienste'};;Silbernetz e.V., CorrelAid e.V.;In Betrieb;Eines der erfolgreichsten CorrelAid-Projekte auf den neuesten Stand bringen und stabiler gestalten.;SIL;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2025-05-CAS;Automatisierung von Reportings aus Evaluationsdaten;{'Automatisierung von Reportings': '', 'Datenanalyse': 'Datenanalyse', 'Datenvisualisierung': 'Datenreporting', 'Reporting': 'Datenreporting'};{'Bildung': 'Bildung', 'Kinder- und Jugendbildung': '', 'Soziale Arbeit': 'Soziale Dienste'};;Coach@School, CorrelAid e.V.;In Planung;Unterstützung von coach@school mit automatisiertem Reporting aus Evaluationsdaten wie Lehrkräftebefragungen zur Reduzierung des Verwaltungsaufwands.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2025-10-ECF;Datenbankverwaltungssystem für die Europäische Gemeinschaftsstiftungsinitiative (ECFI);{'Datenbankverwaltungssystem': '', 'Automatisierung': 'Automatisierung', 'Open Source': 'Open-Source-Software', 'Datenerhebung': 'Datenerhebung', 'Umfrage': 'Datenerhebung', 'Open Data': 'Öffentliche Daten'};{'Europa': 'Internationale Projekte', 'Zivilgesellschaft': 'Demokratie & Soziale Rechte', 'Gemeinschaftsstiftungen': '', 'Philanthropie': ''};;European Community Foundation Initiative, CorrelAid e.V.;In Planung;Unterstütze ECFI mit einer Datenbanklösung, die ihnen bei der Erleichterung der Datenerfassung, Datenspeicherung und Datenanalyse europäischer Gemeinschaftsstiftungen hilft.;ECFI;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2025-05-PBE; Fortschritts-Monitor;{'Automatisierung': 'Automatisierung', 'Wirkungsmessung': 'Wirkungsmessung', 'Prozess': '', 'Datenanalyse': 'Datenanalyse', 'Datenerfassung': '', 'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'Datenstandards': 'Datenmanagement', 'Datensatz und Visualisierung': 'Datenreporting'};{'Jugendhilfe': 'Jugendhilfe', 'Jugendbeteiligung': 'Jugendhilfe', 'Bildung': 'Bildung', 'Berufswahl': '', 'Übergang in die Berufswelt': '', 'Soziale Arbeit': 'Soziale Dienste'};;Phase BE, CorrelAid e.V.;In Betrieb;Phase BE begleitet Jugendliche beim Übergang in die Berufswelt. Doch die Kommunikation zwischen Camp, Betreuung und Büro war fragmentiert. Wichtige Fortschritte und Herausforderungen gingen zwischen verschiedenen Dateien verloren. Mit einem Ampelsystem in Excel konnten wir alle Informationen zentral zusammenführen. Jetzt erkennt Phase BE sofort, wo Jugendliche Unterstützung brauchen und kann rechtzeitig handeln.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2019-01-MAP;Lebensmittelverschwendung reduzieren und Planung verbessern: Zeitreihenanalyse für ein Restaurant für bedürftige Menschen;{'Datenanalyse': 'Datenanalyse', 'Zeitreihenanalyse': 'Datenanalyse', 'Prozessoptimierung': 'Automatisierung', 'Evaluierung': ''};{'Armut': 'Arbeit & Soziales', 'Armutsbekämpfung': '', 'Soziale Arbeit': 'Soziale Dienste', 'Essen für bedürftige Menschen': '', 'Nachhaltigkeit': 'Klima & Umwelt'};https://osf.io/3zsn6/;Mannheimer Platte, CorrelAid e.V.;In Betrieb;Wir analysierten die Daten des Restaurants Mannheimer Platte, um die Umsatz- und Nachfragemuster zu verstehen, und lieferten Erkenntnisse, die zur Entscheidungsfindung und zur Verbesserung der Beschaffungsplanung beitrugen.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2015-08-PBN;Analyse einer Mitgliederbefragung des Pfadfinderbunds Nord;{'Analyse von Umfragen': '', 'Reporting': 'Datenreporting', 'Explorative Analyse': 'Datenanalyse'};{'Jugendarbeit': 'Jugendhilfe', 'Jugendbeteiligung': 'Jugendhilfe', 'Jugendhilfe': 'Jugendhilfe', 'Soziale Arbeit': 'Soziale Dienste'};;Pfadfinder*innenbund Nord, CorrelAid e.V.;In Betrieb;Wir halfen den Pfadfindern, ihre Mitglieder besser zu verstehen, indem wir die Daten analysierten und mit anderen Jugendstudien verglichen, so dass sie ihre Aktivitäten auf die Bedürfnisse und Interessen ihrer jungen Mitglieder abstimmen konnten.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2018-11-TVK;Mitgliederbefragung des Turnvereins Käfertal;{'Datenerhebung': 'Datenerhebung', 'Reporting': 'Datenreporting', 'Umfrage': 'Datenerhebung'};{'Sport': 'Sport', 'Soziale Arbeit': 'Soziale Dienste'};;Turnverein 1880 Käfertal, CorrelAid e.V.;In Betrieb;"Wir führten eine Mitgliederbefragung durch, um TV K&auml;fertal dabei zu helfen, die Zufriedenheit der Mitglieder und die Effektivität der Kommunikation zu verstehen. Die Umfrageergebnisse bildeten die Grundlage für datengestützte Entscheidungen, mit denen die Strategien und Strukturen des Verbandes für eine nachhaltige Zukunft angepasst wurden.";;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2019-02-MIN;tf-idf zu Babel: Text Mining zur Optimierung von automatisierten Prozessen in multilingualen Kontexten;{'Datenanalyse': 'Datenanalyse', 'Datenerhebung': 'Datenerhebung', 'Datenanwendung für Öffentlichkeit': 'Datenanwendung für Öffentlichkeit', 'Interaktive App': 'Webanwendungen'};{'Migration': 'Flucht & Migration', 'Migrationsberatung': 'Flucht & Migration', 'Integration': 'Inklusion & Teilhabe', 'Arbeit mit Migranten': ''};;Minor Kontor, CorrelAid e.V.;In Betrieb;Wir haben ein interaktives Tool entwickelt, um Minor EU dabei zu helfen, besser mit Migranten in den sozialen Medien in Kontakt zu treten, Zeit zu sparen und die Berichterstattung für Geldgeber zu verbessern.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2019-06-WEL;Automatisierte Reportgenerierung zur Verbesserung der Arbeit der Weltläden;{'Automatisierte Reportgenerierung': '', 'Datenanalyse': 'Datenanalyse', 'Datenerhebung': 'Datenerhebung', 'Prozessautomatisierung': 'Automatisierung'};{'Arbeit mit NGOs': '', 'Datengetriebene Prozesse': '', 'Weltladen Dachverband': '', 'Fairen Handel': ''};;Weltladen Dachverband, CorrelAid e.V.;In Betrieb;Wir haben den Weltladen-Dachverband dabei unterstützt, die Erstellung individueller Berichte für seine Weltläden zu automatisieren, um den Prozess effizienter zu gestalten und Fehler zu reduzieren.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2019-10-BEE;Mithilfe von Machine Learning Anomalien in Bienenstöcken erkennen;{'Analyse von Sensordaten und ML': 'Künstliche Intelligenz', 'Datenanalyse': 'Datenanalyse', 'Datenerhebung': 'Datenerhebung', 'KI Anwendung': '', 'Monitoring': 'Wirkungsmessung'};{'Umweltschutz': 'Klima & Umwelt', 'Tierwohl': '', 'Landwirtschaft': 'Klima & Umwelt'};https://www.youtube.com/watch?v=POqqK7Qj4cU, https://www.youtube.com/watch?v=eGZ98pMt4YI;Bee Observer BOB, CorrelAid e.V.;In Betrieb;Wir haben BeeObserver dabei geholfen, die Bienenbeobachtung auf ein neues Niveau zu heben, indem wir Sensordaten nutzbar gemacht und ein Warnsystem für Imker geschaffen haben.;BEE;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2019-11-WBD;Dashboard für das Tracking von Websitezugriffszahlen;{'Datenanalyse': 'Datenanalyse', 'Dashboard': 'Datenreporting', 'Datenerhebung': 'Datenerhebung', 'Interne Datenanwendung': 'Interne Datenanwendung'};{'Datenschutz': '', 'Non-Profits': '', 'Daten nutzen': '', 'Bildung': 'Bildung', 'Mitmachen': '', 'Über uns': '', 'Unterstützen': ''};;CorrelAid e.V.;In Betrieb;Wir erstellten ein Dashboard, das uns half, die Leistung unserer Website besser zu verstehen und wertvolle Erkenntnisse für Verbesserungen zu gewinnen.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2019-11-ODA;Weiterbildungen im nachhaltigen Sektor fördern;{'Datenbank': 'Datenmanagement', 'Webentwicklung': 'Webanwendungen', 'Interaktive Plattform': ''};{'Nachhaltigkeit': 'Klima & Umwelt', 'Umweltschutz': 'Klima & Umwelt', 'Berufsbildung': ''};https://www.umweltprofis.ch/assessment;OdA Umwelt, CorrelAid e.V.;In Betrieb;Wir haben eine durchsuchbare Datenbank entwickelt, um fundierte Entscheidungen und die berufliche Entwicklung im Bereich der Nachhaltigkeit zu unterstützen und eine benutzerfreundliche Plattform für die Erkundung und Bewertung von Qualifikationen bereitzustellen.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2020-01-KOM;Komunat - die Wirkung von Wahlentscheidungshilfen bei Kommunalwahlen;{'Wahlentscheidungshilfe': '', 'Datenanalyse': 'Datenanalyse', 'Visualisierung': 'Datenreporting', 'Umfrage': 'Datenerhebung', 'Prozessautomatisierung': 'Automatisierung', 'Reporting': 'Datenreporting'};{'Demokratie': 'Demokratie & Soziale Rechte', 'Deutschland': '', 'Kommunalwahl': '', 'Wahlentscheidungshilfe': ''};https://youtu.be/JJoEJGc1eNc?t=2745;VOTO, CorrelAid e.V.;In Betrieb;Für die Kommunalwahl 2019 in Stuttgart haben wir ein Wahlentscheidungstool entwickelt, mit dem die Nutzerinnen und Nutzer die Kandidatinnen und Kandidaten anhand ihrer Einstellungen zu verschiedenen Aussagen bewerten und ein Ranking erhalten.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2020-03-DEN;Wer ist interessiert an einem guten Leben im ländlichen Raum?;{'Datenerhebung': 'Datenerhebung', 'Umfrage': 'Datenerhebung', 'Verwaltung': ''};{'Arbeit mit Kindern': 'Jugendhilfe', 'Alter': '', 'Demenz': 'Gesundheit', 'Gesundheit': 'Gesundheit', 'Inklusion': 'Inklusion & Teilhabe', 'Menschen mit Behinderung': 'Inklusion & Teilhabe', 'Soziale Arbeit': 'Soziale Dienste'};https://www.berliner-zeitung.de/mensch-metropole/ein-herrenhaus-in-der-warteschleife-li.102754;Denk-mal-Kultur e.V., CorrelAid e.V.;In Betrieb;Wir haben Denk-mal-Kultur e.V. dabei unterstützt, das Interesse an seiner Akademie für selbstbestimmtes Altern und seinem Praxisforschungszentrum zu ermitteln und Erkenntnisse für künftige Aktivitäten und die Sicherung der Finanzierung zu gewinnen.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2020-03-ERL;Interaktives Dashboard zur besseren Darstellung von Verschuldungsdaten;{'Interaktive Karte': 'Karten & Verzeichnisse', 'Automatisierung': 'Automatisierung', 'Datenerhebung': 'Datenerhebung', 'Datenvisualisierung': 'Datenreporting'};{'Entschuldung': '', 'Schulden': '', 'Entwicklung': '', 'Zivilgesellschaft': 'Demokratie & Soziale Rechte', 'Weltweite Entschuldungsinitiativen': ''};https://github.com/CorrelAid/erlassjahr, https://erlassjahr.de/informieren/karte-ueberschuldete-staaten-weltweit/;Erlassjahr e.V., CorrelAid e.V.;In Betrieb;Wir halfen dem erlassjahr-Team, Zeit und Mühe zu sparen, indem wir die Datengenerierung automatisierten und eine interaktive Weltkarte erstellten, um die Verschuldungssituation weltweit zu visualisieren und den Nutzern das Erkunden und Verstehen der Daten zu erleichtern.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2020-05-EYP;Anschauliche Aufbereitung von Umfragen zur Teilnehmerstruktur und dem Impact von Veranstaltungen;{'Datenanalyse': 'Datenanalyse', 'Datenerhebung': 'Datenerhebung', 'Umfrage': 'Datenerhebung', 'Visualisierung mit Karten': 'Karten & Verzeichnisse'};{'Europa': 'Internationale Projekte', 'Bildung': 'Bildung', 'Jugend': 'Jugendhilfe', 'Teilhabe': 'Inklusion & Teilhabe', 'Internationale Zusammenarbeit': ''};;European Youth Parliament, CorrelAid e.V.;In Betrieb;Wir analysierten Umfragedaten von fünf Veranstaltungen des Europäischen Jugendparlaments, um die Auswirkungen ihrer Aktivitäten auf die Einstellungen und Fähigkeiten der Teilnehmer zu verstehen, und gaben Empfehlungen für künftige Umfragen zur Verbesserung der Zuverlässigkeit.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2020-10-CIT;Netzwerkdynamiken in Citizen Science - Nutzer*innenverhalten auf der iNaturalist Plattform;{'Datenanalyse': 'Datenanalyse', 'Netzwerkdynamiken': '', 'Citizen Science': '', 'Open Data': 'Öffentliche Daten'};{'Umwelt': 'Klima & Umwelt', 'Citizen Science': '', 'Datenanalyse': ''};https://github.com/correlaid-paris/citizen_science_inaturalist, https://youtu.be/JJoEJGc1eNc?t=3032, https://inaturalist-cnc.correlaid.org/, https://arxiv.org/abs/2112.02693, https://github.com/correlaid-paris/open_inaturalist_code;CorrelAid e.V.;In Betrieb;Wir halfen bei der Analyse von Daten der Citizen-Science-Plattform iNaturalist und deckten interessante Trends im Nutzerverhalten und in den Interaktionen auf.;;CC-BY 4.0;https://correlaid.org/;
https://correlaid.org/daten-nutzen/projektdatenbank/2020-11-MAR;Datenvisualisierungen für mehr Aufmerksamkeit für illegale Pushbacks;{'Datenanalyse': 'Datenanalyse', 'Datenvisualisierung': 'Datenreporting', 'Advocacy': ''};{'Menschenrechte': 'Demokratie & Soziale Rechte', 'Migration': 'Flucht & Migration', 'Mittelmeer': ''};https://cms.correlaid.org/assets/0620a79e-e97d-45d8-aa16-a7b5867f40c3, https://youtu.be/JJoEJGc1eNc?t=222, https://cms.correlaid.org/assets/f804a3f2-e40c-4c04-9867-923c33865910;Mare Liberum, CorrelAid e.V.;In Betrieb;Wir haben Mare Liberum dabei geholfen, ihre Daten in aussagekräftige Visualisierungen umzuwandeln, um das Bewusstsein für Pushbacks im Mittelmeer zu schärfen, und dabei dank ihrer vorhandenen Kenntnisse in der R-Programmierung eine nachhaltige Wirkung zu erzielen.;;CC-BY 4.0;https://correlaid.org/;
