Index,Quelle,Projektname,Webseite-Link,Organisation,Status,Kurzzusammenfassung,Lizenz,Lizenz-Organisation
13,https://codefor.de/projekte/fl-open-bath-map/,Badestellenkarte Schleswig-Holstein,https://codefor.de/projekte/fl-open-bath-map/,"OK Lab Flensburg, Code for Germany",In Planung,"Die Badestellenkarte Schleswig-Holstein ist eine offene, webbasierte Kartenanwendung, die Badestellen und wassernahe Points of Interest in Schleswig-Holstein übersichtlich auf einer interaktiven Karte …",CC-BY 4.0,https://codefor.de
14,https://codefor.de/projekte/pricemap-eu/,Bahn- und Buspreiskarte,https://codefor.de/projekte/pricemap-eu/,"OK Lab Berlin, Code for Germany",In Planung,Preiskarte für Bahn- und Busreisen in Europa: Zeigt die günstigsten Verbindungen in viele europäische Städte.,CC-BY 4.0,https://codefor.de
15,https://codefor.de/projekte/bahn-guru/,Bahn-Guru,https://codefor.de/projekte/bahn-guru/,"OK Lab Berlin, Code for Germany",In Planung,Preiskalender für den Bahn-Fernverkehr: Zeigt die täglich günstigste Zugverbindung auf der gewählten Strecke für die kommenden Wochen.,CC-BY 4.0,https://codefor.de
16,https://codefor.de/projekte/baumbie_bielefeld/,BaumBie,https://codefor.de/projekte/baumbie_bielefeld/,"Code for Bielefeld, Code for Germany",In Planung,"BaumBie bringt Menschen mit der Natur in Verbindung. Die interaktive Karte zeigt Bäume an und bringt sie zum Sprechen. Für jeden Baum zeigt die App grundlegende Informationen an, etwa Alter, Baumart …",CC-BY 4.0,https://codefor.de
17,https://codefor.de/projekte/le-baumfilter/,Baumfilter,https://codefor.de/projekte/le-baumfilter/,"OK Lab Leipzig, Code for Germany",In Betrieb,"Auf dieser Webseite kannst Du Dich über die Straßenbäume in Leipzig informieren.
Die Bäume können nach Stadtteil oder für komplett Leipzig angezeigt werden. Die Anzeige lässt sich über die …",CC-BY 4.0,https://codefor.de
18,https://codefor.de/projekte/magdeburg-baumfreunde-md/,Baumfreunde-MD,https://codefor.de/projekte/magdeburg-baumfreunde-md/,"OK Lab Magdeburg, Code for Germany",In Planung,"Das Projekt “Baumfreunde-MD” informiert über aktuelle Baumfällungen der Landeshauptstadt Magdeburg. Diese Informationen werden offiziell auf der Homepage der Stadt veröffentlicht, sind …",CC-BY 4.0,https://codefor.de
19,https://codefor.de/projekte/cologne-baumkataster/,Baumkataster Köln Editor,https://codefor.de/projekte/cologne-baumkataster/,"OK Lab Köln, Code for Germany",In Betrieb,Mit dieser Web Anwendung könnt Ihr das Baumkataster der Stadt Köln pflegen. Das zugrunde liegende Baumkataster der Stadt Köln ist ein freier Datensatz (CC BY 3.0 DE) der Stadt vom Juni 2020. Leider …,CC-BY 4.0,https://codefor.de
20,https://codefor.de/projekte/hh-baumkataster/,Baumkataster nutzen,https://codefor.de/projekte/hh-baumkataster/,"OK Lab Hamburg, Code for Germany",Unbekannt,"Im Straßenbaumkataster der Stadt Hamburg sind rund 240.000 Straßenbäume mit Standort und Attributen wie Pflanzjahr, Baumart usw. erfasst. Das Projekt versucht, diese Daten kartografisch aufzubereiten …",CC-BY 4.0,https://codefor.de
21,https://codefor.de/projekte/bn-baustellen/,Baustellen Übersicht,https://codefor.de/projekte/bn-baustellen/,"OK Lab Bonn-Rhein-Sieg, Code for Germany",In Planung,"Transparenz über die existierenden und die geplanten Baustellen in und um Bonn. Eine spätere Erweiterung um Parkhausdaten (Belegung, Tendenz etc.) ist angedacht.",CC-BY 4.0,https://codefor.de
22,https://codefor.de/projekte/be-berliner-schulen/,Berliner Schulen,https://codefor.de/projekte/be-berliner-schulen/,"OK Lab Berlin, Code for Germany",In Planung,"Wir wissen, dass die Wahl der „richtigen“ Schule sehr wichtig ist, da sie ein prägendes Fundament für den Bildungsweg eines Menschen setzt. Entsprechend schwierig ist es auch eine Schule zu finden, …",CC-BY 4.0,https://codefor.de
23,https://codefor.de/projekte/vornamen-in-berlin/,Berliner Vornamen,https://codefor.de/projekte/vornamen-in-berlin/,"OK Lab Berlin, Code for Germany",Unbekannt,"Welche Vornamen wurden in den Jahren 2012 und 2013 in Berlin vergeben? Mithilfe der App kann nach Vornamen gesucht werden und es wird angezeigt, wie häufig der Name in den beiden Jahren - nach Bezirk …",CC-BY 4.0,https://codefor.de
24,https://codefor.de/projekte/fl-open-school-map/,Bildungsatlas Flensburg,https://codefor.de/projekte/fl-open-school-map/,"OK Lab Flensburg, Code for Germany",In Planung,"Die Idee, einen offenen Bildungsatlas für Flensburg zu entwickeln, ist aus der eigenen Suche nach einer Grundschule für den Lütten entstanden. Auf der städtischen Website finden sich zwar …",CC-BY 4.0,https://codefor.de
25,https://codefor.de/projekte/ruhrgebiet-blitzerkarte/,Blitzerkarte,https://codefor.de/projekte/ruhrgebiet-blitzerkarte/,"OK Lab Ruhrgebiet, Code for Germany",In Planung,"Die Blitzerkarte visualisiert täglich Straßen, auf denen die Stadt möglicherweise mobile Geschwindigkeitskontrollen durchführt. Die Daten werden freundlicherweise bereitgestellt durch das Ordnungsamt …",CC-BY 4.0,https://codefor.de
26,https://codefor.de/projekte/be-blume/,BLUME Messnetz API/Map,https://codefor.de/projekte/be-blume/,"OK Lab Berlin, Code for Germany",Unbekannt,"Feinstaub Daten aus dem BLUME Messnetzwerk verfügbar machen und visualisieren. Ziel sollte sein, eine gute API bereitzustellen, eine gute Visualisierung anzubieten und evtl. ein statistisches Modell …",CC-BY 4.0,https://codefor.de
27,https://codefor.de/projekte/fl-open-surface-map/,Bodenfläche nach Art der Nutzung,https://codefor.de/projekte/fl-open-surface-map/,"OK Lab Flensburg, Code for Germany",In Planung,Diese interaktive Karte zeigt die Verteilung der verschiedenen Flächennutzungsarten beim Klick auf die entsprechende Gemeinde an. So lässt sich in Kürze herausfinden in welchen Regionen der …,CC-BY 4.0,https://codefor.de
28,https://codefor.de/projekte/bodenrichtwerte/,Bodenrichtwerte im Zeitverlauf,https://codefor.de/projekte/bodenrichtwerte/,"OK Lab Berlin, Code for Germany",Unbekannt,"Bodenrichtwerte im Zeitverlauf - gefunden im FIS-Broker. Was sind Bodenrichtwerte? Laut Wikipedia ist “der Bodenrichtwert im deutschen Städtebaurecht ein durchschnittlicher Lagewert, ermittelt …",CC-BY 4.0,https://codefor.de
29,https://codefor.de/projekte/bn-bonn-o-mat/,BONN-O-MAT Wahlautomat für die Oberbürgermeisterwahl 2015,https://codefor.de/projekte/bn-bonn-o-mat/,"OK Lab Bonn-Rhein-Sieg, Code for Germany",In Betrieb,"Was ist der Bonn-O-Mat? Der Bonn-O-Mat ist eine Wahl-O-Mat, nach dem Vorbild der von Bundes- und Landeszentrale für politische Bildung eingesetzter Wahl-O-Maten. Der Bonn-O-Mat möchte den Nutzer mit …",CC-BY 4.0,https://codefor.de
30,https://codefor.de/projekte/p-brandengo/,BrandenGo,https://codefor.de/projekte/p-brandengo/,"OK Lab Potsdam, Code for Germany",In Planung,Was fährt an öffentlichem Nahverkehr in meiner Nähe? Nach dem Vorbild von MagdeGo. Derzeit noch in der Prototyphase.,CC-BY 4.0,https://codefor.de
31,https://codefor.de/projekte/hn-buga/,Buga2019-Visualisierung,https://codefor.de/projekte/hn-buga/,"Code for Heilbronn, Code for Germany",In Planung,"2019 findet die Bundesgartenschau in Heilbronn statt. Schon heute verändert sie das Stadtbild: Heilbronn bekommt ein neues Stadtquartier, den Neckarbogen. Die Stadt soll näher an den Fluss rücken, …",CC-BY 4.0,https://codefor.de
32,https://codefor.de/projekte/cctvwatch/,cctvwatch - big brother is watching you,https://codefor.de/projekte/cctvwatch/,"OK Lab Berlin, Code for Germany",Unbekannt,Berlin ist voll von CCTV Cams. Das visualisieren wir mit unserer interaktiven Karte ‘cctvwatch’. Neben der Darstellung der Kameras wird es für den Nutzer auch möglich sein neue Kameras …,CC-BY 4.0,https://codefor.de
33,https://codefor.de/projekte/hn-bad-wimpfen-app/,City-App für Bad Wimpfen,https://codefor.de/projekte/hn-bad-wimpfen-app/,"Code for Heilbronn, Code for Germany",In Betrieb,"Der Markt der CityApps ist sehr groß. Fast jede größere Stadt und vor allem Touristenorte bieten in den App Stores eigene Apps an, die den Besucher über das Geschehene vor Ort informieren sollen. …",CC-BY 4.0,https://codefor.de
34,https://codefor.de/projekte/le-cityconnect/,CityConnect,https://codefor.de/projekte/le-cityconnect/,"OK Lab Leipzig, Code for Germany",In Betrieb,"CityConnect sieht aus wie ein Computerspiel im Retro Style, ist aber kein Spiel, sondern ein virtueller Raum, in dem sich Menschen zufällig als Avatare treffen.
Ein virtueller Raum ist dabei einer …",CC-BY 4.0,https://codefor.de
35,https://codefor.de/projekte/hn-codeweek/,Code Week Heilbronn,https://codefor.de/projekte/hn-codeweek/,"Code for Heilbronn, Code for Germany",Unbekannt,Basierend auf einer Idee der Young Advisors Gruppe der EU Kommission ging die “EU Code Week” vom 10. – 18. Oktober 2015 bereits in die dritte Runde. Letztes Jahr haben in ganz Europa über 150.000 …,CC-BY 4.0,https://codefor.de
36,https://codefor.de/projekte/cologne-cute-pets/,CutePetsCologne,https://codefor.de/projekte/cologne-cute-pets/,"OK Lab Köln, Code for Germany",In Betrieb,"Ein Twitterbot, der süße Tiere aus den Kölner Tierheimen Dellbrück und Zollstock postet. Implementiert auf Basis von CutePetsChemnitz im Rahmen des #openimpact Marathon von DataLook.",CC-BY 4.0,https://codefor.de
37,https://codefor.de/projekte/dus-cycledorf/,CycleDorf,https://codefor.de/projekte/dus-cycledorf/,"OK Lab Düsseldorf, Code for Germany",In Planung,"CycleDorf ist eine App, die Deine Fahrradtouren aufnimmt. Dadurch gesammelte Daten können für die kommunale Verkahrsplanung verwendet werden, um Düsseldorf zu einer besseren Stadt für Fahrradfahrer zu …",CC-BY 4.0,https://codefor.de
38,https://codefor.de/projekte/le-damals/,damals in Leipzig,https://codefor.de/projekte/le-damals/,"OK Lab Leipzig, Code for Germany",In Betrieb,"Dieses Projekt ist als Beitrag für den Kulturhackathon Coding da Vinci Ost entstanden.
Die Bilder wurden bereitgestellt vom Stadtgeschichtlichen Museum Leipzig und dem Stadtarchiv Leipzig im Rahmen …",CC-BY 4.0,https://codefor.de
39,https://codefor.de/projekte/fis-broker/,Daten aus dem Geoportal Berlin,https://codefor.de/projekte/fis-broker/,"OK Lab Berlin, Code for Germany",Unbekannt,"Berlin veröffentlicht Datensätze über das Geoportal Berlin, den sog. FIS Broker. Die Daten sind über WMS und WFS Schnittstellen erreichbar und daher nicht ohne weiteres für eigene Webanwendungen …",CC-BY 4.0,https://codefor.de
40,https://codefor.de/projekte/rberlindata/,daten.berlin.de für R,https://codefor.de/projekte/rberlindata/,"OK Lab Berlin, Code for Germany",Unbekannt,"Ein R Paket, um einfach auf die Daten von daten.berlin.de zuzugreifen. Führ nähere Infos, folgt den Links unten:",CC-BY 4.0,https://codefor.de
41,https://codefor.de/projekte/be-datenwaben/,Datenwaben,https://codefor.de/projekte/be-datenwaben/,"OK Lab Berlin, Code for Germany",In Planung,Die moderne Art ein Datenportal darzustellen: Pro Datensatz wird eine Wabe dargestellt. Mit einem bunten Hintergrund und kurzem Text können sowohl statische als auch Live-Daten angezeigt werden. …,CC-BY 4.0,https://codefor.de
42,https://codefor.de/projekte/dbpediaplacesberlin/,DBpedia Places Berlin,https://codefor.de/projekte/dbpediaplacesberlin/,"OK Lab Berlin, Code for Germany",Unbekannt,"Eine Webseite/WebApp, die Wikipediaseiten mit Berliner Koordinaten auf einer Karte markiert und beim Anklicken Titel, Bild, Zusammenfassung und Wikipedialink anzeigt. Die Koordinaten stammen aus …",CC-BY 4.0,https://codefor.de
43,https://codefor.de/projekte/aedmap/,Defibrillatoren in Köln,https://codefor.de/projekte/aedmap/,"OK Lab Köln, Code for Germany",In Betrieb,Defibrillatoren können im Fall eines plötzlichen Herzstillstandes Leben retten. Deshalb werden im öffentlichen Raum immer mehr sogenannte Laiendefibrillatoren oder AEDs (Automatisierte Externe …,CC-BY 4.0,https://codefor.de
44,https://codefor.de/projekte/muc-defis/,Defibrillatoren in OpenStreetMap eintragen (für FinderApp),https://codefor.de/projekte/muc-defis/,"OK Lab München, Code for Germany",In Betrieb,"Die Standorte der Defis (AEDs) werden von diversen öffentlichen Stellen erfragt und in OpenStreetMap gemappt. Als zweiter Schritt soll die FinderApp damit gefüllt werden.
Auf Der Projektseite im …",CC-BY 4.0,https://codefor.de
45,https://codefor.de/projekte/hh-demogenerator/,Demogenerator,https://codefor.de/projekte/hh-demogenerator/,"OK Lab Hamburg, Code for Germany",Unbekannt,Deine Montagsdemo wurde abgesagt? Kein Problem - es gibt Alternativen. Finde deine Lieblingsdemo mit dem Demogenerator!,CC-BY 4.0,https://codefor.de
46,https://codefor.de/projekte/cologne-denkmal4d/,Denkmal 4D Köln,https://codefor.de/projekte/cologne-denkmal4d/,"OK Lab Köln, Code for Germany",In Planung,Mit dieser Web-Anwendung könnt Ihr Metadaten über die Denkmäler der Stadt Köln pflegen. Der besondere Fokus liegt auf der Verlinkung von existierenden 3D-Modellen und der Erfassung geplanter Modelle. …,CC-BY 4.0,https://codefor.de
47,https://codefor.de/projekte/cologne-denkmaeler/,Denkmal in Köln,https://codefor.de/projekte/cologne-denkmaeler/,"OK Lab Köln, Code for Germany",In Betrieb,"Du interessierst Dich für Baudenkmäler? Du wolltest auch schon immer mal wissen, ob es welche in Deiner Umgebung gibt? Diese Webapp zeigt sie Dir alle. Wähle aus, in welchem Zeitraum das Baujahr …",CC-BY 4.0,https://codefor.de
48,https://codefor.de/projekte/denkmal-magdeburg/,Denkmal Magdeburg,https://codefor.de/projekte/denkmal-magdeburg/,"OK Lab Magdeburg, Code for Germany",Eingestellt,Denkmal Magdeburg zeigt dir Informationen zu Denkmälern in deiner Umgebung an. Das Projekt ist gerade nur ein Minimum Viaable Prodct (MVP) und es sind herzlichst Mistreiter*innen gesucht es zu …,CC-BY 4.0,https://codefor.de
49,https://codefor.de/projekte/hh-kitakarte/,Die passende Kita in Hamburg finden,https://codefor.de/projekte/hh-kitakarte/,"OK Lab Hamburg, Code for Germany",Unbekannt,Visualisierung aller Hamburger Kitas auf einer Karte mit der Möglichkeit nach einer Bestimmten zu suchen.,CC-BY 4.0,https://codefor.de
50,https://codefor.de/projekte/hh-zuwendungen/,Die Zuwendungen der Hamburger Behörden.,https://codefor.de/projekte/hh-zuwendungen/,"OK Lab Hamburg, Code for Germany",Eingestellt,Die Zuwendungen der Hamburger Behörden als filterbare Tabelle. Weitere Features kommen noch dazu.,CC-BY 4.0,https://codefor.de
51,https://codefor.de/projekte/hn-crimemap/,Diebstähle Region Heilbronn,https://codefor.de/projekte/hn-crimemap/,"Code for Heilbronn, Code for Germany",In Betrieb,"Visualisierung der Einbrüche in der Region Heilbronn, Daten aus den Polizeimeldungen seit November 2013. Entwickelt am Open Data Day 2014 in Zusammenarbeit mit der Heilbronner Stimme.",CC-BY 4.0,https://codefor.de
52,https://codefor.de/projekte/fl-open-monuments-map/,Digitale Denkmalkarte für Schleswig-Holstein,https://codefor.de/projekte/fl-open-monuments-map/,"OK Lab Flensburg, Code for Germany",In Planung,Die digitale Denkmalkarte stellt Kulturdenkmäler in Schleswig-Holstein interaktiv dar. Sie bietet eine Übersicht über Kulturdenkmäler und deren Merkmale auf einer digitalen Karte. Durch das Anklicken …,CC-BY 4.0,https://codefor.de
53,https://codefor.de/projekte/disabled-railway/,Disabled Railway,https://codefor.de/projekte/disabled-railway/,"OK Lab Berlin, Code for Germany",Unbekannt,"Eine Karte, auf der man sehen kann, von wo auf der Welt schnell ein Bahnhof erreicht werden kann – und wie sich die Situation ändert, sobald man im Rollstuhl sitzt. Vergleicht mal Paris und Berlin!",CC-BY 4.0,https://codefor.de
54,https://codefor.de/projekte/le-dresdenrallye/,Dresden Rallye,https://codefor.de/projekte/le-dresdenrallye/,"OK Lab Leipzig, Code for Germany",In Betrieb,"Über Gamification (Nudging, Serious Game) die verschiedenen Mobilitätsangebote der Stadt bekannt machen.
Die Nutzer sollen dazu gebracht werden, von ihrem gewohnten Mobilitätsverhalten abzuweichen und …",CC-BY 4.0,https://codefor.de
55,https://codefor.de/projekte/datennutzung/,Einführung Datennutzung mit R und Python,https://codefor.de/projekte/datennutzung/,"Code for Bielefeld, Code for Germany",In Planung,"Gemeinsam erarbeiten wir uns die Grundlagen in R und Python und werden erste einfache Datenanalysen damit durchführen. Ziel ist es, den Teilnehmer:innen eine Einführung in die Nutzung von Daten und …",CC-BY 4.0,https://codefor.de
56,https://codefor.de/projekte/le-einwohner/,Einwohner-Daten Leipzig,https://codefor.de/projekte/le-einwohner/,"OK Lab Leipzig, Code for Germany",In Betrieb,"Dieses Projekt ist entstanden für ein Schritt-für-Schritt-Tutorial für das Erstellen von Karten-Anwendungen mit Leaflet.
Jede der enthaltenen HTML-Dateien lässt sich einzeln im Browser öffnen, sie …",CC-BY 4.0,https://codefor.de
57,https://codefor.de/projekte/be-drl-empower-rangers/,Empower Rangers,https://codefor.de/projekte/be-drl-empower-rangers/,"OK Lab Berlin, Code for Germany",In Planung,"Wir wollen den Verein Refugees Emancipation dabei unterstützen, noch bekannter zu werden. Deshalb wollen wir eine neue Webseite bauen, auf der sich der Verein präsentiert und auf der sich …",CC-BY 4.0,https://codefor.de
58,https://codefor.de/projekte/ms-wahlkarte/,Ergebnisse der Kommunalwahl 2014,https://codefor.de/projekte/ms-wahlkarte/,"Code for Münster, Code for Germany",Unbekannt,Die Ergebnisse je Wahlbezirk live gemappt währen die Stimmzettel ausgefüllt wurden. Dargestellt werden die Gewinner der Direktmandate.,CC-BY 4.0,https://codefor.de
59,https://codefor.de/projekte/ernteteilen/,Ernte Teilen,https://codefor.de/projekte/ernteteilen/,"OK Lab Berlin, Code for Germany",Unbekannt,"Ernte-teilen.org bietet eine Plattform, die Landwirte und Verbraucherinnen, die sich an Solidarischer Landwirtschaft beteiligen möchten, zusammenfinden lässt.",CC-BY 4.0,https://codefor.de
60,https://codefor.de/projekte/p-hiddenkosmos/,Exploring the Hidden Kosmos,https://codefor.de/projekte/p-hiddenkosmos/,"OK Lab Potsdam, Code for Germany",In Betrieb,Entdecke Alexander von Humboldts Kosmos-Vorlesungen aus den Jahren 1827/28. Die Seite entstand 2017 auf dem Kultur-Hackathon Coding da Vinci.,CC-BY 4.0,https://codefor.de
61,https://codefor.de/projekte/le-fancylvbot/,fancyLVBot,https://codefor.de/projekte/le-fancylvbot/,"OK Lab Leipzig, Code for Germany",In Planung,"Telegram-Chat-Bot, den man unter dem Namen “fancyLVBot” als Kontakt hinzufügen und nach der aktuellen Abfahrtzeiten fragen kann.
Unsere Zielgruppe sind Einheimische, die Streckenverbindung …",CC-BY 4.0,https://codefor.de
62,https://codefor.de/projekte/hn-farmbot/,Farmbot // Code for Buga 2019,https://codefor.de/projekte/hn-farmbot/,"Code for Heilbronn, Code for Germany",Unbekannt,"Der Mensch ist seit seiner Existenz ein Selbstversorger. Durch den rasanten Fortschritt im Bereich der Software und Hardware erreichen wir einen Punkt, wo Maschinen Selbstversorger beim Anbau von Obst …",CC-BY 4.0,https://codefor.de
63,https://codefor.de/projekte/stgt-dust-sensor/,Feinstaubsensoren,https://codefor.de/projekte/stgt-dust-sensor/,"OK Lab Stuttgart, Code for Germany",Unbekannt,"Wir entwickeln und bauen bezahlbare open source DIY Feinstaub-Sensoren. Stand Anfang 2021 messen weltweit über 14.000 Sensoren in über 70 Ländern, um ein genaueres Bild der Feinstaubverteilung zu …",CC-BY 4.0,https://codefor.de
64,https://codefor.de/projekte/be-tempelhof/,Feld - die Bebauung des Tempelhofer Felds in 3D,https://codefor.de/projekte/be-tempelhof/,"OK Lab Berlin, Code for Germany",In Betrieb,"Am 25. Mai 2014 ist Volksabstimmung zur Bebauung des Tempelhofer Felds. Was wo gebaut werden soll erklärt dieses Projekt des OK Lab Berlin.
Die Morgenpost hat das Projekt aufgegriffen und mit ein …",CC-BY 4.0,https://codefor.de
65,https://codefor.de/projekte/flaechengerechtigkeit/,Flächengerechtigkeits-Tool,https://codefor.de/projekte/flaechengerechtigkeit/,"OK Lab Berlin, Code for Germany",Unbekannt,Bürger können ihre Straßen vermessen und die Frage nach der Gerechtigkeit im Verkehr quadratmeter-scharf diskutieren.,CC-BY 4.0,https://codefor.de
66,https://codefor.de/projekte/flaechentool/,Flächentool,https://codefor.de/projekte/flaechentool/,"OK Lab Berlin, Code for Germany",Unbekannt,"Das Tool berrechnet die Nutzung der Flächen, basierend auf OpenStreetMap (OSM) Daten. Die OSM Daten wurden von verschiedenen Nutzern zusammengetragen. Es kommt zu Ungenauigkeiten, wenn die Daten …",CC-BY 4.0,https://codefor.de
67,https://codefor.de/projekte/dd-freieparkplaetze/,Freie Parkplätze Dresden,https://codefor.de/projekte/dd-freieparkplaetze/,"Open Data Dresden, Code for Germany",Unbekannt,Die Stadt Dresden bietet auf https://www.dresden.de/freie-parkplaetze eine Übersicht der freien Parkplätze in der Stadt Dresden an. Leider nicht maschinenlesbar (barrierefrei). Darum haben wir uns …,CC-BY 4.0,https://codefor.de
68,https://codefor.de/projekte/ffpb-nodes/,Freifunk Knotenliste,https://codefor.de/projekte/ffpb-nodes/,"CodeforPB, Code for Germany",Unbekannt,Der Beginn einer Freifunk Companion App. Aktuell wird nur die Knotenliste dargestellt und man kann die Details der Knoten anzeigen lassen. Später soll die Darstellung der Knoten auch auf einer Karte …,CC-BY 4.0,https://codefor.de
69,https://codefor.de/projekte/le-gentrifizierung/,Gebäude-Entwicklung in Leipzig,https://codefor.de/projekte/le-gentrifizierung/,"OK Lab Leipzig, Code for Germany",In Betrieb,"Leipzig ist eine stark wachsende Stadt, was sich entsprechend im Haus- und Wohnungsbau niederschlägt.
Dieses Projekt möchte das zunehmende Schließen von Baulücken und Wachstum an den Rändern in …",CC-BY 4.0,https://codefor.de
70,https://codefor.de/projekte/gedenktafelnberlin/,Gedenktafeln in Berlin,https://codefor.de/projekte/gedenktafelnberlin/,"OK Lab Berlin, Code for Germany",Unbekannt,"Eine Webseite, die vorhandene und, auf Wunsch entfernte Tafeln zu historischen Orten in Berlin anzeigt. Viele davon sind der Erinnerung an jene Menschen gewidmet, die sich der nationalsozialistischen …",CC-BY 4.0,https://codefor.de
71,https://codefor.de/projekte/geodata-time/,Geodaten mit Zeitdimension,https://codefor.de/projekte/geodata-time/,"OK Lab Berlin, Code for Germany",Unbekannt,"Ich möchte eine Datenbank bauen, in der ich mehrere Versionen des gleichen Geodatensatzes ablegen kann. Ich möchte damit den zeitlichen Verlauf, also Änderungen am Datensatz festhalten. Die API soll …",CC-BY 4.0,https://codefor.de
